origin,destination,ln_lshare_mean_0215,ln_emp_mean_0215,ln_apl_mean_0215,prod_res_mean_0215,fe0215_god2,fe0215_mlo_le,fe0215_mlo,fe0215_le,nobs,n_siren
FALSE,FALSE,-0.3200745367323314,0.9630908268828687,3.7435388231415105,-0.07283663809385726,2.3499774598574765,2.349503683925296,2.349068266787422,2.3503347634333105,1924411,1924411
FALSE,TRUE,-0.22597671471897324,2.9923024867707286,4.014893802390541,0.18190684587772968,2.435306835506057,2.436155339129562,2.434548739011252,2.4370555208994724,4603,4603
TRUE,FALSE,-0.12508276614619704,2.599136212287432,3.6925476779388022,-0.035888633938548305,2.450499420565346,2.4410329160939623,2.4479960231166165,2.4424593480155736,13541,13541
TRUE,TRUE,-0.20237470852809258,5.4298438896424015,3.982050337297834,0.18473903974982153,2.48646736624735,2.4801222196287314,2.483895582212529,2.481251627146838,497,497
