variable,beta,std_error,tval,pval,dep_var,clustering,weighted,model_id,n_obs,r2,r2_proj,sample,controls,naf2_fe
destinationTRUE,0.005197203998405585,0.01103146418016343,0.47112549281999194,0.6385378708078305,ln_lshare_mean_0215,minmax_year,FALSE,30201,442003,0.02674419930266425,0.0010317167616479272,le5_panelsize0-fixed_wpanel,FALSE,FALSE
originTRUE,0.07831614768372554,0.004101545376997382,19.094302387325637,8.914439800554527e-36,ln_lshare_mean_0215,minmax_year,FALSE,30201,442003,0.02674419930266425,0.0010317167616479272,le5_panelsize0-fixed_wpanel,FALSE,FALSE
destinationTRUE,-0.006066745174474319,0.008482385179561748,-0.7152168931319108,0.47607759600536736,ln_lshare_mean_0215,minmax_year,FALSE,30202,442003,0.06868956271349613,9.548058231589884e-4,le5_panelsize0-fixed_wpanel,FALSE,TRUE
originTRUE,0.07441924641639225,0.0035538701322479736,20.940339305341727,4.311877681611361e-39,ln_lshare_mean_0215,minmax_year,FALSE,30202,442003,0.06868956271349613,9.548058231589884e-4,le5_panelsize0-fixed_wpanel,FALSE,TRUE
destinationTRUE,-0.010768849134792294,0.026305452298909064,-0.4093770756125299,0.6831048668107854,ln_lshare_mean_0215,minmax_year,TRUE,30203,442003,0.03282838481574024,1.2582758447732267e-4,le5_panelsize0-fixed_wpanel,FALSE,FALSE
originTRUE,-0.003284392709740064,0.03500413699457712,-0.09382870116891857,0.9254257605185163,ln_lshare_mean_0215,minmax_year,TRUE,30203,442003,0.03282838481574024,1.2582758447732267e-4,le5_panelsize0-fixed_wpanel,FALSE,FALSE
destinationTRUE,0.010834588054714853,0.009268348526108978,1.1689879835866952,0.24508090594762372,ln_lshare_mean_0215,minmax_year,TRUE,30204,442003,0.16914046000215333,0.0020628435049273586,le5_panelsize0-fixed_wpanel,FALSE,TRUE
originTRUE,0.042851813498369064,0.012278533465870337,3.489978149058342,7.098781831814602e-4,ln_lshare_mean_0215,minmax_year,TRUE,30204,442003,0.16914046000215333,0.0020628435049273586,le5_panelsize0-fixed_wpanel,FALSE,TRUE
destinationTRUE,0.028515694070867594,0.011944106495179466,2.3874279823590214,0.018772257762054437,ln_lshare_mean_0215,minmax_year,FALSE,30205,442003,0.36563968133500224,0.3488804916063609,le5_panelsize0-fixed_wpanel,TRUE,FALSE
originTRUE,0.05451006294527597,0.004250737876818222,12.82367074256718,3.813904660486898e-23,ln_lshare_mean_0215,minmax_year,FALSE,30205,442003,0.36563968133500224,0.3488804916063609,le5_panelsize0-fixed_wpanel,TRUE,FALSE
ln_apl_mean_0215,-0.37883882056088364,0.014299321469365911,-26.493482321695286,4.794702736013668e-48,ln_lshare_mean_0215,minmax_year,FALSE,30205,442003,0.36563968133500224,0.3488804916063609,le5_panelsize0-fixed_wpanel,TRUE,FALSE
ln_emp_mean_0215,0.015419066182689473,0.003652057742424378,4.22202146575418,5.197220658501027e-5,ln_lshare_mean_0215,minmax_year,FALSE,30205,442003,0.36563968133500224,0.3488804916063609,le5_panelsize0-fixed_wpanel,TRUE,FALSE
destinationTRUE,-0.0018770457677808952,0.0048322764464581265,-0.388439235333214,0.6984850518132861,ln_lshare_mean_0215,minmax_year,FALSE,30206,442003,0.46067228310282404,0.42144666044719337,le5_panelsize0-fixed_wpanel,TRUE,TRUE
originTRUE,0.05111692801711102,0.003706453592998772,13.79133091364405,3.1705553120516373e-25,ln_lshare_mean_0215,minmax_year,FALSE,30206,442003,0.46067228310282404,0.42144666044719337,le5_panelsize0-fixed_wpanel,TRUE,TRUE
ln_apl_mean_0215,-0.45282714562736615,0.006082388464787287,-74.44890247456472,4.886426958152291e-92,ln_lshare_mean_0215,minmax_year,FALSE,30206,442003,0.46067228310282404,0.42144666044719337,le5_panelsize0-fixed_wpanel,TRUE,TRUE
ln_emp_mean_0215,0.009174467187969722,0.0023113691135738415,3.969278266327679,1.3287541376352368e-4,ln_lshare_mean_0215,minmax_year,FALSE,30206,442003,0.46067228310282404,0.42144666044719337,le5_panelsize0-fixed_wpanel,TRUE,TRUE
destinationTRUE,1.4047088043582454,0.14470248494540527,9.707565180295468,3.031085161778271e-16,ln_emp_mean_0215,minmax_year,FALSE,30207,442033,0.12761131794958835,0.03390519089715516,le5_panelsize0-fixed_wpanel,FALSE,FALSE
originTRUE,1.0760234503835362,0.16918180296421098,6.360160676447928,5.482338316706388e-9,ln_emp_mean_0215,minmax_year,FALSE,30207,442033,0.12761131794958835,0.03390519089715516,le5_panelsize0-fixed_wpanel,FALSE,FALSE
destinationTRUE,1.280545364943255,0.13710335852325325,9.339999973276145,2.0054838016564352e-15,ln_emp_mean_0215,minmax_year,FALSE,30208,442033,0.20834296024310794,0.02934262463977666,le5_panelsize0-fixed_wpanel,FALSE,TRUE
originTRUE,0.935562165122784,0.159165701647114,5.877913114704934,5.065260006435866e-8,ln_emp_mean_0215,minmax_year,FALSE,30208,442033,0.20834296024310794,0.02934262463977666,le5_panelsize0-fixed_wpanel,FALSE,TRUE
destinationTRUE,3.7050457204429303,0.11643066937038309,31.821905177377577,2.0303246719440164e-55,ln_emp_mean_0215,minmax_year,TRUE,30209,442033,0.48551710919989033,0.44155876056022225,le5_panelsize0-fixed_wpanel,FALSE,FALSE
originTRUE,1.5593156402182422,0.11193572755336124,13.930455220161013,1.6051644346963693e-25,ln_emp_mean_0215,minmax_year,TRUE,30209,442033,0.48551710919989033,0.44155876056022225,le5_panelsize0-fixed_wpanel,FALSE,FALSE
destinationTRUE,2.462837740514324,0.12345744253497802,19.94888027764346,2.470403861503016e-37,ln_emp_mean_0215,minmax_year,TRUE,30210,442033,0.6326886360955148,0.3721585525294415,le5_panelsize0-fixed_wpanel,FALSE,TRUE
originTRUE,1.8691063941186055,0.08000130541250103,23.363448689757735,3.5391402605382865e-43,ln_emp_mean_0215,minmax_year,TRUE,30210,442033,0.6326886360955148,0.3721585525294415,le5_panelsize0-fixed_wpanel,FALSE,TRUE
destinationTRUE,0.11876241284007671,0.01628876044796218,7.291065100962584,6.252858736626106e-11,ln_apl_mean_0215,minmax_year,FALSE,30211,442033,0.07450597668442616,4.557808536023167e-4,le5_panelsize0-fixed_wpanel,FALSE,FALSE
originTRUE,-0.019024871415673435,0.014131342683066204,-1.3462890145938657,0.1811363830835137,ln_apl_mean_0215,minmax_year,FALSE,30211,442033,0.07450597668442616,4.557808536023167e-4,le5_panelsize0-fixed_wpanel,FALSE,FALSE
destinationTRUE,0.03525182943562757,0.009520110356847973,3.702880335864,3.431767348136254e-4,ln_apl_mean_0215,minmax_year,FALSE,30212,442033,0.2491205947305174,1.2909707252561908e-4,le5_panelsize0-fixed_wpanel,FALSE,TRUE
originTRUE,-0.032481364143481545,0.0040477554151547345,-8.024537258815544,1.6277665602360013e-12,ln_apl_mean_0215,minmax_year,FALSE,30212,442033,0.2491205947305174,1.2909707252561908e-4,le5_panelsize0-fixed_wpanel,FALSE,TRUE
destinationTRUE,0.0696243824507788,0.023218737564293285,2.9986291140070422,0.0033930926676524037,ln_apl_mean_0215,minmax_year,TRUE,30213,442033,0.07785179607237047,0.0027826273596258666,le5_panelsize0-fixed_wpanel,FALSE,FALSE
originTRUE,0.024660444248182947,0.030225853301682846,0.8158725579075697,0.41643774206456285,ln_apl_mean_0215,minmax_year,TRUE,30213,442033,0.07785179607237047,0.0027826273596258666,le5_panelsize0-fixed_wpanel,FALSE,FALSE
destinationTRUE,0.05289723383401566,0.014456736918502112,3.6590023137459453,3.9956489843697335e-4,ln_apl_mean_0215,minmax_year,TRUE,30214,442033,0.37773303872818786,0.0011651836273021132,le5_panelsize0-fixed_wpanel,FALSE,TRUE
