origin,destination,ln_lshare_mean_0215,ln_emp_mean_0215,ln_apl_mean_0215,prod_res_mean_0215,fe0215_god2,fe0215_mlo_le,fe0215_mlo,fe0215_le,nobs,n_siren
FALSE,FALSE,-0.21257305986634384,2.0522609894979484,3.896339260844229,0.06350787674058013,2.4127263231384526,2.4121799769724714,2.4117529200537593,2.413040550600743,428869,428869
FALSE,TRUE,-0.2206506637073088,3.343053188310294,4.072659774904623,0.2482652680858441,2.4510072472916717,2.4516853416565447,2.4500371651099426,2.4526700578283385,3719,3719
TRUE,FALSE,-0.10234680017165555,3.2284127380372136,3.77187201004614,0.021353965523923622,2.481833898703771,2.4707964628327326,2.478729022403091,2.4723557637770166,8977,8977
TRUE,TRUE,-0.20445456360482117,5.600554403812589,4.017449138852392,0.21898062958727102,2.493596799353249,2.486588514258719,2.490589726939161,2.488076433666751,468,468
