variable,beta,std_error,tval,pval,dep_var,clustering,weighted,model_id,n_obs,r2,r2_proj,sample,controls,naf2_fe
destinationTRUE,0.11924334600814215,0.01975099276686885,6.037334295831751,2.448997180764371e-8,ln_lshare_mean_0215,minmax_year,FALSE,30001,1941522,0.028940923313943934,0.0011953918182748824,le5_panelsize10-fixed_all,FALSE,FALSE
originTRUE,0.26656311484721146,0.03317347269434883,8.035429914234484,1.5409787093799753e-12,ln_lshare_mean_0215,minmax_year,FALSE,30001,1941522,0.028940923313943934,0.0011953918182748824,le5_panelsize10-fixed_all,FALSE,FALSE
destinationTRUE,0.06900523647590676,0.016925678265454172,4.076955463388936,8.947475919677805e-5,ln_lshare_mean_0215,minmax_year,FALSE,30002,1941522,0.06031802549306542,7.675148237156204e-4,le5_panelsize10-fixed_all,FALSE,TRUE
originTRUE,0.21599459149471975,0.0277837488695488,7.774134171341127,5.710478129176892e-12,ln_lshare_mean_0215,minmax_year,FALSE,30002,1941522,0.06031802549306542,7.675148237156204e-4,le5_panelsize10-fixed_all,FALSE,TRUE
destinationTRUE,0.0022607056719186717,0.018263682883271952,0.12378147859703008,0.9017272128320881,ln_lshare_mean_0215,minmax_year,TRUE,30003,1941522,0.034495859379760185,2.70410184927794e-4,le5_panelsize10-fixed_all,FALSE,FALSE
originTRUE,0.020566272828319396,0.03479138142735482,0.5911312510330247,0.5557150871050619,ln_lshare_mean_0215,minmax_year,TRUE,30003,1941522,0.034495859379760185,2.70410184927794e-4,le5_panelsize10-fixed_all,FALSE,FALSE
destinationTRUE,0.011104194479625167,0.01526342393314645,0.727503509583522,0.4685521849449542,ln_lshare_mean_0215,minmax_year,TRUE,30004,1941522,0.14419129235417005,0.0018214261710128854,le5_panelsize10-fixed_all,FALSE,TRUE
originTRUE,0.05085924219625806,0.014251890486505036,3.5685961974249056,5.445873033135524e-4,ln_lshare_mean_0215,minmax_year,TRUE,30004,1941522,0.14419129235417005,0.0018214261710128854,le5_panelsize10-fixed_all,FALSE,TRUE
destinationTRUE,-0.10585079714198178,0.03311819022591858,-3.1961528217547963,0.0018447572547871992,ln_lshare_mean_0215,minmax_year,FALSE,30005,1941522,0.3360422483254931,0.31707135236955686,le5_panelsize10-fixed_all,TRUE,FALSE
originTRUE,-0.06320473063720744,0.027746616449581204,-2.277925697789412,0.024776190192695922,ln_lshare_mean_0215,minmax_year,FALSE,30005,1941522,0.3360422483254931,0.31707135236955686,le5_panelsize10-fixed_all,TRUE,FALSE
ln_apl_mean_0215,-0.3851946876060993,0.012852123497978537,-29.97128744263041,5.623941803800904e-53,ln_lshare_mean_0215,minmax_year,FALSE,30005,1941522,0.3360422483254931,0.31707135236955686,le5_panelsize10-fixed_all,TRUE,FALSE
ln_emp_mean_0215,0.12868199036158667,0.005969836908205219,21.555361116267715,3.713393626870554e-40,ln_lshare_mean_0215,minmax_year,FALSE,30005,1941522,0.3360422483254931,0.31707135236955686,le5_panelsize10-fixed_all,TRUE,FALSE
destinationTRUE,-0.12946254223021525,0.025693829799049068,-5.038662715630142,1.985203830125605e-6,ln_lshare_mean_0215,minmax_year,FALSE,30006,1941522,0.3753452032362502,0.33575892495432524,le5_panelsize10-fixed_all,TRUE,TRUE
originTRUE,-0.05986459749171269,0.024978069739168392,-2.396686297894282,0.01832938583254872,ln_lshare_mean_0215,minmax_year,FALSE,30006,1941522,0.3753452032362502,0.33575892495432524,le5_panelsize10-fixed_all,TRUE,TRUE
ln_apl_mean_0215,-0.4167015049514641,0.011241092020597088,-37.06948614849346,9.296772136701114e-62,ln_lshare_mean_0215,minmax_year,FALSE,30006,1941522,0.3753452032362502,0.33575892495432524,le5_panelsize10-fixed_all,TRUE,TRUE
ln_emp_mean_0215,0.11578390095870333,0.005133949806801537,22.552596989809096,7.651574993882948e-42,ln_lshare_mean_0215,minmax_year,FALSE,30006,1941522,0.3753452032362502,0.33575892495432524,le5_panelsize10-fixed_all,TRUE,TRUE
destinationTRUE,2.223610229953941,0.15931554488807456,13.957270971367638,1.4081400080341701e-25,ln_emp_mean_0215,minmax_year,FALSE,30007,1943052,0.1285625865467368,0.03617215294635556,le5_panelsize10-fixed_all,FALSE,FALSE
originTRUE,2.6670048917928106,0.0692553045263881,38.509756184475535,2.3042261180841933e-63,ln_emp_mean_0215,minmax_year,FALSE,30007,1943052,0.1285625865467368,0.03617215294635556,le5_panelsize10-fixed_all,FALSE,FALSE
destinationTRUE,1.989728243603524,0.14526873508101357,13.696878702040676,5.039032747678661e-25,ln_emp_mean_0215,minmax_year,FALSE,30008,1943052,0.19783567033632388,0.031180844041955424,le5_panelsize10-fixed_all,FALSE,TRUE
originTRUE,2.3774493922599342,0.05592400164010338,42.51214724511154,1.4492094990248552e-67,ln_emp_mean_0215,minmax_year,FALSE,30008,1943052,0.19783567033632388,0.031180844041955424,le5_panelsize10-fixed_all,FALSE,TRUE
destinationTRUE,4.207223126820161,0.12470216679179422,33.73817179812636,7.899468595445977e-58,ln_emp_mean_0215,minmax_year,TRUE,30009,1943052,0.5164443482305004,0.4253265117587903,le5_panelsize10-fixed_all,FALSE,FALSE
originTRUE,2.2206571805974553,0.20335563401300524,10.920067159070877,5.9406898996543e-19,ln_emp_mean_0215,minmax_year,TRUE,30009,1943052,0.5164443482305004,0.4253265117587903,le5_panelsize10-fixed_all,FALSE,FALSE
destinationTRUE,2.998470537994369,0.14860558382810637,20.17737463662692,9.616072222265532e-38,ln_emp_mean_0215,minmax_year,TRUE,30010,1943052,0.6302574073226663,0.3660608524011122,le5_panelsize10-fixed_all,FALSE,TRUE
originTRUE,2.427927384922528,0.0769862517735741,31.537155387995206,4.740055774550069e-55,ln_emp_mean_0215,minmax_year,TRUE,30010,1943052,0.6302574073226663,0.3660608524011122,le5_panelsize10-fixed_all,FALSE,TRUE
destinationTRUE,0.15883082134766555,0.010698370724131878,14.84626261729717,1.9192253862588933e-27,ln_apl_mean_0215,minmax_year,FALSE,30011,1943052,0.13391082106258112,1.1097466835530145e-4,le5_panelsize10-fixed_all,FALSE,FALSE
originTRUE,0.03541402903505938,0.012265095844570528,2.8873829836997436,0.00472589566301791,ln_apl_mean_0215,minmax_year,FALSE,30011,1943052,0.13391082106258112,1.1097466835530145e-4,le5_panelsize10-fixed_all,FALSE,FALSE
destinationTRUE,0.07719228259444166,0.012891724704927362,5.987738984601332,3.0730748932099114e-8,ln_apl_mean_0215,minmax_year,FALSE,30012,1943052,0.20509222681205475,2.4401949879515605e-5,le5_panelsize10-fixed_all,FALSE,TRUE
originTRUE,-8.88259521269562e-4,0.008009904395640567,-0.11089514648302194,0.9119132237745293,ln_apl_mean_0215,minmax_year,FALSE,30012,1943052,0.20509222681205475,2.4401949879515605e-5,le5_panelsize10-fixed_all,FALSE,TRUE
destinationTRUE,0.11381459842283063,0.012322446065601038,9.23636409661812,3.4139936080708425e-15,ln_apl_mean_0215,minmax_year,TRUE,30013,1943052,0.14116894994537021,0.005102534063511466,le5_panelsize10-fixed_all,FALSE,FALSE
originTRUE,0.04585706505465937,0.01601225794405392,2.8638724916174727,0.0050630140536989145,ln_apl_mean_0215,minmax_year,TRUE,30013,1943052,0.14116894994537021,0.005102534063511466,le5_panelsize10-fixed_all,FALSE,FALSE
destinationTRUE,0.09466789098716562,0.021840065649612866,4.3345973636688075,3.3820368259102023e-05,ln_apl_mean_0215,minmax_year,TRUE,30014,1943052,0.3376668262077378,0.0024842225444474675,le5_panelsize10-fixed_all,FALSE,TRUE
originTRUE,0.004453410494096283,0.010742844222718382,0.4145466881739244,0.6793276053655574,ln_apl_mean_0215,minmax_year,TRUE,30014,1943052,0.3376668262077378,0.0024842225444474675,le5_panelsize10-fixed_all,FALSE,TRUE
