variable,beta,std_error,tval,pval,dep_var,clustering,weighted,model_id,n_obs,r2,r2_proj,sample,controls,naf2_fe
destinationTRUE,0.07225092696803176,0.0019258692488522866,37.51600842637131,1.891386329231796e-15,fe0215_god2,sir+an,FALSE,30401,3028791,0.011645257732715408,0.00893193724797503,panelpanSIZE2-moving_wpanel,FALSE,FALSE
originTRUE,0.10126922238488105,0.0026684776681176175,37.950185453985014,1.6123417126741097e-15,fe0215_god2,sir+an,FALSE,30401,3028791,0.011645257732715408,0.00893193724797503,panelpanSIZE2-moving_wpanel,FALSE,FALSE
destinationTRUE,0.046849374448720185,0.0016366800242761412,28.624638752733837,1.1104550431881134e-11,fe0215_god2,sir+an,FALSE,30402,2292587,0.16976424737957285,0.005281001027046095,panelpanSIZE2-moving_wpanel,FALSE,TRUE
originTRUE,0.07710022759250489,0.002842838245005942,27.120863358282186,1.995150772969996e-11,fe0215_god2,sir+an,FALSE,30402,2292587,0.16976424737957285,0.005281001027046095,panelpanSIZE2-moving_wpanel,FALSE,TRUE
destinationTRUE,0.024103195164121988,0.0070531276310596466,3.417376861008366,0.0041663671566382135,fe0215_god2,sir+an,TRUE,30403,3028791,0.014211338271928664,0.01001002739480128,panelpanSIZE2-moving_wpanel,FALSE,FALSE
originTRUE,0.01280588698979627,0.008596741597644923,1.4896210202833644,0.15850464160510946,fe0215_god2,sir+an,TRUE,30403,3028791,0.014211338271928664,0.01001002739480128,panelpanSIZE2-moving_wpanel,FALSE,FALSE
destinationTRUE,0.028541707581264664,0.0038625984537203647,7.389250506682608,1.3783844456949376e-5,fe0215_god2,sir+an,TRUE,30404,2292587,0.23261888482813742,0.018393547177479097,panelpanSIZE2-moving_wpanel,FALSE,TRUE
originTRUE,0.02396326848409229,0.008306662263928831,2.8848251828115496,0.014842611523433927,fe0215_god2,sir+an,TRUE,30404,2292587,0.23261888482813742,0.018393547177479097,panelpanSIZE2-moving_wpanel,FALSE,TRUE
destinationTRUE,-0.016897973541092695,0.0017803936201468353,-9.491144738936471,1.7767863341344814e-7,fe0215_god2,sir+an,FALSE,30405,3028791,0.19520688927527163,0.19299749871951022,panelpanSIZE2-moving_wpanel,TRUE,FALSE
originTRUE,0.04640707281483408,0.0027253166574325496,17.02813971663498,9.403083342610695e-11,fe0215_god2,sir+an,FALSE,30405,3028791,0.19520688927527163,0.19299749871951022,panelpanSIZE2-moving_wpanel,TRUE,FALSE
ln_apl_ma3,0.11140311530821012,0.0017667773192919134,63.05441783283595,1.374004144420385e-18,fe0215_god2,sir+an,FALSE,30405,3028791,0.19520688927527163,0.19299749871951022,panelpanSIZE2-moving_wpanel,TRUE,FALSE
ln_emp_ma3,0.03472105331310158,5.489084833527712e-4,63.254721626860224,1.314520251853621e-18,fe0215_god2,sir+an,FALSE,30405,3028791,0.19520688927527163,0.19299749871951022,panelpanSIZE2-moving_wpanel,TRUE,FALSE
destinationTRUE,-0.02162870298216108,0.0015147629823455634,-14.27860545461027,1.9125301745800858e-8,fe0215_god2,sir+an,FALSE,30406,2292587,0.28973807681580477,0.14902360322538988,panelpanSIZE2-moving_wpanel,TRUE,TRUE
originTRUE,0.03573889203786679,0.002618275357757973,13.649783599716558,3.063014032819879e-8,fe0215_god2,sir+an,FALSE,30406,2292587,0.28973807681580477,0.14902360322538988,panelpanSIZE2-moving_wpanel,TRUE,TRUE
ln_apl_ma3,0.09598027223813528,0.0016985508624636498,56.50715227857319,6.581519264625119e-15,fe0215_god2,sir+an,FALSE,30406,2292587,0.28973807681580477,0.14902360322538988,panelpanSIZE2-moving_wpanel,TRUE,TRUE
ln_emp_ma3,0.032879880968033993,5.764017375911987e-4,57.04334116937272,5.9340462653020676e-15,fe0215_god2,sir+an,FALSE,30406,2292587,0.28973807681580477,0.14902360322538988,panelpanSIZE2-moving_wpanel,TRUE,TRUE
destinationTRUE,0.07180385736075019,0.001854475212949336,38.71923272921732,1.22055326102156e-15,fe0215_mlo_le,sir+an,FALSE,30407,3028791,0.010356813706400514,0.007838286653789606,panelpanSIZE2-moving_wpanel,FALSE,FALSE
originTRUE,0.08939748466827512,0.0025290418928635137,35.348360547343326,4.316152848315162e-15,fe0215_mlo_le,sir+an,FALSE,30407,3028791,0.010356813706400514,0.007838286653789606,panelpanSIZE2-moving_wpanel,FALSE,FALSE
destinationTRUE,0.04634223582868731,0.0015839256604349304,29.257835128425274,8.754435746972348e-12,fe0215_mlo_le,sir+an,FALSE,30408,2292587,0.16441786154613636,0.0043995055499891356,panelpanSIZE2-moving_wpanel,FALSE,TRUE
originTRUE,0.0659810270158502,0.002414950994602257,27.32189065671591,1.8415034698162925e-11,fe0215_mlo_le,sir+an,FALSE,30408,2292587,0.16441786154613636,0.0043995055499891356,panelpanSIZE2-moving_wpanel,FALSE,TRUE
destinationTRUE,0.02280659028974309,0.007339456449433068,3.1073950021877668,0.007718179874043804,fe0215_mlo_le,sir+an,TRUE,30409,3028791,0.01146819910074015,0.007955549723042799,panelpanSIZE2-moving_wpanel,FALSE,FALSE
originTRUE,0.005661214717288638,0.008180533333839165,0.6920349182944777,0.5002327061697525,fe0215_mlo_le,sir+an,TRUE,30409,3028791,0.01146819910074015,0.007955549723042799,panelpanSIZE2-moving_wpanel,FALSE,FALSE
destinationTRUE,0.02744935537293063,0.003741941470727904,7.335591854565011,1.4748752344042263e-5,fe0215_mlo_le,sir+an,TRUE,30410,2292587,0.22280780478050055,0.015139181867595553,panelpanSIZE2-moving_wpanel,FALSE,TRUE
originTRUE,0.01724289260971725,0.00828052809382389,2.0823421422334194,0.06144890405809814,fe0215_mlo_le,sir+an,TRUE,30410,2292587,0.22280780478050055,0.015139181867595553,panelpanSIZE2-moving_wpanel,FALSE,TRUE
