origin,destination,ln_lshare_mean_0215,ln_emp_mean_0215,ln_apl_mean_0215,prod_res_mean_0215,year_cre,fe0215_god2,fe0215_mlo_le,fe0215_mlo,fe0215_le,n_siren,nobs
FALSE,FALSE,-0.20039477542088008,1.7598156948698325,3.849778764016633,0.019807356983931074,1997.8357473873214,2.400848045575788,2.400281220277834,2.39986851941288,2.401141705988148,651145,651145
FALSE,TRUE,-0.21099720087269763,3.452869048978238,4.095652163524935,0.2666505832717305,1995.571368597817,2.4625523483301857,2.4633034153080198,2.461703687264641,2.4640604391218384,2694,2694
TRUE,FALSE,-0.08329639005572409,3.854244597540982,3.7821312663168096,0.02625575432575059,1990.8729673160522,2.512530143316174,2.5008074987158477,2.5087026501250818,2.502721152355267,7297,7297
TRUE,TRUE,-0.21487341516442818,6.274854225066549,4.075419022134472,0.25068723890625727,1986.1892857142857,2.51058605644438,2.504227272251196,2.5075955669782317,2.505376320833351,342,342
