variable,beta,std_error,tval,pval,dep_var,clustering,weighted,model_id,n_obs,r2,r2_proj,sample,controls,naf2_fe
destinationTRUE,0.06098427447484633,0.001669987254553729,36.51780832970678,2.74910845663402e-15,fe0215_god2,sir+an,FALSE,31201,3028791,0.008944507805005997,0.0062237729782386175,panelpanSIZE3-moving_wpanel,FALSE,FALSE
originTRUE,0.06446127920009344,0.002058696990355858,31.311688656498653,2.3105798486359378e-14,fe0215_god2,sir+an,FALSE,31201,3028791,0.008944507805005997,0.0062237729782386175,panelpanSIZE3-moving_wpanel,FALSE,FALSE
destinationTRUE,0.0399999618915374,0.0014641321311421739,27.319912623140993,1.8429509486860558e-11,fe0215_god2,sir+an,FALSE,31202,2292587,0.1684726883854326,0.0037335631267741975,panelpanSIZE3-moving_wpanel,FALSE,TRUE
originTRUE,0.05226633933833918,0.0022226938511024892,23.514862072621604,9.350688316199157e-11,fe0215_god2,sir+an,FALSE,31202,2292587,0.1684726883854326,0.0037335631267741975,panelpanSIZE3-moving_wpanel,FALSE,TRUE
destinationTRUE,0.020430377877976368,0.00661557346928397,3.088224773382742,0.008017721509048843,fe0215_god2,sir+an,TRUE,31203,3028791,0.011054093950125243,0.006839327283307939,panelpanSIZE3-moving_wpanel,FALSE,FALSE
originTRUE,0.013243843934378155,0.007252306702378359,1.8261560739060996,0.08922525353702086,fe0215_god2,sir+an,TRUE,31203,3028791,0.011054093950125243,0.006839327283307939,panelpanSIZE3-moving_wpanel,FALSE,FALSE
destinationTRUE,0.027105581932590255,0.0035572611834575104,7.619789645652264,1.0346371865815288e-5,fe0215_god2,sir+an,TRUE,31204,2292587,0.22830513113905504,0.012875547876516569,panelpanSIZE3-moving_wpanel,FALSE,TRUE
originTRUE,0.014140493871616476,0.005818860954604982,2.4301137253375757,0.03340296173444078,fe0215_god2,sir+an,TRUE,31204,2292587,0.22830513113905504,0.012875547876516569,panelpanSIZE3-moving_wpanel,FALSE,TRUE
destinationTRUE,-0.016053695880743173,0.0016927094146814798,-9.48402350781751,1.7931738123836296e-7,fe0215_god2,sir+an,FALSE,31205,3028791,0.19566015939649584,0.19345201319870875,panelpanSIZE3-moving_wpanel,TRUE,FALSE
originTRUE,0.04679935564162741,0.002095696234423482,22.331173226782905,2.4007355010666792e-12,fe0215_god2,sir+an,FALSE,31205,3028791,0.19566015939649584,0.19345201319870875,panelpanSIZE3-moving_wpanel,TRUE,FALSE
ln_apl_ma3,0.11168274391049758,0.00179060831520304,62.37139801164929,1.5995153109040781e-18,fe0215_god2,sir+an,FALSE,31205,3028791,0.19566015939649584,0.19345201319870875,panelpanSIZE3-moving_wpanel,TRUE,FALSE
ln_emp_ma3,0.03485637771584858,5.507424991525885e-4,63.289791090175676,1.3043925362327844e-18,fe0215_god2,sir+an,FALSE,31205,3028791,0.19566015939649584,0.19345201319870875,panelpanSIZE3-moving_wpanel,TRUE,FALSE
destinationTRUE,-0.018871529425251082,0.001353513030934975,-13.942628548034792,2.45391372313801e-8,fe0215_god2,sir+an,FALSE,31206,2292587,0.2900182264770699,0.1493592551046744,panelpanSIZE3-moving_wpanel,TRUE,TRUE
originTRUE,0.038853733396050874,0.001966792220734738,19.754874453152055,6.100034985871401e-10,fe0215_god2,sir+an,FALSE,31206,2292587,0.2900182264770699,0.1493592551046744,panelpanSIZE3-moving_wpanel,TRUE,TRUE
ln_apl_ma3,0.09615665065649753,0.0016831469178674814,57.12908934790219,5.837103650099709e-15,fe0215_god2,sir+an,FALSE,31206,2292587,0.2900182264770699,0.1493592551046744,panelpanSIZE3-moving_wpanel,TRUE,TRUE
ln_emp_ma3,0.0329164885597611,5.747326656127096e-4,57.2726948183284,5.67859657369513e-15,fe0215_god2,sir+an,FALSE,31206,2292587,0.2900182264770699,0.1493592551046744,panelpanSIZE3-moving_wpanel,TRUE,TRUE
destinationTRUE,0.060353474306827415,0.0016451924838852298,36.6847495949524,2.5806483258916244e-15,fe0215_mlo_le,sir+an,FALSE,31207,3028791,0.008156570636573157,0.005632444220706745,panelpanSIZE3-moving_wpanel,FALSE,FALSE
originTRUE,0.05818641929526154,0.0018633630735845315,31.226560255553927,2.3991350433393514e-14,fe0215_mlo_le,sir+an,FALSE,31207,3028791,0.008156570636573157,0.005632444220706745,panelpanSIZE3-moving_wpanel,FALSE,FALSE
destinationTRUE,0.039254444546068815,0.0014474961908866118,27.118858614767692,1.9967516763984596e-11,fe0215_mlo_le,sir+an,FALSE,31208,2292587,0.16344798181358788,0.0032438887687723517,panelpanSIZE3-moving_wpanel,FALSE,TRUE
originTRUE,0.04633685612640974,0.001980474554369048,23.39684497545692,9.87290812359298e-11,fe0215_mlo_le,sir+an,FALSE,31208,2292587,0.16344798181358788,0.0032438887687723517,panelpanSIZE3-moving_wpanel,FALSE,TRUE
destinationTRUE,0.019490895465781193,0.0068904618423601075,2.828677657854239,0.013401624848567013,fe0215_mlo_le,sir+an,TRUE,31209,3028791,0.009199862017734484,0.0056791523299533075,panelpanSIZE3-moving_wpanel,FALSE,FALSE
originTRUE,0.006248971311916962,0.006941682643974286,0.9002098817267842,0.3832324773006327,fe0215_mlo_le,sir+an,TRUE,31209,3028791,0.009199862017734484,0.0056791523299533075,panelpanSIZE3-moving_wpanel,FALSE,FALSE
destinationTRUE,0.02629562489736502,0.0034774395226021774,7.561777775415612,1.1114381264201595e-5,fe0215_mlo_le,sir+an,TRUE,31210,2292587,0.21978285751708126,0.011305957531346222,panelpanSIZE3-moving_wpanel,FALSE,TRUE
originTRUE,0.007258056701900864,0.0056107177476583505,1.2936057432099548,0.22230531694510014,fe0215_mlo_le,sir+an,TRUE,31210,2292587,0.21978285751708126,0.011305957531346222,panelpanSIZE3-moving_wpanel,FALSE,TRUE
destinationTRUE,-0.015547531137637419,0.001647576303059603,-9.436607645281827,1.9064607628401016e-7,fe0215_mlo_le,sir+an,FALSE,31211,3028791,0.18832940485531235,0.1862637973919431,panelpanSIZE3-moving_wpanel,TRUE,FALSE
originTRUE,0.04094396093870692,0.0022679434522977263,18.053342951397344,4.288758130239074e-11,fe0215_mlo_le,sir+an,FALSE,31211,3028791,0.18832940485531235,0.1862637973919431,panelpanSIZE3-moving_wpanel,TRUE,FALSE
ln_apl_ma3,0.110703013902904,0.0017958382697460615,61.64420024223999,1.8838722290585076e-18,fe0215_mlo_le,sir+an,FALSE,31211,3028791,0.18832940485531235,0.1862637973919431,panelpanSIZE3-moving_wpanel,TRUE,FALSE
ln_emp_ma3,0.034291016590715075,5.64681741872258e-4,60.72627118599554,2.3224763465143397e-18,fe0215_mlo_le,sir+an,FALSE,31211,3028791,0.18832940485531235,0.1862637973919431,panelpanSIZE3-moving_wpanel,TRUE,FALSE
destinationTRUE,-0.018731193357027054,0.0013166785668063642,-14.226094226216516,1.9878080061431425e-8,fe0215_mlo_le,sir+an,FALSE,31212,2292587,0.28100515333814546,0.1433138743629614,panelpanSIZE3-moving_wpanel,TRUE,TRUE
originTRUE,0.033310240323756124,0.0020360713025448676,16.36005589888819,4.556081640572694e-9,fe0215_mlo_le,sir+an,FALSE,31212,2292587,0.28100515333814546,0.1433138743629614,panelpanSIZE3-moving_wpanel,TRUE,TRUE
