variable,beta,std_error,tval,pval,dep_var,clustering,weighted,model_id,n_obs,r2,r2_proj,sample,controls,naf2_fe
destinationTRUE,0.0610827348658175,0.0016703512366056275,36.56879674597399,2.696440696920517e-15,fe0215_god2,sir+an,FALSE,31401,3025056,0.008535911827295295,0.005759707329466512,panelpanSIZE3-moving_wpanel_pre,FALSE,FALSE
originTRUE,0.06215860219684264,0.0023981694202407865,25.919187223478836,3.122748156330239e-13,fe0215_god2,sir+an,FALSE,31401,3025056,0.008535911827295295,0.005759707329466512,panelpanSIZE3-moving_wpanel_pre,FALSE,FALSE
destinationTRUE,0.04012303901962057,0.0014638194164643774,27.40982840392388,1.7783877371566728e-11,fe0215_god2,sir+an,FALSE,31402,2288890,0.16797375915684454,0.003340124251727361,panelpanSIZE3-moving_wpanel_pre,FALSE,TRUE
originTRUE,0.0502397067482622,0.0025576530962918374,19.64289325284232,6.483329465323923e-10,fe0215_god2,sir+an,FALSE,31402,2288890,0.16797375915684454,0.003340124251727361,panelpanSIZE3-moving_wpanel_pre,FALSE,TRUE
destinationTRUE,0.02150180393144251,0.006803234183627248,3.1605267952099947,0.00694478330829051,fe0215_god2,sir+an,TRUE,31403,3025056,0.011551363423749739,0.007133571901919877,panelpanSIZE3-moving_wpanel_pre,FALSE,FALSE
originTRUE,0.015596692049400262,0.006860172146407128,2.273513217531823,0.039271145203868714,fe0215_god2,sir+an,TRUE,31403,3025056,0.011551363423749739,0.007133571901919877,panelpanSIZE3-moving_wpanel_pre,FALSE,FALSE
destinationTRUE,0.02835507910849354,0.003642750909815135,7.7839742025985865,8.466034939544212e-6,fe0215_god2,sir+an,TRUE,31404,2288890,0.22746577621171182,0.013413951136160174,panelpanSIZE3-moving_wpanel_pre,FALSE,TRUE
originTRUE,0.019912236814555593,0.004487389930928066,4.43737609636197,9.993436926533546e-4,fe0215_god2,sir+an,TRUE,31404,2288890,0.22746577621171182,0.013413951136160174,panelpanSIZE3-moving_wpanel_pre,FALSE,TRUE
destinationTRUE,-0.01567684976656917,0.0017044466069895533,-9.197618571495243,2.605327042886075e-7,fe0215_god2,sir+an,FALSE,31405,3025056,0.19541533322896776,0.19316241091194208,panelpanSIZE3-moving_wpanel_pre,TRUE,FALSE
originTRUE,0.048380194145075495,0.0019279243190886103,25.094446740495663,4.867034719575637e-13,fe0215_god2,sir+an,FALSE,31405,3025056,0.19541533322896776,0.19316241091194208,panelpanSIZE3-moving_wpanel_pre,TRUE,FALSE
ln_apl_ma3,0.11175205667531156,0.0018005176820107916,62.06662549989985,1.7126578579449903e-18,fe0215_god2,sir+an,FALSE,31405,3025056,0.19541533322896776,0.19316241091194208,panelpanSIZE3-moving_wpanel_pre,TRUE,FALSE
