variable,beta,std_error,tval,pval,dep_var,clustering,weighted,model_id,n_obs,r2,r2_proj,sample,controls,naf2_fe
destinationTRUE,0.01285302861636755,0.012881625345685654,0.9977800371808141,0.3207019220096226,ln_lshare_mean_0215,minmax_year,FALSE,30201,661415,0.03665608000588316,7.67056365393648e-4,le5_panelsize0-fixed_wpanel,FALSE,FALSE
originTRUE,0.07919803372567921,0.0036485792872899326,21.706540406445544,2.0462822552052416e-40,ln_lshare_mean_0215,minmax_year,FALSE,30201,661415,0.03665608000588316,7.67056365393648e-4,le5_panelsize0-fixed_wpanel,FALSE,FALSE
destinationTRUE,0.0020308627708427954,0.010501233740280983,0.19339277851256126,0.8470285687095939,ln_lshare_mean_0215,minmax_year,FALSE,30202,661415,0.06595111155993172,6.646032039039351e-4,le5_panelsize0-fixed_wpanel,FALSE,TRUE
originTRUE,0.0735073156985444,0.0039147331026109745,18.77709508459667,3.453019616720649e-35,ln_lshare_mean_0215,minmax_year,FALSE,30202,661415,0.06595111155993172,6.646032039039351e-4,le5_panelsize0-fixed_wpanel,FALSE,TRUE
destinationTRUE,-0.011954158609651709,0.02613952548126014,-0.45732117892583185,0.6483941090929062,ln_lshare_mean_0215,minmax_year,TRUE,30203,661415,0.041659921876037065,1.3021889982045565e-4,le5_panelsize0-fixed_wpanel,FALSE,FALSE
originTRUE,-0.003045602379175693,0.03437861826004428,-0.08859001708964467,0.9295781113076051,ln_lshare_mean_0215,minmax_year,TRUE,30203,661415,0.041659921876037065,1.3021889982045565e-4,le5_panelsize0-fixed_wpanel,FALSE,FALSE
destinationTRUE,0.0097634984082068,0.009031628791176248,1.0810340674924082,0.2821823727595715,ln_lshare_mean_0215,minmax_year,TRUE,30204,661415,0.1593641691284846,0.0016388919550214265,le5_panelsize0-fixed_wpanel,FALSE,TRUE
originTRUE,0.040773025140976984,0.011681747107466448,3.490319107740031,7.090686625448735e-4,ln_lshare_mean_0215,minmax_year,TRUE,30204,661415,0.1593641691284846,0.0016388919550214265,le5_panelsize0-fixed_wpanel,FALSE,TRUE
destinationTRUE,0.019857016762078135,0.012781273974384957,1.5536023092747815,0.12331724341223434,ln_lshare_mean_0215,minmax_year,FALSE,30205,661415,0.3736945877851857,0.35036180986587195,le5_panelsize0-fixed_wpanel,TRUE,FALSE
originTRUE,0.04808342266907094,0.0035261299727622738,13.636316029327672,6.785491718297511e-25,ln_lshare_mean_0215,minmax_year,FALSE,30205,661415,0.3736945877851857,0.35036180986587195,le5_panelsize0-fixed_wpanel,TRUE,FALSE
ln_apl_mean_0215,-0.3906781559766095,0.00818252026501951,-47.74545535154601,1.483228031341216e-72,ln_lshare_mean_0215,minmax_year,FALSE,30205,661415,0.3736945877851857,0.35036180986587195,le5_panelsize0-fixed_wpanel,TRUE,FALSE
ln_emp_mean_0215,0.0256097480066407,0.0048440811417916965,5.286812350374531,6.912830691773731e-7,ln_lshare_mean_0215,minmax_year,FALSE,30205,661415,0.3736945877851857,0.35036180986587195,le5_panelsize0-fixed_wpanel,TRUE,FALSE
destinationTRUE,-0.007262901218142485,0.006514072005910424,-1.1149556240017957,0.2674392850335709,ln_lshare_mean_0215,minmax_year,FALSE,30206,661415,0.4427485561715543,0.4037987736771139,le5_panelsize0-fixed_wpanel,TRUE,TRUE
originTRUE,0.04389074086936814,0.0031525953599338616,13.922097782409006,1.672060003500236e-25,ln_lshare_mean_0215,minmax_year,FALSE,30206,661415,0.4427485561715543,0.4037987736771139,le5_panelsize0-fixed_wpanel,TRUE,TRUE
ln_apl_mean_0215,-0.45020033325622005,0.006396411507140478,-70.38326611001338,1.5014616980679383e-89,ln_lshare_mean_0215,minmax_year,FALSE,30206,661415,0.4427485561715543,0.4037987736771139,le5_panelsize0-fixed_wpanel,TRUE,TRUE
ln_emp_mean_0215,0.01835403509840096,0.0034182591116616035,5.369410129204374,4.837554664551946e-7,ln_lshare_mean_0215,minmax_year,FALSE,30206,661415,0.4427485561715543,0.4037987736771139,le5_panelsize0-fixed_wpanel,TRUE,TRUE
destinationTRUE,1.4771667225782443,0.1733963440466124,8.519018844948382,1.3345879803145654e-13,ln_emp_mean_0215,minmax_year,FALSE,30207,661478,0.14492015468400332,0.027289232691550813,le5_panelsize0-fixed_wpanel,FALSE,FALSE
originTRUE,0.9962678058388601,0.176143250177362,5.656008986070708,1.372396982131017e-7,ln_emp_mean_0215,minmax_year,FALSE,30207,661478,0.14492015468400332,0.027289232691550813,le5_panelsize0-fixed_wpanel,FALSE,FALSE
destinationTRUE,1.3431630858616344,0.1642412556297601,8.177988415343414,7.512369826082731e-13,ln_emp_mean_0215,minmax_year,FALSE,30208,661478,0.21979281084454805,0.023466891014795266,le5_panelsize0-fixed_wpanel,FALSE,TRUE
originTRUE,0.8650174719235304,0.16272357195615506,5.315870721892735,6.098960176667338e-7,ln_emp_mean_0215,minmax_year,FALSE,30208,661478,0.21979281084454805,0.023466891014795266,le5_panelsize0-fixed_wpanel,FALSE,TRUE
destinationTRUE,3.773103024544083,0.1135587483227273,33.226000464721096,3.3916558693278086e-57,ln_emp_mean_0215,minmax_year,TRUE,30209,661478,0.4832962391386114,0.42404573070129015,le5_panelsize0-fixed_wpanel,FALSE,FALSE
