variable,beta,std_error,tval,pval,dep_var,clustering,weighted,model_id,n_obs,r2,r2_proj,sample,controls,naf2_fe
destinationTRUE,0.05676850173590584,0.002925134647250903,19.407141407749542,1.6163304903485132e-11,fe0215_god2,sir+an,FALSE,30601,3007464,0.008190194163998576,0.005139171736090464,le5_panelsize10-moving_wpanel_pre,FALSE,FALSE
originTRUE,0.09011193200545267,0.002074329900489524,43.44146607740024,2.46771591488367e-16,fe0215_god2,sir+an,FALSE,30601,3007464,0.008190194163998576,0.005139171736090464,le5_panelsize10-moving_wpanel_pre,FALSE,FALSE
destinationTRUE,0.03627956719057423,0.0025861124994118034,14.028611361193997,2.3010885197218274e-8,fe0215_god2,sir+an,FALSE,30602,2271619,0.1674139539038243,0.003314884202318402,le5_panelsize10-moving_wpanel_pre,FALSE,TRUE
originTRUE,0.07329058493492452,0.0022448982793532584,32.64761954204851,2.6548527410525054e-12,fe0215_god2,sir+an,FALSE,30602,2271619,0.1674139539038243,0.003314884202318402,le5_panelsize10-moving_wpanel_pre,FALSE,TRUE
destinationTRUE,3.4013296866039315e-4,0.010308573282271789,0.032995154552118114,0.9741442521817086,fe0215_god2,sir+an,TRUE,30603,3007464,0.01423175075331129,0.007795736692269184,le5_panelsize10-moving_wpanel_pre,FALSE,FALSE
originTRUE,0.03276987645747838,0.006537628572724868,5.012502024693638,1.9005937609880836e-4,fe0215_god2,sir+an,TRUE,30603,3007464,0.01423175075331129,0.007795736692269184,le5_panelsize10-moving_wpanel_pre,FALSE,FALSE
destinationTRUE,0.009358401024451792,0.006628714579318626,1.411797251559103,0.1856665067712313,fe0215_god2,sir+an,TRUE,30604,2271619,0.2318674701482708,0.01168873930151193,le5_panelsize10-moving_wpanel_pre,FALSE,TRUE
originTRUE,0.037262575919610616,0.003944648580080828,9.446361358467852,1.3021872553444276e-6,fe0215_god2,sir+an,TRUE,30604,2271619,0.2318674701482708,0.01168873930151193,le5_panelsize10-moving_wpanel_pre,FALSE,TRUE
destinationTRUE,-0.020246096344118857,0.0029303659121398726,-6.909067656105218,7.218963467698678e-6,fe0215_god2,sir+an,FALSE,30605,3007464,0.19313506234285438,0.19065297050770702,le5_panelsize10-moving_wpanel_pre,TRUE,FALSE
originTRUE,0.030300844088425788,0.002247589864062161,13.481482797605178,2.0708543469922723e-9,fe0215_god2,sir+an,FALSE,30605,3007464,0.19313506234285438,0.19065297050770702,le5_panelsize10-moving_wpanel_pre,TRUE,FALSE
ln_apl_ma3,0.11132188936340008,0.0017946799874317477,62.028824159735436,1.72727792434195e-18,fe0215_god2,sir+an,FALSE,30605,3007464,0.19313506234285438,0.19065297050770702,le5_panelsize10-moving_wpanel_pre,TRUE,FALSE
ln_emp_ma3,0.03467933490582749,6.012746183687499e-4,57.6763659173109,4.765226436450128e-18,fe0215_god2,sir+an,FALSE,30605,3007464,0.19313506234285438,0.19065297050770702,le5_panelsize10-moving_wpanel_pre,TRUE,FALSE
destinationTRUE,-0.020523221704813164,0.002608370186258017,-7.868216640773639,7.647088723049503e-6,fe0215_god2,sir+an,FALSE,30606,2271619,0.287509955996348,0.14708128325940606,le5_panelsize10-moving_wpanel_pre,TRUE,TRUE
originTRUE,0.02861178649484499,0.0018408162983728669,15.5429884666577,7.833730402318735e-9,fe0215_god2,sir+an,FALSE,30606,2271619,0.287509955996348,0.14708128325940606,le5_panelsize10-moving_wpanel_pre,TRUE,TRUE
ln_apl_ma3,0.09595719639015783,0.0017549568329763496,54.67781006750893,9.44118727838225e-15,fe0215_god2,sir+an,FALSE,30606,2271619,0.287509955996348,0.14708128325940606,le5_panelsize10-moving_wpanel_pre,TRUE,TRUE
ln_emp_ma3,0.032665776762702214,6.673415111971356e-4,48.94911557967297,3.1750729287624156e-14,fe0215_god2,sir+an,FALSE,30606,2271619,0.287509955996348,0.14708128325940606,le5_panelsize10-moving_wpanel_pre,TRUE,TRUE
destinationTRUE,0.057889549923872276,0.0028727517858279416,20.1512536549301,9.709098055960294e-12,fe0215_mlo_le,sir+an,FALSE,30607,3007464,0.007026767137377488,0.004209723571016788,le5_panelsize10-moving_wpanel_pre,FALSE,FALSE
originTRUE,0.07939390199602546,0.0019457253917697125,40.80426885101892,5.892235084274399e-16,fe0215_mlo_le,sir+an,FALSE,30607,3007464,0.007026767137377488,0.004209723571016788,le5_panelsize10-moving_wpanel_pre,FALSE,FALSE
destinationTRUE,0.03722071613393941,0.0025394816612243076,14.656816271709147,1.4537058107340656e-8,fe0215_mlo_le,sir+an,FALSE,30608,2271619,0.1622140951748996,0.002580590700011265,le5_panelsize10-moving_wpanel_pre,FALSE,TRUE
originTRUE,0.06319272017160223,0.00198126359508739,31.895160405859528,3.4226256138271804e-12,fe0215_mlo_le,sir+an,FALSE,30608,2271619,0.1622140951748996,0.002580590700011265,le5_panelsize10-moving_wpanel_pre,FALSE,TRUE
destinationTRUE,0.0025098354970644523,0.010031126068643596,0.25020476065094766,0.8060632888617735,fe0215_mlo_le,sir+an,TRUE,30609,3007464,0.009928040795830095,0.004791382561660673,le5_panelsize10-moving_wpanel_pre,FALSE,FALSE
originTRUE,0.02448578515264486,0.006592234382719342,3.7143377694262605,0.0023107955186480876,fe0215_mlo_le,sir+an,TRUE,30609,3007464,0.009928040795830095,0.004791382561660673,le5_panelsize10-moving_wpanel_pre,FALSE,FALSE
destinationTRUE,0.010615964517391507,0.006217150557197295,1.7075289426764675,0.11575576745651886,fe0215_mlo_le,sir+an,TRUE,30610,2271619,0.22170302884433202,0.00840537504317651,le5_panelsize10-moving_wpanel_pre,FALSE,TRUE
originTRUE,0.029910285271032126,0.003782740891136635,7.90704045870948,7.298753731995265e-6,fe0215_mlo_le,sir+an,TRUE,30610,2271619,0.22170302884433202,0.00840537504317651,le5_panelsize10-moving_wpanel_pre,FALSE,TRUE
destinationTRUE,-0.018304559640703814,0.0028909177012087952,-6.331747054940384,1.854052651017424e-5,fe0215_mlo_le,sir+an,FALSE,30611,3007464,0.18613091640853285,0.18382198743651856,le5_panelsize10-moving_wpanel_pre,TRUE,FALSE
originTRUE,0.020259976784690173,0.002370376604959525,8.54715522516563,6.287921155264657e-7,fe0215_mlo_le,sir+an,FALSE,30611,3007464,0.18613091640853285,0.18382198743651856,le5_panelsize10-moving_wpanel_pre,TRUE,FALSE
ln_apl_ma3,0.11041679847404615,0.0017942069523403657,61.54072601826581,1.9285492413631063e-18,fe0215_mlo_le,sir+an,FALSE,30611,3007464,0.18613091640853285,0.18382198743651856,le5_panelsize10-moving_wpanel_pre,TRUE,FALSE
ln_emp_ma3,0.0342844866100569,6.034840927860608e-4,56.81092015495921,5.8835815531597955e-18,fe0215_mlo_le,sir+an,FALSE,30611,3007464,0.18613091640853285,0.18382198743651856,le5_panelsize10-moving_wpanel_pre,TRUE,FALSE
destinationTRUE,-0.01896494265774496,0.0025781358936840665,-7.356067887734466,1.4372243541842122e-5,fe0215_mlo_le,sir+an,FALSE,30612,2271619,0.2788069072947965,0.14138924470515324,le5_panelsize10-moving_wpanel_pre,TRUE,TRUE
originTRUE,0.01905571225922393,0.001841650465643353,10.347084104565466,5.25167929774233e-7,fe0215_mlo_le,sir+an,FALSE,30612,2271619,0.2788069072947965,0.14138924470515324,le5_panelsize10-moving_wpanel_pre,TRUE,TRUE
