coefficient,beta,std_error,tval,pval,dep_var,model_id,n_obs,n_trated,n_ind,r2,ar2,wr2,war2_adj,sample,description
d_treated_{h=1},0.0024717638280733777,0.0033694553006556513,0.7335796464171539,0.46321355064540737,tfp_cd_ma3,80314,127802,4071,26094,0.0020114963874575675,0.0019334010205215302,6.016775306982858e-6,-1.8084548205621331e-6,le5_panelsize10,LE-event def: concentrated
d_treated_{h=1},0.004582094074500946,0.0021252517246461654,2.1560241647439775,0.031093640543773025,tfp_tl_ma3,80315,127802,4071,26094,0.005912384238760615,0.0058345941271126245,4.760641093548568e-5,3.978150625838506e-5,le5_panelsize10,LE-event def: concentrated
d_treated_{h=2},0.022935154212505995,0.006781395739203195,3.382069870943831,7.206569787179776e-4,prod_res_ma3,80316,130635,4071,24654,0.04169284591583111,0.041626819011434946,1.1772071639526427e-4,1.1006611521413578e-4,le5_panelsize10,LE-event def: concentrated
d_treated_{h=2},0.011487020417330468,0.003944698428943456,2.912014853416092,0.0035953359216257014,tfp_cd_ma3,80317,108001,4071,24654,0.0017721580115047653,0.0016889654252902897,1.1144765644688359e-4,1.0218865752709139e-4,le5_panelsize10,LE-event def: concentrated
d_treated_{h=2},0.011846692243224335,0.0025017848622771346,4.735296156697275,2.2035305910260707e-6,tfp_tl_ma3,80318,108001,4071,24654,0.005433311235814364,0.0053504237711285985,2.807306955600053e-4,2.714732642065121e-4,le5_panelsize10,LE-event def: concentrated
d_treated_{h=3},0.030535381584843146,0.007910777101022802,3.859972439483241,1.137503096070398e-4,prod_res_ma3,80319,108932,4071,22815,0.029865527905842182,0.029794275041187812,1.9074424900500375e-4,1.8156520274525967e-4,le5_panelsize10,LE-event def: concentrated
d_treated_{h=3},0.018310982195634033,0.004759776278983099,3.8470258101177137,1.1999769673045078e-4,tfp_cd_ma3,80320,90169,4071,22815,0.001565780062693034,0.0014771878515185133,2.434220467165682e-4,2.323333535272365e-4,le5_panelsize10,LE-event def: concentrated
d_treated_{h=3},0.015787414234714886,0.0031185112610844284,5.06248427951002,4.181584005541337e-7,tfp_tl_ma3,80321,90169,4071,22815,0.0036225514005553405,0.0035341416890557475,4.4033517223451835e-4,4.2924866308613474e-4,le5_panelsize10,LE-event def: concentrated
d_treated_{h=4},0.0357014192524572,0.0091999754192179,3.880599417459336,1.0454821321830962e-4,prod_res_ma3,80322,90502,4071,21627,0.008647682101908694,0.008570997833059035,2.2536916313342648e-4,2.143211971816772e-4,le5_panelsize10,LE-event def: concentrated
d_treated_{h=4},0.022701983062605187,0.005594598797723793,4.057839334581359,4.976579724279745e-5,tfp_cd_ma3,80323,74985,4071,21627,0.0010183560842202954,9.250891956090745e-4,3.4410758397040997e-4,3.307747500025382e-4,le5_panelsize10,LE-event def: concentrated
d_treated_{h=4},0.015717590216191887,0.004173115277383175,3.766392532067285,1.662210958116144e-4,tfp_tl_ma3,80324,74985,4071,21627,0.0015126777942676695,0.0014194570565021492,4.064027008751081e-4,3.93070697763509e-4,le5_panelsize10,LE-event def: concentrated
d_treated_{h=5},0.02935823716173263,0.011074553795489243,2.6509634341828274,0.008033326907852226,prod_res_ma3,80325,74063,4071,20488,0.003826224399690492,0.0037455146306832887,1.1838683585829735e-4,1.0488513966677715e-4,le5_panelsize10,LE-event def: concentrated
d_treated_{h=5},0.02478607817031383,0.006611680838960315,3.7488316169555804,1.7833880565003827e-4,tfp_cd_ma3,80326,61264,4071,20488,7.474610837280293e-4,6.495863064209795e-4,3.664325496987031e-4,3.5011386665106947e-4,le5_panelsize10,LE-event def: concentrated
d_treated_{h=5},0.015819174027793922,0.005390047628639324,2.934885759402343,0.003341850450242466,tfp_tl_ma3,80327,61264,4071,20488,6.666856898356333e-4,5.68803000741136e-4,3.637182293364516e-4,3.4739950197837377e-4,le5_panelsize10,LE-event def: concentrated
d_treated_{h=6},0.039887008692344905,0.015665589051383887,2.5461544128033484,0.010901181209562037,prod_res_ma3,80328,59062,4071,19403,0.003914465529076372,0.0038301315465453234,1.4245482326002978e-4,1.255241549930064e-4,le5_panelsize10,LE-event def: concentrated
d_treated_{h=6},0.03522100985899791,0.008623935730535402,4.0840992975270325,4.451509142818146e-5,tfp_cd_ma3,80329,48789,4071,19403,7.831741966235484e-4,6.807597463228676e-4,5.457708384482007e-4,5.252830818699428e-4,le5_panelsize10,LE-event def: concentrated
d_treated_{h=6},0.018322948420897236,0.00724605161345531,2.5286803625402086,0.011461036761138098,tfp_tl_ma3,80330,48789,4071,19403,5.605359608495952e-4,4.580986913048646e-4,3.5623408343232743e-4,3.357424415505461e-4,le5_panelsize10,LE-event def: concentrated
d_treated_{h=-4},0.044802283323987765,0.003364227117230986,13.317258842162667,2.2702285775290674e-40,prod_res_ma3,80401,217060,8125,38078,0.036560518390909125,0.03652056927626057,9.353355879033742e-4,9.307326638563485e-4,le5_panelsize20,LE-event def: first
d_treated_{h=-4},0.007580856726677656,0.0016581941726124532,4.571754533869916,4.854789922247086e-6,tfp_cd_ma3,80402,182081,8125,38078,0.0018559295848655788,0.0018065900599892881,1.1320496799194224e-4,1.0771322688518659e-4,le5_panelsize20,LE-event def: first
d_treated_{h=-4},0.007285971143494353,0.0011823141566525202,6.162466297555875,7.24801810833144e-10,tfp_tl_ma3,80403,182081,8125,38078,0.0056753400040564506,0.005626189277471938,2.4061464639701935e-4,2.3512360507060848e-4,le5_panelsize20,LE-event def: first
d_treated_{h=-3},0.030295030318757504,0.0020955047469493034,14.457151845092161,2.9509057875746035e-47,prod_res_ma3,80404,253464,8125,41456,0.029366828065600314,0.02932853168828642,9.681159585460675e-4,9.641742735628789e-4,le5_panelsize20,LE-event def: first
d_treated_{h=-3},0.004156069518300462,9.863137827842397e-4,4.21373967478017,2.5180648484002604e-5,tfp_cd_ma3,80405,213158,8125,41456,0.0019350540148693751,0.0018882288216466314,8.747249766072329e-5,8.27813102290964e-5,le5_panelsize20,LE-event def: first
d_treated_{h=-3},0.004460364719831055,6.649590299422294e-4,6.707728625353902,2.0068642411720674e-11,tfp_tl_ma3,80406,213158,8125,41456,0.004439189388494191,0.004392481679232008,2.1937041821695757e-4,2.1467984959733233e-4,le5_panelsize20,LE-event def: first
d_treated_{h=-1},-0.03250307411217685,0.0022687768012283824,-14.326254611991242,1.9161598799337088e-46,prod_res_ma3,80407,285402,8125,47055,0.027411356133547393,0.02737386892277427,0.001092499946746539,0.0010889997978272836,le5_panelsize20,LE-event def: first
d_treated_{h=-1},-0.005658542644531931,9.742934678160908e-4,-5.807842125038292,6.380497771487549e-9,tfp_cd_ma3,80408,238816,8125,47055,0.0018212963259260917,0.001775317340061422,1.6366723866456656e-4,1.5948038947954934e-4,le5_panelsize20,LE-event def: first
d_treated_{h=-1},-0.005207794905932112,7.170530324467894e-4,-7.26277509511623,3.8676430459386e-13,tfp_tl_ma3,80409,238816,8125,47055,0.004150295536359039,0.004104423830905701,2.9094649995997646e-4,2.86760183761281e-4,le5_panelsize20,LE-event def: first
d_treated_{h=0},-0.03709618838090039,0.003754063761077894,-9.881608502634773,5.2910445050041635e-23,prod_res_ma3,80410,285402,8125,47055,0.029844473479751277,0.029807080050437973,5.460879128681428e-4,5.425858493336433e-4,le5_panelsize20,LE-event def: first
d_treated_{h=0},-0.006389096286434586,0.0017123204095880818,-3.7312504427670494,1.908217345987906e-4,tfp_cd_ma3,80411,236994,8125,47055,0.001486837493576476,0.001440489480699636,7.879016564193986e-5,7.457076834660459e-5,le5_panelsize20,LE-event def: first
d_treated_{h=0},-0.004597229100030296,0.0013189017812942558,-3.485649322210312,4.915232966624974e-4,tfp_tl_ma3,80412,236994,8125,47055,0.004926825718354233,0.0048806373795053926,8.71699727070796e-5,8.295061077234767e-5,le5_panelsize20,LE-event def: first
d_treated_{h=1},-0.0026638627162167273,0.004762171010213739,-0.5593798942758181,0.5759055945001326,prod_res_ma3,80413,240795,8125,44271,0.033034215592375404,0.03299405653760401,1.920278277833809e-6,-2.232813620883789e-6,le5_panelsize20,LE-event def: first
d_treated_{h=1},0.0017480506856393276,0.0023702281532475035,0.7375031316054041,0.46082158592882816,tfp_cd_ma3,80414,199623,8125,44271,0.0013856874567458322,0.0013356596872458049,3.691433090424745e-6,-1.3182672711220533e-6,le5_panelsize20,LE-event def: first
d_treated_{h=1},0.003633862942846046,0.0015172101069636634,2.395095396588388,0.01662147839601491,tfp_tl_ma3,80415,199623,8125,44271,0.004664643408272884,0.00461477990524739,3.565378334091651e-5,3.064424310172953e-5,le5_panelsize20,LE-event def: first
d_treated_{h=2},0.024283930124274135,0.005433376115487812,4.469399800071434,7.867627352358216e-6,prod_res_ma3,80416,200723,8125,41456,0.03234091050951382,0.032297520535743196,1.4799584653468756e-4,1.4301434556485138e-4,le5_panelsize20,LE-event def: first
d_treated_{h=2},0.01084264666820046,0.002888849797602226,3.7532746344929264,1.7486286378232658e-4,tfp_cd_ma3,80417,166632,8125,41456,0.001037498538985493,9.83540103045688e-4,1.2061229293214293e-4,1.1461140836876993e-4,le5_panelsize20,LE-event def: first
d_treated_{h=2},0.010657243618980771,0.001805981179082002,5.901082327113704,3.6493366595117857e-9,tfp_tl_ma3,80418,166632,8125,41456,0.004283802459885022,0.004230019371350036,2.7078584747564083e-4,2.64785864195205e-4,le5_panelsize20,LE-event def: first
d_treated_{h=3},0.03156181479018195,0.0062669422690929955,5.0362383176620265,4.772931827596237e-7,prod_res_ma3,80419,165846,8125,38078,0.02362527516458901,0.023578174711742617,2.3065849981618314e-4,2.246298732642149e-4,le5_panelsize20,LE-event def: first
d_treated_{h=3},0.01792412902285978,0.003433608991286421,5.220200980468777,1.8002881917833925e-7,tfp_cd_ma3,80420,137704,8125,38078,8.415887024652013e-4,7.835381756459148e-4,2.8859396058722453e-4,2.8133362865045974e-4,le5_panelsize20,LE-event def: first
d_treated_{h=3},0.015100066182178993,0.0022068962843326215,6.842218317815212,7.961322152606356e-12,tfp_tl_ma3,80421,137704,8125,38078,0.003079622591080744,0.003021702092738221,4.880707628670544e-4,4.808118796161276e-4,le5_panelsize20,LE-event def: first
d_treated_{h=4},0.03246679479250835,0.007175451297905583,4.524704223410305,6.070953230048558e-6,prod_res_ma3,80422,136760,8125,35804,0.007151326595332019,0.007100505103040611,2.1620992733251132e-4,2.088990010566949e-4,le5_panelsize20,LE-event def: first
d_treated_{h=4},0.02294692052393054,0.0040452762141790204,5.672522544566853,1.4224435595492025e-8,tfp_cd_ma3,80423,113549,8125,35804,7.205918033397207e-4,6.589844909381526e-4,4.4211375313496504e-4,4.333102558410351e-4,le5_panelsize20,LE-event def: first
d_treated_{h=4},0.017246566228392286,0.0028356380046897535,6.082076132379679,1.2033582404488914e-9,tfp_tl_ma3,80424,113549,8125,35804,0.001573951953462216,0.0015123972521973172,6.012552336345234e-4,5.92453137961857e-4,le5_panelsize20,LE-event def: first
d_treated_{h=5},0.03483947938781967,0.00837212806327146,4.161364843505026,3.172978412616355e-5,prod_res_ma3,80425,111241,8125,33609,0.003054433565546577,0.003000657980755883,2.0346684591865394e-4,1.9447861810018008e-4,le5_panelsize20,LE-event def: first
d_treated_{h=5},0.029315270210584592,0.004698290526731269,6.2395609730375785,4.463990198605155e-10,tfp_cd_ma3,80426,92216,8125,33609,8.764089647593787e-4,8.113964220984871e-4,6.626214911986672e-4,6.517837489120604e-4,le5_panelsize20,LE-event def: first
d_treated_{h=5},0.022493218843021114,0.003508931532647827,6.4102757872986516,1.480541325623306e-10,tfp_tl_ma3,80427,92216,8125,33609,0.0011811934924971235,0.0011162007820345599,9.346221586500336e-4,9.237873661911422e-4,le5_panelsize20,LE-event def: first
d_treated_{h=6},0.04767467631895382,0.011381289942734208,4.188864053093493,2.8134100727014642e-5,prod_res_ma3,80428,88282,8125,31716,0.00278413901935215,0.002727656177980653,2.7707631229967333e-4,2.657513437500647e-4,le5_panelsize20,LE-event def: first
d_treated_{h=6},0.04294116356512416,0.0058546403762494365,7.334551877741953,2.3088310946099594e-13,tfp_cd_ma3,80429,73127,8125,31716,0.0013371330553954008,0.0012688446794880681,0.0011429000850664561,0.0011292397535622722,le5_panelsize20,LE-event def: first
d_treated_{h=6},0.02955537998550398,0.004404511939086661,6.710250850547749,1.994495024644633e-11,tfp_tl_ma3,80430,73127,8125,31716,0.00134986085944655,0.0012815733538640295,0.0012892146044933828,0.0012755562739810156,le5_panelsize20,LE-event def: first
d_treated_{h=-4},0.047367261048674114,0.0036562429733021117,12.955173218670062,2.679964215867723e-38,prod_res_ma3,80501,211773,6323,36157,0.036711412281722144,0.036670472186948966,9.39878182899867e-4,9.351603609866199e-4,le5_panelsize20,LE-event def: concentrated
d_treated_{h=-4},0.009241348404193477,0.0018151478764829245,5.091237206579413,3.5786699280504675e-7,tfp_cd_ma3,80502,177489,6323,36157,0.0018800112409947944,0.001829396351915813,1.4953367710224263e-4,1.4390005021491792e-4,le5_panelsize20,LE-event def: concentrated
d_treated_{h=-4},0.009163891609322268,0.0013082072132093057,7.0049236212674035,2.522885783385844e-12,tfp_tl_ma3,80503,177489,6323,36157,0.005562504686246306,0.005512076537238175,3.3797761404141813e-4,3.32345048935756e-4,le5_panelsize20,LE-event def: concentrated
d_treated_{h=-3},0.03142853484564909,0.002325505091036533,13.514713412921683,1.586282115713384e-41,prod_res_ma3,80504,247634,6323,39475,0.02942574172064938,0.029386546078149278,8.994484248622259e-4,8.954136601126983e-4,le5_panelsize20,LE-event def: concentrated
d_treated_{h=-3},0.005470401309343333,0.001117186759877768,4.89658623410633,9.797269180959353e-7,tfp_cd_ma3,80505,208061,6323,39475,0.0019477206462850116,0.0018997488952947617,1.2944563782468776e-4,1.2463972311971272e-4,le5_panelsize20,LE-event def: concentrated
d_treated_{h=-3},0.005614697953860319,7.495117282592229e-4,7.491140888349706,6.996955956827445e-14,tfp_tl_ma3,80506,208061,6323,39475,0.0044147517694886895,0.004366898597259361,2.971666585923627e-4,2.923615500446397e-4,le5_panelsize20,LE-event def: concentrated
d_treated_{h=-1},-0.03130624895691413,0.002568290862486779,-12.189526277643441,4.040659194523641e-34,prod_res_ma3,80507,280705,6323,44961,0.027309240111558664,0.02727112160358458,8.412487355019538e-4,8.376891214351145e-4,le5_panelsize20,LE-event def: concentrated
d_treated_{h=-1},-0.006615102644744002,0.0011183089965445183,-5.915272670777146,3.3437728780882288e-9,tfp_cd_ma3,80508,234709,6323,44961,0.0018352490579435221,0.0017884661324678586,1.835467512453226e-4,1.7928672042577531e-4,le5_panelsize20,LE-event def: concentrated
d_treated_{h=-1},-0.006112142184872059,8.198147033137965e-4,-7.455516667566456,9.156865678792968e-14,tfp_tl_ma3,80509,234709,6323,44961,0.0041068543630895515,0.004060177905350404,3.293347632500332e-4,3.250753536059303e-4,le5_panelsize20,LE-event def: concentrated
d_treated_{h=0},-0.030946283564943725,0.004195657062226537,-7.375789561914591,1.6640271294759945e-13,prod_res_ma3,80510,280705,6323,44961,0.029731382126886197,0.029693358539562675,3.163593421404709e-4,3.127978580967916e-4,le5_panelsize20,LE-event def: concentrated
d_treated_{h=0},-0.008259702495028127,0.0019460688269298245,-4.244301322096031,2.1984064864529016e-5,tfp_cd_ma3,80511,232919,6323,44961,0.0015002032880979677,0.0014530449898766395,1.0817911262861468e-4,1.0388601787025831e-4,le5_panelsize20,LE-event def: concentrated
d_treated_{h=0},-0.005577984637691236,0.0015253587944243324,-3.6568344825365218,2.5572377587745356e-4,tfp_tl_ma3,80512,232919,6323,44961,0.004824675271035583,0.004777673984805442,1.0552954749942778e-4,1.0123644136494914e-4,le5_panelsize20,LE-event def: concentrated
d_treated_{h=1},0.010425729447222346,0.005266699130756883,1.9795566802624727,0.04776042705216493,prod_res_ma3,80513,237474,6323,42233,0.03309091191524971,0.033050193610162815,2.424433059178277e-5,2.0033250315409923e-5,le5_panelsize20,LE-event def: concentrated
d_treated_{h=1},-8.851970085587822e-4,0.0026792916488196,-0.3303847152842686,0.741111428560841,tfp_cd_ma3,80514,196761,6323,42233,0.0013605569826439234,0.0013098002129861008,7.712131210313444e-7,-4.311375081167412e-6,le5_panelsize20,LE-event def: concentrated
d_treated_{h=1},0.0026636678095649786,0.0017087756696627665,1.5588165590458483,0.11904958532005447,tfp_tl_ma3,80515,196761,6323,42233,0.004497998458024344,0.00444740115171971,1.5611613026766946e-5,1.0529100252232304e-5,le5_panelsize20,LE-event def: concentrated
d_treated_{h=2},0.04207759047028698,0.005969463375100833,7.048806203551962,1.8379293380847226e-12,prod_res_ma3,80516,198398,6323,39475,0.032571237700908307,0.03252734966906823,3.6558904029238004e-4,3.605502556331963e-4,le5_panelsize20,LE-event def: concentrated
d_treated_{h=2},0.007598295066864715,0.003227721558820622,2.354073896523174,0.018575462095334144,tfp_cd_ma3,80517,164648,6323,39475,9.47853019899414e-4,8.932394475600347e-4,4.8337670200182536e-5,4.226403190077388e-5,le5_panelsize20,LE-event def: concentrated
d_treated_{h=2},0.009657658487674406,0.0020463317265576987,4.719497998460073,2.375149746607013e-6,tfp_tl_ma3,80518,164648,6323,39475,0.0040692351558725415,0.004014792215095819,1.8126905013882144e-4,1.7519621925554674e-4,le5_panelsize20,LE-event def: concentrated
d_treated_{h=3},0.050791378753899906,0.0069228029473524305,7.336822836091941,2.2398930718561682e-13,prod_res_ma3,80519,164191,6323,36157,0.0238390280756402,0.02379146325260595,4.858171860827598e-4,4.797293434276595e-4,le5_panelsize20,LE-event def: concentrated
d_treated_{h=3},0.014831483804778833,0.003892179009018385,3.8105862475527204,1.3895096029527672e-4,tfp_cd_ma3,80520,136308,6323,36157,6.602964635413766e-4,6.016407314501926e-4,1.5940753292320586e-4,1.5207189148436218e-4,le5_panelsize20,LE-event def: concentrated
d_treated_{h=3},0.013080817634787918,0.0025540941630994504,5.121509544861123,3.052216588453832e-7,tfp_tl_ma3,80521,136308,6323,36157,0.002816123270955373,0.0027575940740146576,2.952179336982441e-4,2.8788328867468405e-4,le5_panelsize20,LE-event def: concentrated
d_treated_{h=4},0.053037598054557954,0.007984656935724269,6.642439178227141,3.139308725574757e-11,prod_res_ma3,80522,135548,6323,33915,0.00753364197250872,0.007482385778719514,4.6184609600108395e-4,4.544716076293476e-4,le5_panelsize20,LE-event def: concentrated
d_treated_{h=4},0.017778439696576914,0.004513669377384278,3.938799723713862,8.211748703414389e-5,tfp_cd_ma3,80523,112525,6323,33915,4.5652988133837447e-4,3.9434546217664845e-4,2.107419426495838e-4,2.0185626974622561e-4,le5_panelsize20,LE-event def: concentrated
d_treated_{h=4},0.014440046362637838,0.0032794020129925903,4.403255930632517,1.0709046393255703e-5,tfp_tl_ma3,80524,112525,6323,33915,0.001321409294282594,0.0012592786817090529,3.3446824445237944e-4,3.255836711723026e-4,le5_panelsize20,LE-event def: concentrated
d_treated_{h=5},0.05068961954147896,0.009318922034073853,5.439429512999103,5.391474482083443e-8,prod_res_ma3,80525,110328,6323,31762,0.0032618322489420537,0.0032076229052404592,3.3579386198845373e-4,3.2673244842140736e-4,le5_panelsize20,LE-event def: concentrated
d_treated_{h=5},0.023320445058057478,0.005345121098920122,4.36294045101596,1.2889887891158955e-5,tfp_cd_ma3,80526,91446,6323,31762,5.343120408176638e-4,4.6872958554411426e-4,3.2469814099322925e-4,3.1376543939043433e-4,le5_panelsize20,LE-event def: concentrated
d_treated_{h=5},0.018444506577960464,0.00421470614219667,4.376225994334053,1.2129729971831864e-5,tfp_tl_ma3,80527,91446,6323,31762,7.483362214897316e-4,6.827678099511347e-4,4.860551461047802e-4,4.7512420914297415e-4,le5_panelsize20,LE-event def: concentrated
d_treated_{h=6},0.05981207856849187,0.01301935059128518,4.594090784261432,4.368850805708778e-6,prod_res_ma3,80528,87553,6323,29896,0.0028418401588052866,0.002784890282747865,3.1535141456418003e-4,3.039325806968307e-4,le5_panelsize20,LE-event def: concentrated
d_treated_{h=6},0.03385557713617241,0.006865894939111846,4.930978035115679,8.249005348634918e-7,tfp_cd_ma3,80529,72508,6323,29896,7.2128921478809e-4,6.523753427029044e-4,5.077841030902697e-4,4.939983838563311e-4,le5_panelsize20,LE-event def: concentrated
d_treated_{h=6},0.023639570061428635,0.005596296966117999,4.224145038147747,2.4093569858938318e-5,tfp_tl_ma3,80530,72508,6323,29896,6.675651134102623e-4,5.986475363167765e-4,0.00058842278686355165,5.746381798565903e-4,le5_panelsize20,LE-event def: concentrated
d_treated_{h=-4},0.046868869153286745,0.0037204419825341184,12.597661614753303,2.8244651601934314e-36,prod_res_ma3,80601,141647,6328,24718,0.03733097523050688,0.03726980462379448,0.0011813895864284385,0.0011743376253560145,le5_panelsize40,LE-event def: first
d_treated_{h=-4},0.008038944249763242,0.0018997419628197663,4.231597978617646,2.3303874949896352e-5,tfp_cd_ma3,80602,119224,6328,24718,0.0020876975830868005,0.002012360703846583,1.4818803338823017e-4,1.3980099988564199e-4,le5_panelsize40,LE-event def: first
d_treated_{h=-4},0.007959402982585339,0.0013640167040423923,5.835267969224201,5.450754246962491e-9,tfp_tl_ma3,80603,119224,6328,24718,0.0068365658020568265,0.006761587436195593,3.438063354656018e-4,3.354209428635402e-4,le5_panelsize40,LE-event def: first
d_treated_{h=-3},0.03277534868402527,0.002278812830294368,14.382641807309591,9.985590512502598e-47,prod_res_ma3,80604,164132,6328,26641,0.03002359035907176,0.029964489061270694,0.0012875892065455918,0.0012815039864286781,le5_panelsize40,LE-event def: first
d_treated_{h=-3},0.004849645492002507,0.0011008070632564783,4.405536314107555,1.0601120077017374e-5,tfp_cd_ma3,80605,138398,6328,26641,0.0023394060891062107,0.0022673140144235937,1.3987329248255076e-4,1.3264819094327418e-4,le5_panelsize40,LE-event def: first
d_treated_{h=-3},0.004830399753351678,7.627955777175834e-4,6.332495749129893,2.458013299917783e-10,tfp_tl_ma3,80606,138398,6328,26641,0.0054727085057862945,0.005400842847054332,3.131050705434957e-4,3.0588122079655555e-4,le5_panelsize40,LE-event def: first
d_treated_{h=-1},-0.03502550170622966,0.0025321029251217163,-13.832574244408335,2.270133679001629e-43,prod_res_ma3,80607,182280,6328,29492,0.027794824269768426,0.02773615101427085,0.0014525053084164519,0.00144702685089948,le5_panelsize40,LE-event def: first
d_treated_{h=-1},-0.005912752979292376,0.0011077799142014133,-5.337479858131221,9.513492901501718e-8,tfp_cd_ma3,80608,152795,6328,29492,0.0022892626524581017,0.0022174299347420545,2.14230961232742e-4,2.0768713260621574e-4,le5_panelsize40,LE-event def: first
d_treated_{h=-1},-0.005501405896745566,7.968012725030877e-4,-6.904363844027681,5.1734036409013956e-12,tfp_tl_ma3,80609,152795,6328,29492,0.005094155436967007,0.0050225246646284916,4.062684767492941e-4,3.997259050527724e-4,le5_panelsize40,LE-event def: first
d_treated_{h=0},-0.04113387876930017,0.004245840401160282,-9.68804167911241,3.6796074423143254e-22,prod_res_ma3,80610,182280,6328,29492,0.030989427121257185,0.0309309466622536,7.741676682114784e-4,7.686854890449624e-4,le5_panelsize40,LE-event def: first
d_treated_{h=0},-0.00696833121296823,0.0020274039907395803,-3.437070877238552,5.890848148291414e-4,tfp_cd_ma3,80611,151612,6328,29492,0.0018598440457610055,0.0017874196281126853,1.1060005850127563e-4,1.0400448198444323e-4,le5_panelsize40,LE-event def: first
d_treated_{h=0},-0.005840208132906158,0.0015525932004737159,-3.761582963988401,1.692612569036283e-4,tfp_tl_ma3,80612,151612,6328,29492,0.005628767639227927,0.005556616692288796,1.7292062337370684e-4,1.663254579423734e-4,le5_panelsize40,LE-event def: first
d_treated_{h=1},-0.008555645775529598,0.005343678759565106,-1.6010778642363406,0.10937196994081284,prod_res_ma3,80613,154109,6328,28125,0.03340655458218256,0.03334382869051511,2.307059561656999e-5,1.658136844040481e-5,le5_panelsize40,LE-event def: first
d_treated_{h=1},0.0014763365772490352,0.0027575333991040826,0.5353830266312256,0.5923905773875604,tfp_cd_ma3,80614,128069,6328,28125,0.0015584699934149127,0.001480502078094692,3.1209123233510994e-6,-4.6880248698588645e-6,le5_panelsize40,LE-event def: first
d_treated_{h=1},0.001253550920401536,0.0017317622124132274,0.7238585710071018,0.4691604639595559,tfp_tl_ma3,80615,128069,6328,28125,0.005211598289400432,0.005133915645464837,5.274226820506378e-6,-2.5346935574876994e-6,le5_panelsize40,LE-event def: first
d_treated_{h=2},0.02161057431088641,0.0061093566396658045,3.5372913361411746,4.050347074664354e-4,prod_res_ma3,80616,128643,6328,26641,0.03200410095597972,0.031936373676888063,1.3840117512187167e-4,1.3062819619091837e-4,le5_panelsize40,LE-event def: first
d_treated_{h=2},0.010583171157043967,0.0033191521659124163,3.1885164126347645,0.0014322841888485696,tfp_cd_ma3,80617,107197,6328,26641,0.0011214475256215994,0.0010375762821660528,1.3764766329171785e-4,1.2831945789060217e-4,le5_panelsize40,LE-event def: first
d_treated_{h=2},0.008472013597566684,0.0020521204834133026,4.128419196652207,3.667689590887822e-5,tfp_tl_ma3,80618,107197,6328,26641,0.0043651253543098845,0.004281526467580954,2.136884261647598e-4,2.0436093018505463e-4,le5_panelsize40,LE-event def: first
d_treated_{h=3},0.0282750420837462,0.00705334722685349,4.0087409813170005,6.125107911985486e-5,prod_res_ma3,80619,106373,6328,24718,0.022838687208797226,0.022765191566452736,2.192308373553109e-4,2.0983122123363618e-4,le5_panelsize40,LE-event def: first
d_treated_{h=3},0.018033304613322212,0.003965005333695751,4.548116104679614,5.448251834646148e-6,tfp_cd_ma3,80620,88697,6328,24718,9.750007629529822e-4,8.848848510607521e-4,3.455789155847322e-4,3.343073295630772e-4,le5_panelsize40,LE-event def: first
d_treated_{h=3},0.012359512005030432,0.0025228058074630026,4.899113506266846,9.710900102420383e-7,tfp_tl_ma3,80621,88697,6328,24718,0.002940144736096939,0.0028502060877779734,4.0291066315656376e-4,3.9163972357814103e-4,le5_panelsize40,LE-event def: first
d_treated_{h=4},0.029552406760695787,0.008059519963751099,3.666770092215439,2.4626975642265435e-4,prod_res_ma3,80622,87757,6328,23521,0.0062284235227682005,0.00614914739386252,2.1036359035597751e-4,1.9896984642264748e-4,le5_panelsize40,LE-event def: first
d_treated_{h=4},0.022918015453343658,0.004648695387663585,4.929988640288638,8.30224533100005e-7,tfp_cd_ma3,80623,73171,6328,23521,9.082406730397397e-4,8.126507940668937e-4,5.192316854440993e-4,5.055706714299779e-4,le5_panelsize40,LE-event def: first
d_treated_{h=4},0.013597267935723006,0.00330701511340321,4.111643723856532,3.947285449727043e-5,tfp_tl_ma3,80624,73171,6328,23521,0.0012864548650548535,0.001190901172396841,4.5882901745364357e-4,4.451671778491484e-4,le5_panelsize40,LE-event def: first
d_treated_{h=5},0.026683014780200638,0.009434036181367697,2.828377405727977,0.00468350194070512,prod_res_ma3,80625,71274,6328,22348,0.0035755166290346585,0.0034916272145760763,1.3751120964056174e-4,1.2348139936668723e-4,le5_panelsize40,LE-event def: first
d_treated_{h=5},0.027062595219321906,0.005354467248586993,5.054208749986012,4.371542870204508e-7,tfp_cd_ma3,80626,59284,6328,22348,0.0010108097394552207,9.096923559580583e-4,6.635469421579776e-4,6.466881866026286e-4,le5_panelsize40,LE-event def: first
d_treated_{h=5},0.015871461567756942,0.004115994770078525,3.8560451250170433,1.1570693145629455e-4,tfp_tl_ma3,80627,59284,6328,22348,7.908034882848636e-4,6.896638358214746e-4,5.673184820373933e-4,5.504581031127165e-4,le5_panelsize40,LE-event def: first
d_treated_{h=6},0.03705480975787189,0.012614615089083254,2.9374506868576034,0.0033139570823047994,prod_res_ma3,80628,56438,6328,21214,0.0037479355810141612,0.0036596654448840527,1.8799604102937018e-4,1.7027893010013173e-4,le5_panelsize40,LE-event def: first
d_treated_{h=6},0.037864916549680334,0.006719036327521004,5.6354683475346885,1.781541032519829e-8,tfp_cd_ma3,80629,46846,6328,21214,0.0013732639135849434,0.0012666641339003082,0.0010512760331157223,0.001029949202971281,le5_panelsize40,LE-event def: first
