distance,treatment_path,mean_treated,mean_control,beta,std_error,tval,pval,interaction_group,dep_var,model_id,n_obs,n_treated,n_ind,r2,ar2,wr2,war2_adj,sample,description
-5,TRUE,5.368204902149806e-4,8.062546817869623e-4,1.263443772214743e-5,1.589724466496016e-5,0.7947564492100677,0.4267686410975676,none,hhi_comp_sirzecs1_ma3_dlag4,22001,115835,13768,25397,0.963781639549593,0.9585504365517715,3.886640684093168e-4,1.3188498690741568e-4,panelpanSIZE2-acco_isin,NA
-4,TRUE,4.904734510925216e-4,7.373618588418871e-4,6.129230855749005e-6,1.22236488410202e-5,0.5014239966695127,0.6160806274072128,none,hhi_comp_sirzecs1_ma3_dlag4,22001,115835,13768,25397,0.963781639549593,0.9585504365517715,3.886640684093168e-4,1.3188498690741568e-4,panelpanSIZE2-acco_isin,NA
-3,TRUE,4.735785727923167e-4,6.981898093312575e-4,3.5065734319208064e-8,3.803647364677986e-7,0.0921897614506562,0.9265485896546056,none,hhi_comp_sirzecs1_ma3_dlag4,22001,115835,13768,25397,0.963781639549593,0.9585504365517715,3.886640684093168e-4,1.3188498690741568e-4,panelpanSIZE2-acco_isin,NA
-2,TRUE,4.7512710943295444e-4,6.95988442942304e-4,0,NA,NA,NA,none,hhi_comp_sirzecs1_ma3_dlag4,22001,115835,13768,25397,0.963781639549593,0.9585504365517715,3.886640684093168e-4,1.3188498690741568e-4,panelpanSIZE2-acco_isin,NA
-1,TRUE,4.7388919370170546e-4,6.924313133609608e-4,-8.516052500516383e-8,2.590004267697007e-7,-0.3288045740592053,0.7423083162368574,none,hhi_comp_sirzecs1_ma3_dlag4,22001,115835,13768,25397,0.963781639549593,0.9585504365517715,3.886640684093168e-4,1.3188498690741568e-4,panelpanSIZE2-acco_isin,NA
0,TRUE,5.275710765020532e-4,6.924313133609608e-4,5.996881985574393e-7,4.3151390322863765e-6,0.13897308848463558,0.8894734108498827,none,hhi_comp_sirzecs1_ma3_dlag4,22001,115835,13768,25397,0.963781639549593,0.9585504365517715,3.886640684093168e-4,1.3188498690741568e-4,panelpanSIZE2-acco_isin,NA
1,TRUE,6.518766162698839e-4,6.336030001396652e-4,7.892262252519878e-5,7.278410718667485e-5,1.0843386774365456,0.2782333069876613,none,hhi_comp_sirzecs1_ma3_dlag4,22001,115835,13768,25397,0.963781639549593,0.9585504365517715,3.886640684093168e-4,1.3188498690741568e-4,panelpanSIZE2-acco_isin,NA
2,TRUE,3.9942769017282573e-4,6.638572878664636e-4,6.358485794456413e-5,1.0753566772504432e-4,0.5912908646007845,0.554335081648849,none,hhi_comp_sirzecs1_ma3_dlag4,22001,115835,13768,25397,0.963781639549593,0.9585504365517715,3.886640684093168e-4,1.3188498690741568e-4,panelpanSIZE2-acco_isin,NA
3,TRUE,4.084671128017708e-4,7.035540054641443e-4,6.295404386625687e-5,1.1291094209045606e-4,0.5575548543012124,0.5771572926866508,none,hhi_comp_sirzecs1_ma3_dlag4,22001,115835,13768,25397,0.963781639549593,0.9585504365517715,3.886640684093168e-4,1.3188498690741568e-4,panelpanSIZE2-acco_isin,NA
4,TRUE,4.4972998028651034e-4,7.054407146906282e-4,1.0145456108810048e-4,1.1295369504216088e-4,0.8981960355544965,0.36909646996694023,none,hhi_comp_sirzecs1_ma3_dlag4,22001,115835,13768,25397,0.963781639549593,0.9585504365517715,3.886640684093168e-4,1.3188498690741568e-4,panelpanSIZE2-acco_isin,NA
