distance,treatment_path,mean_treated,mean_control,beta,std_error,tval,pval,interaction_group,dep_var,model_id,n_obs,n_treated,n_ind,r2,ar2,wr2,war2_adj,sample,description
-5,TRUE,6.086851532617271e-4,8.920698587869714e-4,2.0304978822242274e-5,2.0799270558334917e-5,0.9762351408090817,0.3289618546345059,none,hhi_comp_sirzecs1_ma3_dlag4,22201,152681,15996,31675,0.9918864053425448,0.9907802531050427,1.927111919833857e-4,-7.586098134115815e-7,panelpanSIZE2-election,NA
-4,TRUE,5.48865508156068e-4,0.0011669447238043802,8.692828049607988e-6,1.403972476569021e-5,0.6191594347241919,0.5358196356177387,none,hhi_comp_sirzecs1_ma3_dlag4,22201,152681,15996,31675,0.9918864053425448,0.9907802531050427,1.927111919833857e-4,-7.586098134115815e-7,panelpanSIZE2-election,NA
-3,TRUE,4.863715522262622e-4,0.0014109034249658872,-3.130255265133418e-6,1.2803450987804258e-6,-2.444852772986828,0.01450121632300813,none,hhi_comp_sirzecs1_ma3_dlag4,22201,152681,15996,31675,0.9918864053425448,0.9907802531050427,1.927111919833857e-4,-7.586098134115815e-7,panelpanSIZE2-election,NA
-2,TRUE,4.869139791407779e-4,0.0014070541693628569,0,NA,NA,NA,none,hhi_comp_sirzecs1_ma3_dlag4,22201,152681,15996,31675,0.9918864053425448,0.9907802531050427,1.927111919833857e-4,-7.586098134115815e-7,panelpanSIZE2-election,NA
-1,TRUE,4.868984781356985e-4,0.0013983868422291676,1.5949792794746178e-6,1.1424041818200574e-6,1.396160224950793,0.16268449570649057,none,hhi_comp_sirzecs1_ma3_dlag4,22201,152681,15996,31675,0.9918864053425448,0.9907802531050427,1.927111919833857e-4,-7.586098134115815e-7,panelpanSIZE2-election,NA
0,TRUE,5.32869626168048e-4,0.0013983868422291676,9.108575788170701e-6,8.523286647676518e-6,1.0686694188155381,0.28523384188052964,none,hhi_comp_sirzecs1_ma3_dlag4,22201,152681,15996,31675,0.9918864053425448,0.9907802531050427,1.927111919833857e-4,-7.586098134115815e-7,panelpanSIZE2-election,NA
1,TRUE,5.421217816666279e-4,0.0013790746576949728,5.638004133649916e-5,8.869021332357348e-5,0.6356963099277334,0.5249829456480845,none,hhi_comp_sirzecs1_ma3_dlag4,22201,152681,15996,31675,0.9918864053425448,0.9907802531050427,1.927111919833857e-4,-7.586098134115815e-7,panelpanSIZE2-election,NA
2,TRUE,3.731546740085199e-4,0.0014212357279719365,3.64349863737342e-5,1.1899246608795353e-4,0.30619574139091466,0.7594593671714245,none,hhi_comp_sirzecs1_ma3_dlag4,22201,152681,15996,31675,0.9918864053425448,0.9907802531050427,1.927111919833857e-4,-7.586098134115815e-7,panelpanSIZE2-election,NA
3,TRUE,3.8524778177453207e-4,0.0014482410561938374,2.0635298737297542e-5,1.225155837528743e-4,0.16842999155863245,0.8662470205238332,none,hhi_comp_sirzecs1_ma3_dlag4,22201,152681,15996,31675,0.9918864053425448,0.9907802531050427,1.927111919833857e-4,-7.586098134115815e-7,panelpanSIZE2-election,NA
4,TRUE,4.521349602994248e-4,0.001497297623999923,2.5465360210113047e-5,1.2384483584644652e-4,0.20562310924039814,0.8370877886540941,none,hhi_comp_sirzecs1_ma3_dlag4,22201,152681,15996,31675,0.9918864053425448,0.9907802531050427,1.927111919833857e-4,-7.586098134115815e-7,panelpanSIZE2-election,NA
