variable,beta,std_error,tval,pval,dep_var,errors,reg_id,n_siren,n_obs,r2,ar2,wr2,war2_adj,sample,formula
prod_res_mean_0215,0.0661388517885089,0.008605481298875204,7.685665623043501,1.4497833328651767e-11,fe0215_le,~minmax_year,12,13397,13397,0.20876550083813938,0.20299440929601587,0.1365345597656169,0.1363397784797531,le5_panelsize20-acco-exp(ln_emp_mean_0215),fe0215_le~extwage_agreement_ind_07+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
extwage_agreement_ind_07,0.04212085314735185,0.015609051687243511,2.698488927535239,0.008258290469914073,fe0215_le,~minmax_year,12,13397,13397,0.33118949752829185,0.3225929615068046,0.03040365530971545,0.030330345439407602,le5_panelsize20-acco-exp(ln_emp_mean_0215),fe0215_le~extwage_agreement_ind_07 | minmax_year+naf2d_num_main
wage_agreement_ind_07_alt,0.11194090622581541,0.0055202643187434895,20.278178681722103,7.637729446806195e-37,fe0215_god2,~minmax_year,12,32983,32983,0.059170388501874505,0.056337857055889784,0.046250244009933494,0.046221239668602476,le5_panelsize20-acco_alt-one,fe0215_god2~wage_agreement_ind_07_alt | minmax_year
wage_agreement_ind_07_alt,0.013657842887866145,0.0017446544159034876,7.828394416319571,5.883208814592663e-12,fe0215_god2,~minmax_year,12,32983,32983,0.15466174056287818,0.15209091683124043,0.14305295155048503,0.1430008289880832,le5_panelsize20-acco_alt-one,fe0215_god2~wage_agreement_ind_07_alt+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,0.03487881659311726,0.0011120874037839875,31.36337708208782,6.683629789745467e-53,fe0215_god2,~minmax_year,12,32983,32983,0.15466174056287818,0.15209091683124043,0.14305295155048503,0.1430008289880832,le5_panelsize20-acco_alt-one,fe0215_god2~wage_agreement_ind_07_alt+ln_emp_mean_0215 | minmax_year
wage_agreement_ind_07_alt,0.016423664835511685,0.0018112688099928282,9.067491663800425,1.2776170416550608e-14,fe0215_god2,~minmax_year,12,32983,32983,0.24736344327605964,0.24505158255925907,0.23702770028503495,0.23695808814126973,le5_panelsize20-acco_alt-one,fe0215_god2~wage_agreement_ind_07_alt+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
ln_emp_mean_0215,0.03175950581203219,0.001564133783972527,20.30485252442449,6.881223715704422e-37,fe0215_god2,~minmax_year,12,32983,32983,0.24736344327605964,0.24505158255925907,0.23702770028503495,0.23695808814126973,le5_panelsize20-acco_alt-one,fe0215_god2~wage_agreement_ind_07_alt+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
prod_res_mean_0215,0.08583079951590526,0.0104906142762009,8.181675281934803,1.0375836464924283e-12,fe0215_god2,~minmax_year,12,32983,32983,0.24736344327605964,0.24505158255925907,0.23702770028503495,0.23695808814126973,le5_panelsize20-acco_alt-one,fe0215_god2~wage_agreement_ind_07_alt+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
wage_agreement_ind_07_alt,0.08249556175529982,0.0021900382464434026,37.668548432554395,4.191167761656076e-60,fe0215_god2,~minmax_year,12,32983,32983,0.2285091631302687,0.22439385552968938,0.027971801601766155,0.02794217291891199,le5_panelsize20-acco_alt-one,fe0215_god2~wage_agreement_ind_07_alt | minmax_year+naf2d_num_main
wage_agreement_fail_07_alt,0.09838487253504288,0.006501253268361029,15.133216392882627,2.1729167050888915e-27,fe0215_god2,~minmax_year,12,32983,32983,0.025848051409612105,0.02291519726277491,0.01247030077434863,0.012440269156210881,le5_panelsize20-acco_alt-one,fe0215_god2~wage_agreement_fail_07_alt | minmax_year
wage_agreement_fail_07_alt,0.0016109504371969452,0.00218595217356039,0.7369559392386406,0.4629098171968107,fe0215_god2,~minmax_year,12,32983,32983,0.15416840118675634,0.15159607712248635,0.14255283728553614,0.14250068430440876,le5_panelsize20-acco_alt-one,fe0215_god2~wage_agreement_fail_07_alt+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,0.03613239859813216,9.848869764932753e-4,36.686847791188015,4.704991773968517e-59,fe0215_god2,~minmax_year,12,32983,32983,0.15416840118675634,0.15159607712248635,0.14255283728553614,0.14250068430440876,le5_panelsize20-acco_alt-one,fe0215_god2~wage_agreement_fail_07_alt+ln_emp_mean_0215 | minmax_year
wage_agreement_fail_07_alt,0.0018288518316092583,0.0021997604432072043,0.8313868163493434,0.4077762724493005,fe0215_god2,~minmax_year,12,32983,32983,0.24664974510654913,0.24433569213540351,0.2363042011022899,0.2362345229478331,le5_panelsize20-acco_alt-one,fe0215_god2~wage_agreement_fail_07_alt+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
ln_emp_mean_0215,0.033274088812309074,0.0013990561099268945,23.78324112679638,1.715799104979355e-42,fe0215_god2,~minmax_year,12,32983,32983,0.24664974510654913,0.24433569213540351,0.2363042011022899,0.2362345229478331,le5_panelsize20-acco_alt-one,fe0215_god2~wage_agreement_fail_07_alt+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
prod_res_mean_0215,0.08571934076644336,0.010467535289761272,8.18906632684477,1.0004507518303278e-12,fe0215_god2,~minmax_year,12,32983,32983,0.24664974510654913,0.24433569213540351,0.2363042011022899,0.2362345229478331,le5_panelsize20-acco_alt-one,fe0215_god2~wage_agreement_fail_07_alt+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
wage_agreement_fail_07_alt,0.06459348510002712,0.002724017748392955,23.712578648995333,2.2006232861873616e-42,fe0215_god2,~minmax_year,12,32983,32983,0.21144259682957278,0.2072362522825303,0.006469039804336663,0.006438755689355258,le5_panelsize20-acco_alt-one,fe0215_god2~wage_agreement_fail_07_alt | minmax_year+naf2d_num_main
wage_agreement_share_07_alt,0.11644783730211007,0.005555073721392471,20.962428788959528,5.401785712940635e-38,fe0215_god2,~minmax_year,12,32983,32983,0.05670499399601492,0.05386504005037751,0.04375099294507945,0.04372191259939762,le5_panelsize20-acco_alt-one,fe0215_god2~wage_agreement_share_07_alt | minmax_year
wage_agreement_share_07_alt,0.014600683547648569,0.0017988872980059614,8.116508223629795,1.4304500054173688e-12,fe0215_god2,~minmax_year,12,32983,32983,0.1546728644554789,0.1521020745535736,0.14306422820432751,0.1430121063278117,le5_panelsize20-acco_alt-one,fe0215_god2~wage_agreement_share_07_alt+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,0.03492160508230835,0.0011095015313327204,31.475040003199386,4.867164742392819e-53,fe0215_god2,~minmax_year,12,32983,32983,0.1546728644554789,0.1521020745535736,0.14306422820432751,0.1430121063278117,le5_panelsize20-acco_alt-one,fe0215_god2~wage_agreement_share_07_alt+ln_emp_mean_0215 | minmax_year
wage_agreement_share_07_alt,0.017751225615509316,0.0018795554370170684,9.444374593005483,1.9456587431468466e-15,fe0215_god2,~minmax_year,12,32983,32983,0.2473957836466043,0.2450840222691617,0.23706048477665664,0.23699087562408616,le5_panelsize20-acco_alt-one,fe0215_god2~wage_agreement_share_07_alt+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
ln_emp_mean_0215,0.031793834449915195,0.001558864513736333,20.39550850619518,4.830430019186375e-37,fe0215_god2,~minmax_year,12,32983,32983,0.2473957836466043,0.2450840222691617,0.23706048477665664,0.23699087562408616,le5_panelsize20-acco_alt-one,fe0215_god2~wage_agreement_share_07_alt+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
prod_res_mean_0215,0.08584213372707657,0.01048984830103048,8.183353206227375,1.0290350383028034e-12,fe0215_god2,~minmax_year,12,32983,32983,0.2473957836466043,0.2450840222691617,0.23706048477665664,0.23699087562408616,le5_panelsize20-acco_alt-one,fe0215_god2~wage_agreement_share_07_alt+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
wage_agreement_share_07_alt,0.08576751006041755,0.0021826169998954903,39.295721633490594,8.572479176539422e-62,fe0215_god2,~minmax_year,12,32983,32983,0.22739182299179084,0.22327055524477235,0.026564025812478298,0.02653435421878836,le5_panelsize20-acco_alt-one,fe0215_god2~wage_agreement_share_07_alt | minmax_year+naf2d_num_main
extwage_agreement_ind_07_alt,0.09612145365204801,0.00445523830064651,21.574929816458887,5.2834800890628363e-39,fe0215_god2,~minmax_year,12,32983,32983,0.06595178118697087,0.06313966630504131,0.05312476362500451,0.05309596834366237,le5_panelsize20-acco_alt-one,fe0215_god2~extwage_agreement_ind_07_alt | minmax_year
extwage_agreement_ind_07_alt,0.013912042640732356,0.0019279089534018211,7.216130521197264,1.1443400906237988e-10,fe0215_god2,~minmax_year,12,32983,32983,0.15493262904595928,0.15236262913429321,0.14332756006777836,0.14327545420804155,le5_panelsize20-acco_alt-one,fe0215_god2~extwage_agreement_ind_07_alt+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,0.03442918503271488,0.0011893918442569917,28.946881718549747,8.092191196856871e-50,fe0215_god2,~minmax_year,12,32983,32983,0.15493262904595928,0.15236262913429321,0.14332756006777836,0.14327545420804155,le5_panelsize20-acco_alt-one,fe0215_god2~extwage_agreement_ind_07_alt+ln_emp_mean_0215 | minmax_year
extwage_agreement_ind_07_alt,0.011286779757032094,0.001762865020876114,6.402520682736535,5.297406845494583e-9,fe0215_god2,~minmax_year,12,32983,32983,0.2471507075009297,0.2448381933273217,0.23681204307023118,0.23674241125031115,le5_panelsize20-acco_alt-one,fe0215_god2~extwage_agreement_ind_07_alt+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
ln_emp_mean_0215,0.031912458901880804,0.0016466880634098103,19.379783949972538,2.694144999387638e-35,fe0215_god2,~minmax_year,12,32983,32983,0.2471507075009297,0.2448381933273217,0.23681204307023118,0.23674241125031115,le5_panelsize20-acco_alt-one,fe0215_god2~extwage_agreement_ind_07_alt+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
prod_res_mean_0215,0.08560989902999777,0.01048500661848638,8.164982831680506,1.1265755983390188e-12,fe0215_god2,~minmax_year,12,32983,32983,0.2471507075009297,0.2448381933273217,0.23681204307023118,0.23674241125031115,le5_panelsize20-acco_alt-one,fe0215_god2~extwage_agreement_ind_07_alt+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
extwage_agreement_ind_07_alt,0.0696977737916652,0.0013875306741886828,50.23151926527238,9.480906891077092e-72,fe0215_god2,~minmax_year,12,32983,32983,0.23108837088284584,0.22698682136306336,0.03122143535659405,0.031191905726800306,le5_panelsize20-acco_alt-one,fe0215_god2~extwage_agreement_ind_07_alt | minmax_year+naf2d_num_main
wage_agreement_ind_07_alt,0.10500616276746146,0.005039417041425995,20.836966241188097,8.743412747401136e-38,fe0215_mlo_le,~minmax_year,12,32983,32983,0.05351293152195835,0.05066336731615817,0.040399375229043466,0.040370192957815965,le5_panelsize20-acco_alt-one,fe0215_mlo_le~wage_agreement_ind_07_alt | minmax_year
wage_agreement_ind_07_alt,0.008612450381266734,0.0018234945442829518,4.723046969495259,7.754797774006736e-6,fe0215_mlo_le,~minmax_year,12,32983,32983,0.14468470275790857,0.1420835370829432,0.13283432923235028,0.13278158513705385,le5_panelsize20-acco_alt-one,fe0215_mlo_le~wage_agreement_ind_07_alt+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,0.034208321361403886,9.618340311265198e-4,35.56572158435525,7.981934993504658e-58,fe0215_mlo_le,~minmax_year,12,32983,32983,0.14468470275790857,0.1420835370829432,0.13283432923235028,0.13278158513705385,le5_panelsize20-acco_alt-one,fe0215_mlo_le~wage_agreement_ind_07_alt+ln_emp_mean_0215 | minmax_year
wage_agreement_ind_07_alt,0.011368967058326879,0.00177395954856454,6.408808513997101,5.1457807230532795e-9,fe0215_mlo_le,~minmax_year,12,32983,32983,0.23607852234837645,0.23373199793479982,0.2254944080649559,0.22542374364550988,le5_panelsize20-acco_alt-one,fe0215_mlo_le~wage_agreement_ind_07_alt+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
ln_emp_mean_0215,0.031099505120967992,0.0013639716476308537,22.800697635457585,5.727461713043462e-41,fe0215_mlo_le,~minmax_year,12,32983,32983,0.23607852234837645,0.23373199793479982,0.2254944080649559,0.22542374364550988,le5_panelsize20-acco_alt-one,fe0215_mlo_le~wage_agreement_ind_07_alt+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
prod_res_mean_0215,0.08554203226003161,0.010267324540122339,8.331482259643499,4.952121339654743e-13,fe0215_mlo_le,~minmax_year,12,32983,32983,0.23607852234837645,0.23373199793479982,0.2254944080649559,0.22542374364550988,le5_panelsize20-acco_alt-one,fe0215_mlo_le~wage_agreement_ind_07_alt+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
wage_agreement_ind_07_alt,0.07743092150682307,0.0022542701396447576,34.34855483603448,1.8844983827683232e-56,fe0215_mlo_le,~minmax_year,12,32983,32983,0.21477049993236508,0.2105819071774092,0.024126442200062104,0.024096696305655363,le5_panelsize20-acco_alt-one,fe0215_mlo_le~wage_agreement_ind_07_alt | minmax_year+naf2d_num_main
wage_agreement_fail_07_alt,0.09082657070731756,0.005776070920442015,15.724628723978176,1.502023541391373e-28,fe0215_mlo_le,~minmax_year,12,32983,32983,0.02407152290051473,0.02113332020511438,0.010550056576751898,0.010519966562354655,le5_panelsize20-acco_alt-one,fe0215_mlo_le~wage_agreement_fail_07_alt | minmax_year
wage_agreement_fail_07_alt,-0.0032754948491955233,0.0019339320050669974,-1.6936970072440836,0.09349911550764022,fe0215_mlo_le,~minmax_year,12,32983,32983,0.1445011848882093,0.1418994611028198,0.13264826872684,0.132595513314683,le5_panelsize20-acco_alt-one,fe0215_mlo_le~wage_agreement_fail_07_alt+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,0.035134809749239014,8.818953748696238e-4,39.84011114065908,2.4081446540526665e-62,fe0215_mlo_le,~minmax_year,12,32983,32983,0.1445011848882093,0.1418994611028198,0.13264826872684,0.132595513314683,le5_panelsize20-acco_alt-one,fe0215_mlo_le~wage_agreement_fail_07_alt+ln_emp_mean_0215 | minmax_year
wage_agreement_fail_07_alt,-0.003058242891844598,0.0017953845703082534,-1.7033915420803252,0.09166416133176422,fe0215_mlo_le,~minmax_year,12,32983,32983,0.23574802097395475,0.23340048136501246,0.225159327601688,0.22508863261013679,le5_panelsize20-acco_alt-one,fe0215_mlo_le~wage_agreement_fail_07_alt+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
ln_emp_mean_0215,0.03228501891903261,0.0012611513246292435,25.599639225311716,3.4064995923888935e-45,fe0215_mlo_le,~minmax_year,12,32983,32983,0.23574802097395475,0.23340048136501246,0.225159327601688,0.22508863261013679,le5_panelsize20-acco_alt-one,fe0215_mlo_le~wage_agreement_fail_07_alt+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
prod_res_mean_0215,0.08546386136980741,0.010252021719504602,8.336293436367905,4.835709794120017e-13,fe0215_mlo_le,~minmax_year,12,32983,32983,0.23574802097395475,0.23340048136501246,0.225159327601688,0.22508863261013679,le5_panelsize20-acco_alt-one,fe0215_mlo_le~wage_agreement_fail_07_alt+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
wage_agreement_fail_07_alt,0.05924206522712298,0.0023773179892470787,24.919705943875666,3.3648202258424506e-44,fe0215_mlo_le,~minmax_year,12,32983,32983,0.1996441130817057,0.19537483273876965,0.0053275548030149444,0.005297235894087038,le5_panelsize20-acco_alt-one,fe0215_mlo_le~wage_agreement_fail_07_alt | minmax_year+naf2d_num_main
wage_agreement_share_07_alt,0.10950045638231311,0.005154104902546397,21.245290589295955,1.8362806809309664e-38,fe0215_mlo_le,~minmax_year,12,32983,32983,0.05154387698481744,0.048688384597307066,0.03840303948714385,0.03837379650564854,le5_panelsize20-acco_alt-one,fe0215_mlo_le~wage_agreement_share_07_alt | minmax_year
wage_agreement_share_07_alt,0.009805797655020793,0.0019313992290160718,5.077043372341118,1.8262280143253716e-6,fe0215_mlo_le,~minmax_year,12,32983,32983,0.14471599369074628,0.1421149231770632,0.13286605370033389,0.13281331153463238,le5_panelsize20-acco_alt-one,fe0215_mlo_le~wage_agreement_share_07_alt+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,0.03418355224028534,9.588223055784392e-4,35.651603056588314,6.408407740763714e-58,fe0215_mlo_le,~minmax_year,12,32983,32983,0.14471599369074628,0.1421149231770632,0.13286605370033389,0.13281331153463238,le5_panelsize20-acco_alt-one,fe0215_mlo_le~wage_agreement_share_07_alt+ln_emp_mean_0215 | minmax_year
wage_agreement_share_07_alt,0.012945781077108054,0.001918439906284916,6.748077453297836,1.0581231222194376e-9,fe0215_mlo_le,~minmax_year,12,32983,32983,0.2361331159286334,0.23378675920921466,0.22554975803799593,0.2254790986685763,le5_panelsize20-acco_alt-one,fe0215_mlo_le~wage_agreement_share_07_alt+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
ln_emp_mean_0215,0.031066263938061674,0.0013612432695832022,22.82197799043945,5.302584987451889e-41,fe0215_mlo_le,~minmax_year,12,32983,32983,0.2361331159286334,0.23378675920921466,0.22554975803799593,0.2254790986685763,le5_panelsize20-acco_alt-one,fe0215_mlo_le~wage_agreement_share_07_alt+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
prod_res_mean_0215,0.08555444460471547,0.010267123155737322,8.332854618278072,4.918633881587512e-13,fe0215_mlo_le,~minmax_year,12,32983,32983,0.2361331159286334,0.23378675920921466,0.22554975803799593,0.2254790986685763,le5_panelsize20-acco_alt-one,fe0215_mlo_le~wage_agreement_share_07_alt+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
wage_agreement_share_07_alt,0.08076401331506755,0.0023439026000037157,34.45706887092472,1.416161139935453e-56,fe0215_mlo_le,~minmax_year,12,32983,32983,0.21391367369365477,0.20972051043265527,0.023061589096715296,0.02303181074420202,le5_panelsize20-acco_alt-one,fe0215_mlo_le~wage_agreement_share_07_alt | minmax_year+naf2d_num_main
extwage_agreement_ind_07_alt,0.09175570482567764,0.004071908692035394,22.533831616890314,1.5120879807729234e-40,fe0215_mlo_le,~minmax_year,12,32983,32983,0.06106312976189254,0.05823629674320285,0.04805418128977046,0.04802523180770646,le5_panelsize20-acco_alt-one,fe0215_mlo_le~extwage_agreement_ind_07_alt | minmax_year
extwage_agreement_ind_07_alt,0.011602781587410252,0.001891767720871808,6.133301387584302,1.818179604893641e-8,fe0215_mlo_le,~minmax_year,12,32983,32983,0.14501850432788455,0.14241835380275802,0.13317275561530506,0.133120032104303,le5_panelsize20-acco_alt-one,fe0215_mlo_le~extwage_agreement_ind_07_alt+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,0.03356793086260474,0.0010618793037370385,31.611813832768163,3.304544735699385e-53,fe0215_mlo_le,~minmax_year,12,32983,32983,0.14501850432788455,0.14241835380275802,0.13317275561530506,0.133120032104303,le5_panelsize20-acco_alt-one,fe0215_mlo_le~extwage_agreement_ind_07_alt+ln_emp_mean_0215 | minmax_year
extwage_agreement_ind_07_alt,0.008984636037696836,0.0016568210702150282,5.42281613821508,4.224349558189652e-7,fe0215_mlo_le,~minmax_year,12,32983,32983,0.23605475224835892,0.2337081548205765,0.22547030863075612,0.2253996420125235,le5_panelsize20-acco_alt-one,fe0215_mlo_le~extwage_agreement_ind_07_alt+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
ln_emp_mean_0215,0.0310580278124373,0.001479527097235019,20.991861433615778,4.826025036952899e-38,fe0215_mlo_le,~minmax_year,12,32983,32983,0.23605475224835892,0.2337081548205765,0.22547030863075612,0.2253996420125235,le5_panelsize20-acco_alt-one,fe0215_mlo_le~extwage_agreement_ind_07_alt+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
prod_res_mean_0215,0.085377802561579,0.01026725632736442,8.315542131156208,5.358131550069814e-13,fe0215_mlo_le,~minmax_year,12,32983,32983,0.23605475224835892,0.2337081548205765,0.22547030863075612,0.2253996420125235,le5_panelsize20-acco_alt-one,fe0215_mlo_le~extwage_agreement_ind_07_alt+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
extwage_agreement_ind_07_alt,0.0669967467362943,0.0012905742826074338,51.91235222891338,4.2290235335245064e-73,fe0215_mlo_le,~minmax_year,12,32983,32983,0.21808373772111178,0.2139128185301219,0.028244093343406718,0.028214472960358727,le5_panelsize20-acco_alt-one,fe0215_mlo_le~extwage_agreement_ind_07_alt | minmax_year+naf2d_num_main
wage_agreement_ind_07_alt,0.10896402061490411,0.005097516922372683,21.37590169375757,1.1192427405475935e-38,fe0215_mlo,~minmax_year,12,32983,32983,0.05698490177818738,0.05414579054369051,0.043938422494557594,0.043909347848767766,le5_panelsize20-acco_alt-one,fe0215_mlo~wage_agreement_ind_07_alt | minmax_year
wage_agreement_ind_07_alt,0.011538351462022173,0.0016869262745474688,6.839867062428336,6.865317890291376e-10,fe0215_mlo,~minmax_year,12,32983,32983,0.15105498784907267,0.14847319534207515,0.1393099547792387,0.13925760455448222,le5_panelsize20-acco_alt-one,fe0215_mlo~wage_agreement_ind_07_alt+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,0.0345745434710419,0.0010454249080079693,33.07224001092801,5.755156434691781e-55,fe0215_mlo,~minmax_year,12,32983,32983,0.15105498784907267,0.14847319534207515,0.1393099547792387,0.13925760455448222,le5_panelsize20-acco_alt-one,fe0215_mlo~wage_agreement_ind_07_alt+ln_emp_mean_0215 | minmax_year
wage_agreement_ind_07_alt,0.014301040318829094,0.0017340258854497827,8.2473049790255,7.505900365228158e-13,fe0215_mlo,~minmax_year,12,32983,32983,0.24378093941778034,0.2414580743857313,0.23331875665275814,0.23324880611201904,le5_panelsize20-acco_alt-one,fe0215_mlo~wage_agreement_ind_07_alt+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
ln_emp_mean_0215,0.03145876620882246,0.0014887421355964628,21.131104881517,2.83541415374256e-38,fe0215_mlo,~minmax_year,12,32983,32983,0.24378093941778034,0.2414580743857313,0.23331875665275814,0.23324880611201904,le5_panelsize20-acco_alt-one,fe0215_mlo~wage_agreement_ind_07_alt+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
prod_res_mean_0215,0.08573357138744153,0.010432955019710873,8.217573182810238,8.692185431569864e-13,fe0215_mlo,~minmax_year,12,32983,32983,0.24378093941778034,0.2414580743857313,0.23331875665275814,0.23324880611201904,le5_panelsize20-acco_alt-one,fe0215_mlo~wage_agreement_ind_07_alt+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
wage_agreement_ind_07_alt,0.08011968121491629,0.0019382968736257583,41.33509283593139,7.962320644106971e-64,fe0215_mlo,~minmax_year,12,32983,32983,0.22480380890871443,0.2206687361059292,0.02636762736265963,0.0263379497824896,le5_panelsize20-acco_alt-one,fe0215_mlo~wage_agreement_ind_07_alt | minmax_year+naf2d_num_main
wage_agreement_fail_07_alt,0.09502820840233699,0.005900140117843048,16.10609350021285,2.743576086798711e-29,fe0215_mlo,~minmax_year,12,32983,32983,0.025151419411324483,0.022216467932497097,0.011664528442867805,0.01163447232050796,le5_panelsize20-acco_alt-one,fe0215_mlo~wage_agreement_fail_07_alt | minmax_year
wage_agreement_fail_07_alt,-5.739770912643882e-4,0.0020800434511843535,-0.27594476016237646,0.7831715511022356,fe0215_mlo,~minmax_year,12,32983,32983,0.15070021856167337,0.14811734713828573,0.1389502773093858,0.13889790520776846,le5_panelsize20-acco_alt-one,fe0215_mlo~wage_agreement_fail_07_alt+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,0.03569490827926527,9.245862465710792e-4,38.60635869465224,4.376464762763821e-61,fe0215_mlo,~minmax_year,12,32983,32983,0.15070021856167337,0.14811734713828573,0.1389502773093858,0.13889790520776846,le5_panelsize20-acco_alt-one,fe0215_mlo~wage_agreement_fail_07_alt+ln_emp_mean_0215 | minmax_year
wage_agreement_fail_07_alt,-3.562873992395187e-4,0.0020740077070510138,-0.17178692153758482,0.8639592847776503,fe0215_mlo,~minmax_year,12,32983,32983,0.24323562056878312,0.24091108049024068,0.2327658933953206,0.23269589241238775,le5_panelsize20-acco_alt-one,fe0215_mlo~wage_agreement_fail_07_alt+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
ln_emp_mean_0215,0.032839375488088345,0.001333255724394498,24.630965303376023,9.023483076956324e-44,fe0215_mlo,~minmax_year,12,32983,32983,0.24323562056878312,0.24091108049024068,0.2327658933953206,0.23269589241238775,le5_panelsize20-acco_alt-one,fe0215_mlo~wage_agreement_fail_07_alt+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
prod_res_mean_0215,0.08563606002774907,0.01041155236011882,8.22510006824494,8.375282805642663e-13,fe0215_mlo,~minmax_year,12,32983,32983,0.24323562056878312,0.24091108049024068,0.2327658933953206,0.23269589241238775,le5_panelsize20-acco_alt-one,fe0215_mlo~wage_agreement_fail_07_alt+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
wage_agreement_fail_07_alt,0.061964728297028024,0.002284387450188118,27.12531461855355,2.345746097043732e-47,fe0215_mlo,~minmax_year,12,32983,32983,0.20854715132940538,0.2043253618174916,0.005949559946960115,0.00591925999755738,le5_panelsize20-acco_alt-one,fe0215_mlo~wage_agreement_fail_07_alt | minmax_year+naf2d_num_main
wage_agreement_share_07_alt,0.1134610513495919,0.00517340181999017,21.93161391623887,1.3918494605023874e-39,fe0215_mlo,~minmax_year,12,32983,32983,0.0547225513127606,0.051876628878066766,0.04164477273335576,0.04161562833572574,le5_panelsize20-acco_alt-one,fe0215_mlo~wage_agreement_share_07_alt | minmax_year
wage_agreement_share_07_alt,0.012583267862043834,0.0017761380905176702,7.0846224903472095,2.1472788337574306e-10,fe0215_mlo,~minmax_year,12,32983,32983,0.1510777186333666,0.1484959952547198,0.13933300004068883,0.139280651217627,le5_panelsize20-acco_alt-one,fe0215_mlo~wage_agreement_share_07_alt+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,0.034589224997133905,0.0010403173838755134,33.248723450412825,3.56364119682477e-55,fe0215_mlo,~minmax_year,12,32983,32983,0.1510777186333666,0.1484959952547198,0.13933300004068883,0.139280651217627,le5_panelsize20-acco_alt-one,fe0215_mlo~wage_agreement_share_07_alt+ln_emp_mean_0215 | minmax_year
wage_agreement_share_07_alt,0.015730257352562026,0.0018449143055875295,8.526280762700566,1.8873450298729767e-13,fe0215_mlo,~minmax_year,12,32983,32983,0.24382585419169633,0.2415031271235829,0.23336429281616045,0.23329434643005453,le5_panelsize20-acco_alt-one,fe0215_mlo~wage_agreement_share_07_alt+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
ln_emp_mean_0215,0.031464981264823985,0.0014814922747554,21.238707620003606,1.8827764527083074e-38,fe0215_mlo,~minmax_year,12,32983,32983,0.24382585419169633,0.2415031271235829,0.23336429281616045,0.23329434643005453,le5_panelsize20-acco_alt-one,fe0215_mlo~wage_agreement_share_07_alt+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
prod_res_mean_0215,0.0857453374257587,0.010432344359261955,8.219182043164919,8.623459346871265e-13,fe0215_mlo,~minmax_year,12,32983,32983,0.24382585419169633,0.2415031271235829,0.23336429281616045,0.23329434643005453,le5_panelsize20-acco_alt-one,fe0215_mlo~wage_agreement_share_07_alt+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
wage_agreement_share_07_alt,0.08340980710642189,0.001983824433356006,42.04495403119861,1.639201337990787e-64,fe0215_mlo,~minmax_year,12,32983,32983,0.2238010794641735,0.21966065787445888,0.025108217345658268,0.025078501377034046,le5_panelsize20-acco_alt-one,fe0215_mlo~wage_agreement_share_07_alt | minmax_year+naf2d_num_main
