variable,beta,std_error,tval,pval,dep_var,errors,reg_id,n_siren,n_obs,r2,ar2,wr2,war2_adj,sample,formula
ln_emp_mean_0215,0.03929380079028011,9.353242116974491e-4,42.0108880951224,1.2381471176766732e-66,fe0215_god2,~minmax_year,12,42359,42359,0.15272940754285214,0.15064401582572373,0.14165182147595767,0.14163150746595798,le5_panelsize20-fixed-one,fe0215_god2~ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,-0.04368342465874492,0.0092151515055251,-4.740391368774977,6.866590014481773e-6,fe0215_god2,~minmax_year,12,42359,42359,0.22585808861663037,0.22393432224039067,0.21573661889056606,0.21569949663268573,le5_panelsize20-fixed-one,fe0215_god2~ln_emp_mean_0215+ln_va_mean_0215 | minmax_year
ln_va_mean_0215,0.07945285513031891,0.007883418611776272,10.078477249911863,4.949181364676611e-17,fe0215_god2,~minmax_year,12,42359,42359,0.22585808861663037,0.22393432224039067,0.21573661889056606,0.21569949663268573,le5_panelsize20-fixed-one,fe0215_god2~ln_emp_mean_0215+ln_va_mean_0215 | minmax_year
ln_emp_mean_0215,0.0361640549857594,0.0015720429220932059,23.004495918983086,2.2343533661166246e-42,fe0215_god2,~minmax_year,12,42359,42359,0.2313376544508865,0.2294275049636867,0.22128782696365212,0.22125096746619466,le5_panelsize20-fixed-one,fe0215_god2~ln_emp_mean_0215+ln_apl_mean_0215 | minmax_year
ln_apl_mean_0215,0.08697648954252149,0.010973847483887049,7.925797189201825,2.8102887211810927e-12,fe0215_god2,~minmax_year,12,42359,42359,0.2313376544508865,0.2294275049636867,0.22128782696365212,0.22125096746619466,le5_panelsize20-fixed-one,fe0215_god2~ln_emp_mean_0215+ln_apl_mean_0215 | minmax_year
ln_emp_mean_0215,0.035890587764617794,0.0014474885901114348,24.795074731369564,3.195098951045807e-45,fe0215_god2,~minmax_year,12,42359,42359,0.2278391222578705,0.22592027881094545,0.21774355343153995,0.21770652616973274,le5_panelsize20-fixed-one,fe0215_god2~ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
prod_res_mean_0215,0.086251096606372,0.012895892443144402,6.688261164292203,1.1964169558434979e-9,fe0215_god2,~minmax_year,12,42359,42359,0.2278391222578705,0.22592027881094545,0.21774355343153995,0.21770652616973274,le5_panelsize20-fixed-one,fe0215_god2~ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
ln_emp_mean_0215,0.038920151051272285,0.0010240782132941947,38.0050571782757,2.0227399952102746e-62,fe0215_god2,~minmax_year,12,42359,42359,0.1536902188481034,0.1515871131036367,0.14262519484818348,0.1425846119402171,le5_panelsize20-fixed-one,fe0215_god2~ln_emp_mean_0215+tfp_cd_mean_0215 | minmax_year
tfp_cd_mean_0215,0.01574582742232211,0.004199867123779052,3.749125140929214,2.93263154535522e-4,fe0215_god2,~minmax_year,12,42359,42359,0.1536902188481034,0.1515871131036367,0.14262519484818348,0.1425846119402171,le5_panelsize20-fixed-one,fe0215_god2~ln_emp_mean_0215+tfp_cd_mean_0215 | minmax_year
ln_emp_mean_0215,0.039290023182867506,9.320334663354178e-4,42.15516352363244,8.866716657858453e-67,fe0215_god2,~minmax_year,12,42359,42359,0.1529535812158317,0.15084864490427186,0.14187892609352404,0.14183830786173435,le5_panelsize20-fixed-one,fe0215_god2~ln_emp_mean_0215+tfp_tl_mean_0215 | minmax_year
tfp_tl_mean_0215,0.012383448760424784,0.006548092916282285,1.8911534883129841,0.06141356702923651,fe0215_god2,~minmax_year,12,42359,42359,0.1529535812158317,0.15084864490427186,0.14187892609352404,0.14183830786173435,le5_panelsize20-fixed-one,fe0215_god2~ln_emp_mean_0215+tfp_tl_mean_0215 | minmax_year
before1994,0.021320845621511045,0.0021715994547411976,9.81803784070851,1.8790722514619992e-16,fe0215_god2,~minmax_year,12,42359,42359,0.015708012907300617,0.013285369686359627,0.0028389492350293644,0.002815350024285679,le5_panelsize20-fixed-one,fe0215_god2~before1994 | minmax_year
maxmfg,0.032055611657204115,0.0038623208132714513,8.299572512738129,4.302086706368254e-13,fe0215_god2,~minmax_year,12,42359,42359,0.018505021257843368,0.016089262328767173,0.005672526895316832,0.005648994745151126,le5_panelsize20-fixed-one,fe0215_god2~maxmfg | minmax_year
ln_emp_mean_0215,0.03529562475880063,0.0014519498193076646,24.309121630409166,1.8276370588156917e-44,fe0215_god2,~minmax_year,12,42359,42359,0.22843803444851485,0.22648406577761926,0.21835029606194856,0.21827629547460736,le5_panelsize20-fixed-one,fe0215_god2~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year
prod_res_mean_0215,0.08685638005804784,0.012968785968772585,6.697340851116556,1.1457838248799462e-9,fe0215_god2,~minmax_year,12,42359,42359,0.22843803444851485,0.22648406577761926,0.21835029606194856,0.21827629547460736,le5_panelsize20-fixed-one,fe0215_god2~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year
before1994,0.0022272024201503656,0.0018376019315439202,1.2120157156556262,0.22827934495763164,fe0215_god2,~minmax_year,12,42359,42359,0.22843803444851485,0.22648406577761926,0.21835029606194856,0.21827629547460736,le5_panelsize20-fixed-one,fe0215_god2~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year
maxmfg,0.010369099984664183,0.0026905755793801486,3.853859398758463,2.0247928838537305e-4,fe0215_god2,~minmax_year,12,42359,42359,0.22843803444851485,0.22648406577761926,0.21835029606194856,0.21827629547460736,le5_panelsize20-fixed-one,fe0215_god2~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year
ln_emp_mean_0215,0.030708869916990098,0.0010023996454648705,30.63535592408218,1.4714766824091766e-53,fe0215_god2,~minmax_year,12,42359,42359,0.30937999780660275,0.306383353813683,0.1429261379922585,0.1428651724537635,le5_panelsize20-fixed-one,fe0215_god2~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
prod_res_mean_0215,0.06844445914336172,0.010482041874570969,6.529687627885303,2.5373367140850772e-9,fe0215_god2,~minmax_year,12,42359,42359,0.30937999780660275,0.306383353813683,0.1429261379922585,0.1428651724537635,le5_panelsize20-fixed-one,fe0215_god2~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
before1994,0.0032507547062668174,0.001792084936628725,1.8139512474124948,0.07259664144431799,fe0215_god2,~minmax_year,12,42359,42359,0.30937999780660275,0.306383353813683,0.1429261379922585,0.1428651724537635,le5_panelsize20-fixed-one,fe0215_god2~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
ln_emp_mean_0215,0.03896271912635261,9.673890664691525e-4,40.27616238062478,7.444866089782079e-65,fe0215_god2,~minmax_year,12,42359,42359,0.15371220558261767,0.1515689949129847,0.1426474690468752,0.1425663014976145,le5_panelsize20-fixed-one,fe0215_god2~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year
tfp_cd_mean_0215,0.015612496072227457,0.004341703983929509,3.59593747754705,4.9808909313999e-4,fe0215_god2,~minmax_year,12,42359,42359,0.15371220558261767,0.1515689949129847,0.1426474690468752,0.1425663014976145,le5_panelsize20-fixed-one,fe0215_god2~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year
before1994,-0.0018093540180352124,0.0014004753117721912,-1.2919570968699317,0.1992633292550922,fe0215_god2,~minmax_year,12,42359,42359,0.15371220558261767,0.1515689949129847,0.1426474690468752,0.1425663014976145,le5_panelsize20-fixed-one,fe0215_god2~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year
maxmfg,7.31181693245847e-4,0.002834007147263179,0.25800276966554386,0.7969195712557534,fe0215_god2,~minmax_year,12,42359,42359,0.15371220558261767,0.1515689949129847,0.1426474690468752,0.1425663014976145,le5_panelsize20-fixed-one,fe0215_god2~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year
ln_emp_mean_0215,0.03198795311614918,6.33920597097745e-4,50.46050445844232,1.8753874149525706e-74,fe0215_god2,~minmax_year,12,42359,42359,0.2739460117123923,0.2707956174063666,0.09895182040568329,0.09888772687779279,le5_panelsize20-fixed-one,fe0215_god2~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
tfp_cd_mean_0215,0.016880180656384386,0.0025467655554589404,6.62808581661632,1.5926321367920684e-9,fe0215_god2,~minmax_year,12,42359,42359,0.2739460117123923,0.2707956174063666,0.09895182040568329,0.09888772687779279,le5_panelsize20-fixed-one,fe0215_god2~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
before1994,0.0015014991028794791,0.0014680521816031224,1.0227831964663767,0.30880656541242507,fe0215_god2,~minmax_year,12,42359,42359,0.2739460117123923,0.2707956174063666,0.09895182040568329,0.09888772687779279,le5_panelsize20-fixed-one,fe0215_god2~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
ln_emp_mean_0215,0.039287446664284686,8.727038939863982e-4,45.018071919932346,1.4404855258338298e-69,fe0215_god2,~minmax_year,12,42359,42359,0.15300051878881915,0.15085550578345608,0.1419264773488571,0.14184524154164302,le5_panelsize20-fixed-one,fe0215_god2~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year
tfp_tl_mean_0215,0.012406101226157205,0.006498787329692631,1.908987107406078,0.0590469606418213,fe0215_god2,~minmax_year,12,42359,42359,0.15300051878881915,0.15085550578345608,0.1419264773488571,0.14184524154164302,le5_panelsize20-fixed-one,fe0215_god2~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year
before1994,-0.0021708309453370117,0.0013276264151865183,-1.63512183887365,0.10507609458862517,fe0215_god2,~minmax_year,12,42359,42359,0.15300051878881915,0.15085550578345608,0.1419264773488571,0.14184524154164302,le5_panelsize20-fixed-one,fe0215_god2~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year
maxmfg,0.0019521662291628744,0.0026760543568994473,0.7294942362174996,0.4673550963859834,fe0215_god2,~minmax_year,12,42359,42359,0.15300051878881915,0.15085550578345608,0.1419264773488571,0.14184524154164302,le5_panelsize20-fixed-one,fe0215_god2~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year
ln_emp_mean_0215,0.0323212146722821,5.832292744461262e-4,55.41768235652523,1.6943783785024e-78,fe0215_god2,~minmax_year,12,42359,42359,0.2730026127314844,0.26984812495744437,0.09778104254606035,0.09771686573817984,le5_panelsize20-fixed-one,fe0215_god2~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
tfp_tl_mean_0215,0.006397962617875403,0.003182797215858081,2.0101697293179623,0.0470275484732868,fe0215_god2,~minmax_year,12,42359,42359,0.2730026127314844,0.26984812495744437,0.09778104254606035,0.09771686573817984,le5_panelsize20-fixed-one,fe0215_god2~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
before1994,0.0012965120760406422,0.0014326788925131766,0.9049564998939341,0.36760034296641275,fe0215_god2,~minmax_year,12,42359,42359,0.2730026127314844,0.26984812495744437,0.09778104254606035,0.09771686573817984,le5_panelsize20-fixed-one,fe0215_god2~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
ln_emp_mean_0215,0.03817363288341871,8.420238295657694e-4,45.33557310736064,7.229201336215186e-70,fe0215_mlo_le,~minmax_year,12,42359,42359,0.1413979600850298,0.13928467821464696,0.13108013109298722,0.13105956688915077,le5_panelsize20-fixed-one,fe0215_mlo_le~ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,-0.04354297641743837,0.009152230790548832,-4.7576353147042125,6.403029079796329e-6,fe0215_mlo_le,~minmax_year,12,42359,42359,0.2110092914691507,0.20904862537690305,0.2015279825175229,0.2014901877092261,le5_panelsize20-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+ln_va_mean_0215 | minmax_year
ln_va_mean_0215,0.07824578232626556,0.007976587696367127,9.80943046133649,1.9637726726004283e-16,fe0215_mlo_le,~minmax_year,12,42359,42359,0.2110092914691507,0.20904862537690305,0.2015279825175229,0.2014901877092261,le5_panelsize20-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+ln_va_mean_0215 | minmax_year
ln_emp_mean_0215,0.03507721497644563,0.00142482198037786,24.618664969741147,6.000734846995123e-45,fe0215_mlo_le,~minmax_year,12,42359,42359,0.21691734799419382,0.21497136360348523,0.20750703621479127,0.20746952441852662,le5_panelsize20-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+ln_apl_mean_0215 | minmax_year
ln_apl_mean_0215,0.08605029817952392,0.010948497134211211,7.859553427715579,3.912076341852448e-12,fe0215_mlo_le,~minmax_year,12,42359,42359,0.21691734799419382,0.21497136360348523,0.20750703621479127,0.20746952441852662,le5_panelsize20-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+ln_apl_mean_0215 | minmax_year
ln_emp_mean_0215,0.03479165876175847,0.001302944939253861,26.702324644418297,4.284083386101921e-48,fe0215_mlo_le,~minmax_year,12,42359,42359,0.2142007034141583,0.21224796807840673,0.20475774569064442,0.20472010375968996,le5_panelsize20-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
prod_res_mean_0215,0.08571281741342021,0.012840166671124817,6.675366419204872,1.2721482466149586e-9,fe0215_mlo_le,~minmax_year,12,42359,42359,0.2142007034141583,0.21224796807840673,0.20475774569064442,0.20472010375968996,le5_panelsize20-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
ln_emp_mean_0215,0.03778028786733343,9.220722184301173e-4,40.973241696465614,1.4091031170633167e-65,fe0215_mlo_le,~minmax_year,12,42359,42359,0.14244303009007953,0.14031197473683743,0.13213775971436426,0.13209668039501243,le5_panelsize20-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+tfp_cd_mean_0215 | minmax_year
tfp_cd_mean_0215,0.01657579838582371,0.004272150741566285,3.87996571013938,1.8443114937168208e-4,fe0215_mlo_le,~minmax_year,12,42359,42359,0.14244303009007953,0.14031197473683743,0.13213775971436426,0.13209668039501243,le5_panelsize20-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+tfp_cd_mean_0215 | minmax_year
ln_emp_mean_0215,0.03816890048565561,8.390808838359453e-4,45.48894060267769,5.18963625658734e-70,fe0215_mlo_le,~minmax_year,12,42359,42359,0.14174326502071477,0.13961047072982824,0.13142958556141393,0.1313884727214054,le5_panelsize20-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+tfp_tl_mean_0215 | minmax_year
tfp_tl_mean_0215,0.015513365686938722,0.007260014551488795,2.1368229466919497,0.03498013584339401,fe0215_mlo_le,~minmax_year,12,42359,42359,0.14174326502071477,0.13961047072982824,0.13142958556141393,0.1313884727214054,le5_panelsize20-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+tfp_tl_mean_0215 | minmax_year
before1994,0.02075402644190446,0.0025153008946822734,8.25111082565971,5.492275055047158e-13,fe0215_mlo_le,~minmax_year,12,42359,42359,0.014480478374206296,0.012054813815842946,0.002637480780744661,0.002613876801968229,le5_panelsize20-fixed-one,fe0215_mlo_le~before1994 | minmax_year
maxmfg,0.02755046255096992,0.00312091301066945,8.827693196440686,2.962196711896236e-14,fe0215_mlo_le,~minmax_year,12,42359,42359,0.01593383134979487,0.013511743937014598,0.004108298713053737,0.004084729543240462,le5_panelsize20-fixed-one,fe0215_mlo_le~maxmfg | minmax_year
ln_emp_mean_0215,0.0343761119802689,0.0013659502894309448,25.1664443766764,8.566352141899038e-46,fe0215_mlo_le,~minmax_year,12,42359,42359,0.21445705243662705,0.21246767714635506,0.20501717526178764,0.2049419123970282,le5_panelsize20-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year
prod_res_mean_0215,0.08612489029554873,0.012947337417672697,6.651938349732899,1.4220658385721644e-9,fe0215_mlo_le,~minmax_year,12,42359,42359,0.21445705243662705,0.21246767714635506,0.20501717526178764,0.2049419123970282,le5_panelsize20-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year
before1994,0.0023991077538481186,0.002124491646033918,1.129262032320468,0.26141047373425,fe0215_mlo_le,~minmax_year,12,42359,42359,0.21445705243662705,0.21246767714635506,0.20501717526178764,0.2049419123970282,le5_panelsize20-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year
maxmfg,0.006514260624863485,0.0024460388950169765,2.6631876697194845,0.008984009157799898,fe0215_mlo_le,~minmax_year,12,42359,42359,0.21445705243662705,0.21246767714635506,0.20501717526178764,0.2049419123970282,le5_panelsize20-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year
ln_emp_mean_0215,0.029910292999948556,9.817898511388645e-4,30.465066394048556,2.4691581468044242e-53,fe0215_mlo_le,~minmax_year,12,42359,42359,0.29184916279785345,0.2887764513999165,0.13379847877638174,0.1337368639675217,le5_panelsize20-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
prod_res_mean_0215,0.06850638152489064,0.010555944781847284,6.48983894295268,3.0617464187168215e-9,fe0215_mlo_le,~minmax_year,12,42359,42359,0.29184916279785345,0.2887764513999165,0.13379847877638174,0.1337368639675217,le5_panelsize20-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
before1994,0.0034495048535891637,0.002053819143539316,1.6795562863654505,0.09607464035041753,fe0215_mlo_le,~minmax_year,12,42359,42359,0.29184916279785345,0.2887764513999165,0.13379847877638174,0.1337368639675217,le5_panelsize20-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
ln_emp_mean_0215,0.037983488942521626,9.199268791080987e-4,41.28968269668123,6.673590383587111e-66,fe0215_mlo_le,~minmax_year,12,42359,42359,0.14251000875762143,0.14033842869885516,0.13220554326519973,0.13212338715464766,le5_panelsize20-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year
tfp_cd_mean_0215,0.01684285127378279,0.004366257619407933,3.857502864447721,1.9986302457328554e-4,fe0215_mlo_le,~minmax_year,12,42359,42359,0.14251000875762143,0.14033842869885516,0.13220554326519973,0.13212338715464766,le5_panelsize20-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year
before1994,-0.0015718189387998486,0.0016763285267858909,-0.9376556645573384,0.35061487318113893,fe0215_mlo_le,~minmax_year,12,42359,42359,0.14251000875762143,0.14033842869885516,0.13220554326519973,0.13212338715464766,le5_panelsize20-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year
maxmfg,-0.003145235270184614,0.0024034045375061807,-1.3086582891485141,0.193562609224979,fe0215_mlo_le,~minmax_year,12,42359,42359,0.14251000875762143,0.14033842869885516,0.13220554326519973,0.13212338715464766,le5_panelsize20-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year
ln_emp_mean_0215,0.031175756357898633,6.294660675436746e-4,49.52730252728921,1.189499250381549e-73,fe0215_mlo_le,~minmax_year,12,42359,42359,0.25709978854674953,0.25387629740991624,0.09129346535749228,0.091228827074056,le5_panelsize20-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
tfp_cd_mean_0215,0.017667636971150032,0.002765570942167409,6.388422984117597,4.929030398628204e-9,fe0215_mlo_le,~minmax_year,12,42359,42359,0.25709978854674953,0.25387629740991624,0.09129346535749228,0.091228827074056,le5_panelsize20-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
before1994,0.0017079021180174299,0.0016954167029527491,1.0073642161498917,0.31612046630256396,fe0215_mlo_le,~minmax_year,12,42359,42359,0.25709978854674953,0.25387629740991624,0.09129346535749228,0.091228827074056,le5_panelsize20-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
ln_emp_mean_0215,0.038332817543913184,8.31951207699079e-4,46.07580010603021,1.4734430398070853e-70,fe0215_mlo_le,~minmax_year,12,42359,42359,0.14178426824326174,0.13961085025793663,0.1314710815200817,0.13138885587633553,le5_panelsize20-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year
tfp_tl_mean_0215,0.015489061128355693,0.007297783313217602,2.122433684801549,0.03619860507894345,fe0215_mlo_le,~minmax_year,12,42359,42359,0.14178426824326174,0.13961085025793663,0.1314710815200817,0.13138885587633553,le5_panelsize20-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year
before1994,-0.0019615804557707893,0.001587522503169052,-1.235623716737894,0.21940924465955428,fe0215_mlo_le,~minmax_year,12,42359,42359,0.14178426824326174,0.13961085025793663,0.1314710815200817,0.13138885587633553,le5_panelsize20-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year
maxmfg,-0.0018207208665844375,0.002321485586606516,-0.784291264649167,0.43466923742041474,fe0215_mlo_le,~minmax_year,12,42359,42359,0.14178426824326174,0.13961085025793663,0.1314710815200817,0.13138885587633553,le5_panelsize20-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year
ln_emp_mean_0215,0.03152950082892913,5.736642433710918e-4,54.961593289567,3.861045222878654e-78,fe0215_mlo_le,~minmax_year,12,42359,42359,0.25615488739815406,0.2529272962753055,0.09013767372480419,0.09007295322738096,le5_panelsize20-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
tfp_tl_mean_0215,0.00978332408720978,0.0035921879189410653,2.7235000807234466,0.007588695060446262,fe0215_mlo_le,~minmax_year,12,42359,42359,0.25615488739815406,0.2529272962753055,0.09013767372480419,0.09007295322738096,le5_panelsize20-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
before1994,0.0014918579146186266,0.0016498911831362491,0.9042159445829513,0.36799095069871324,fe0215_mlo_le,~minmax_year,12,42359,42359,0.25615488739815406,0.2529272962753055,0.09013767372480419,0.09007295322738096,le5_panelsize20-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
ln_emp_mean_0215,0.03874811294524629,8.555389800617687e-4,45.29087960720239,7.963856170293911e-70,fe0215_mlo,~minmax_year,12,42359,42359,0.1488694321204812,0.1467745398248531,0.13795540525379135,0.13793500376293255,le5_panelsize20-fixed-one,fe0215_mlo~ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,-0.04389237658832529,0.009071720042773904,-4.838374242301254,4.607115309702786e-6,fe0215_mlo,~minmax_year,12,42359,42359,0.2215347234591688,0.21960021338800728,0.21155248188121822,0.21151516157174344,le5_panelsize20-fixed-one,fe0215_mlo~ln_emp_mean_0215+ln_va_mean_0215 | minmax_year
ln_va_mean_0215,0.07913042171846507,0.007832104546740527,10.103340838497443,4.3573396192034294e-17,fe0215_mlo,~minmax_year,12,42359,42359,0.2215347234591688,0.21960021338800728,0.21155248188121822,0.21151516157174344,le5_panelsize20-fixed-one,fe0215_mlo~ln_emp_mean_0215+ln_va_mean_0215 | minmax_year
ln_emp_mean_0215,0.035626405739857966,0.0014771289696352355,24.11868325123676,3.6444562188068705e-44,fe0215_mlo,~minmax_year,12,42359,42359,0.22721341505062798,0.22529301670211588,0.21730399119881216,0.21726694313080275,le5_panelsize20-fixed-one,fe0215_mlo~ln_emp_mean_0215+ln_apl_mean_0215 | minmax_year
ln_apl_mean_0215,0.08675309468011332,0.010897036015709124,7.961164352861677,2.354767384925974e-12,fe0215_mlo,~minmax_year,12,42359,42359,0.22721341505062798,0.22529301670211588,0.21730399119881216,0.21726694313080275,le5_panelsize20-fixed-one,fe0215_mlo~ln_emp_mean_0215+ln_apl_mean_0215 | minmax_year
ln_emp_mean_0215,0.03534663466392904,0.001352628919175468,26.13180463824147,2.9845090622814303e-47,fe0215_mlo,~minmax_year,12,42359,42359,0.22403597592329072,0.22210768154116267,0.21408580784572173,0.2140486074484882,le5_panelsize20-fixed-one,fe0215_mlo~ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
prod_res_mean_0215,0.08620713121220898,0.012825718369381869,6.721427114601745,1.021505216936005e-9,fe0215_mlo,~minmax_year,12,42359,42359,0.22403597592329072,0.22210768154116267,0.21408580784572173,0.2140486074484882,le5_panelsize20-fixed-one,fe0215_mlo~ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
ln_emp_mean_0215,0.038360060866891865,9.392474736991678e-4,40.84127127413306,1.9273716156384246e-65,fe0215_mlo,~minmax_year,12,42359,42359,0.14990758210019894,0.1477950763874808,0.13900686740581025,0.1389661132282327,le5_panelsize20-fixed-one,fe0215_mlo~ln_emp_mean_0215+tfp_cd_mean_0215 | minmax_year
tfp_cd_mean_0215,0.016352750768318564,0.004063306706639302,4.024493337310408,1.0919597677543094e-4,fe0215_mlo,~minmax_year,12,42359,42359,0.14990758210019894,0.1477950763874808,0.13900686740581025,0.1389661132282327,le5_panelsize20-fixed-one,fe0215_mlo~ln_emp_mean_0215+tfp_cd_mean_0215 | minmax_year
ln_emp_mean_0215,0.038743941548765044,8.5228499469949e-4,45.458903758391166,5.537265745274899e-70,fe0215_mlo,~minmax_year,12,42359,42359,0.14914326477651763,0.14702885971182478,0.13823274925941131,0.1381919584397895,le5_panelsize20-fixed-one,fe0215_mlo~ln_emp_mean_0215+tfp_tl_mean_0215 | minmax_year
tfp_tl_mean_0215,0.013674336410012719,0.006438448507476346,2.1238558317479805,0.0360765658671319,fe0215_mlo,~minmax_year,12,42359,42359,0.14914326477651763,0.14702885971182478,0.13823274925941131,0.1381919584397895,le5_panelsize20-fixed-one,fe0215_mlo~ln_emp_mean_0215+tfp_tl_mean_0215 | minmax_year
before1994,0.02123479548359524,0.0021447418049072853,9.900863327701675,1.2293698668548532e-16,fe0215_mlo,~minmax_year,12,42359,42359,0.015445306660891056,0.013022016839637107,0.0028203854321784405,0.0027967857820963005,le5_panelsize20-fixed-one,fe0215_mlo~before1994 | minmax_year
maxmfg,0.030543654709430334,0.0036229663285313094,8.43056543719307,2.2204410114988738e-13,fe0215_mlo,~minmax_year,12,42359,42359,0.017753238954744566,0.015335629659797179,0.005157912286504751,0.0051343679572646295,le5_panelsize20-fixed-one,fe0215_mlo~maxmfg | minmax_year
ln_emp_mean_0215,0.03479597690587371,0.0013672709052046862,25.449219151390196,3.173703111174351e-46,fe0215_mlo,~minmax_year,12,42359,42359,0.2245257023599545,0.22256182576892747,0.21458181403274224,0.21450745667448157,le5_panelsize20-fixed-one,fe0215_mlo~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year
