variable,beta,std_error,tval,pval,dep_var,errors,reg_id,n_siren,n_obs,r2,ar2,wr2,war2_adj,sample,formula
ln_emp_mean_0215,0.03637069658508173,0.0014905892091329447,24.40021460120328,6.653409542903267e-44,fe0215_god2,~minmax_year,12,25774,25774,0.15436330277162058,0.15103635876959243,0.13944324066835978,0.13940971944837954,le5_panelsize40-fixed-one,fe0215_god2~ln_emp_mean_0215 | minmax_year
before1994,-0.005525017459695519,0.004683820554574019,-1.179596313590627,0.240959502770764,fe0215_le,~minmax_year,12,25774,25774,0.12149084007480815,0.11793149017289462,0.019338636614264382,0.01918582016432302,le5_panelsize40-fixed-exp(ln_emp_mean_0215),fe0215_le~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year
maxmfg,0.030743187047055365,0.006811139466918562,4.5136628307750595,1.742758165662727e-5,fe0215_le,~minmax_year,12,25774,25774,0.12149084007480815,0.11793149017289462,0.019338636614264382,0.01918582016432302,le5_panelsize40-fixed-exp(ln_emp_mean_0215),fe0215_le~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year
ln_emp_mean_0215,0.005455906434171232,8.868898473149297e-4,6.151729496835552,1.5906656227774804e-8,fe0215_le,~minmax_year,12,25774,25774,0.3288592858145015,0.3241390369748426,0.009659566708545952,0.009543479446408876,le5_panelsize40-fixed-exp(ln_emp_mean_0215),fe0215_le~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
tfp_tl_mean_0215,0.013922942373360652,0.006964991746937944,1.9989890697977737,0.04832330539089297,fe0215_le,~minmax_year,12,25774,25774,0.3288592858145015,0.3241390369748426,0.009659566708545952,0.009543479446408876,le5_panelsize40-fixed-exp(ln_emp_mean_0215),fe0215_le~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
before1994,-0.0031420124180939297,0.005107792682023982,-0.6151409451585054,0.5398589878030915,fe0215_le,~minmax_year,12,25774,25774,0.3288592858145015,0.3241390369748426,0.009659566708545952,0.009543479446408876,le5_panelsize40-fixed-exp(ln_emp_mean_0215),fe0215_le~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
wage_agreement_ind_07,0.058081443765631825,0.00140444817880001,41.35534841538819,6.80638677332588e-60,fe0215_god2,~minmax_year,12,9204,9204,0.06395736235736171,0.0547130040354219,0.042574574915247076,0.04246951341792626,le5_panelsize40-acco-one,fe0215_god2~wage_agreement_ind_07 | minmax_year
wage_agreement_ind_07,0.03321453443075881,0.0015766915685930802,21.0659681908472,2.406675602998746e-36,fe0215_god2,~minmax_year,12,9204,9204,0.08845940249370432,0.07935600100412221,0.06763633519153234,0.0674316899622065,le5_panelsize40-acco-one,fe0215_god2~wage_agreement_ind_07+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,0.014014975187830844,7.08585417698409e-4,19.778808366327336,2.4772857162123312e-34,fe0215_god2,~minmax_year,12,9204,9204,0.08845940249370432,0.07935600100412221,0.06763633519153234,0.0674316899622065,le5_panelsize40-acco-one,fe0215_god2~wage_agreement_ind_07+ln_emp_mean_0215 | minmax_year
wage_agreement_ind_07,0.034897509292396954,0.001888552409639317,18.478443655721374,3.260261931959271e-32,fe0215_god2,~minmax_year,12,9204,9204,0.19241530377127813,0.1842605686101496,0.17396698613432426,0.1736949963372003,le5_panelsize40-acco-one,fe0215_god2~wage_agreement_ind_07+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
ln_emp_mean_0215,0.01526678094142252,0.001561234491697362,9.77865978660553,9.178539524788333e-16,fe0215_god2,~minmax_year,12,9204,9204,0.19241530377127813,0.1842605686101496,0.17396698613432426,0.1736949963372003,le5_panelsize40-acco-one,fe0215_god2~wage_agreement_ind_07+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
prod_res_mean_0215,0.06935626076462423,0.012551212350788741,5.525861472678036,3.2263589977202536e-7,fe0215_god2,~minmax_year,12,9204,9204,0.19241530377127813,0.1842605686101496,0.17396698613432426,0.1736949963372003,le5_panelsize40-acco-one,fe0215_god2~wage_agreement_ind_07+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
wage_agreement_ind_07,0.04882976045158866,0.0011226303325661219,43.49584991167396,9.405082652934592e-62,fe0215_god2,~minmax_year,12,9204,9204,0.24677019769246056,0.2330190450723295,0.03432930613926588,0.03422246052144551,le5_panelsize40-acco-one,fe0215_god2~wage_agreement_ind_07 | minmax_year+naf2d_num_main
wage_agreement_fail_07,0.041907314173507654,0.002231440765548448,18.780383875978707,1.0309847502873788e-32,fe0215_god2,~minmax_year,12,9204,9204,0.031541372539729884,0.021976873859665735,0.009418080133288154,0.009309380262788158,le5_panelsize40-acco-one,fe0215_god2~wage_agreement_fail_07 | minmax_year
wage_agreement_fail_07,0.014600605832639096,0.002538102695604382,5.752567009177834,1.2239335751657797e-7,fe0215_god2,~minmax_year,12,9204,9204,0.07911237690754713,0.06991562825726039,0.05807578785616496,0.05786904417483396,le5_panelsize40-acco-one,fe0215_god2~wage_agreement_fail_07+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,0.017739688185371638,5.156846193412703e-4,34.40026620928139,3.4185744596191977e-53,fe0215_god2,~minmax_year,12,9204,9204,0.07911237690754713,0.06991562825726039,0.05807578785616496,0.05786904417483396,le5_panelsize40-acco-one,fe0215_god2~wage_agreement_fail_07+ln_emp_mean_0215 | minmax_year
wage_agreement_fail_07,0.012392388908869732,0.0025892144359189913,4.786157815650867,6.717426250303638e-6,fe0215_god2,~minmax_year,12,9204,9204,0.18170372668519919,0.1734408294022487,0.163010715733229,0.1627351183396607,le5_panelsize40-acco-one,fe0215_god2~wage_agreement_fail_07+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
ln_emp_mean_0215,0.019315917480127235,0.0011249318341711961,17.170744833937796,5.436593892562003e-30,fe0215_god2,~minmax_year,12,9204,9204,0.18170372668519919,0.1734408294022487,0.163010715733229,0.1627351183396607,le5_panelsize40-acco-one,fe0215_god2~wage_agreement_fail_07+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
prod_res_mean_0215,0.06889866501378114,0.012386991833944934,5.562178932335561,2.765411035676237e-7,fe0215_god2,~minmax_year,12,9204,9204,0.18170372668519919,0.1734408294022487,0.163010715733229,0.1627351183396607,le5_panelsize40-acco-one,fe0215_god2~wage_agreement_fail_07+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
wage_agreement_fail_07,0.03347349140153765,0.0024470833181418363,13.678934081801248,1.34198710453594e-23,fe0215_god2,~minmax_year,12,9204,9204,0.22569838747684223,0.211562542592319,0.007314403742308295,0.007204569089037882,le5_panelsize40-acco-one,fe0215_god2~wage_agreement_fail_07 | minmax_year+naf2d_num_main
wage_agreement_share_07,0.059546538077132075,0.0012187602484349368,48.85828706146133,4.5573871314192e-66,fe0215_god2,~minmax_year,12,9204,9204,0.06077733432974186,0.05150157004681377,0.039321902906851114,0.039216484482940905,le5_panelsize40-acco-one,fe0215_god2~wage_agreement_share_07 | minmax_year
wage_agreement_share_07,0.033673553930713175,0.0014416180119889155,23.358166761703924,9.875168510121554e-40,fe0215_god2,~minmax_year,12,9204,9204,0.08776822941141615,0.07865792529337823,0.06692937307730273,0.06672457267631005,le5_panelsize40-acco-one,fe0215_god2~wage_agreement_share_07+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,0.014469281590181604,7.136270164464365e-4,20.27569200257098,4.0479491033815807e-35,fe0215_god2,~minmax_year,12,9204,9204,0.08776822941141615,0.07865792529337823,0.06692937307730273,0.06672457267631005,le5_panelsize40-acco-one,fe0215_god2~wage_agreement_share_07+ln_emp_mean_0215 | minmax_year
wage_agreement_share_07,0.03584292767306194,0.0018959726948931106,18.904769973537338,6.436922214992622e-33,fe0215_god2,~minmax_year,12,9204,9204,0.19193286258898612,0.18377325588919324,0.17347352415357786,0.17320137187308848,le5_panelsize40-acco-one,fe0215_god2~wage_agreement_share_07+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
ln_emp_mean_0215,0.015690797328363763,0.001556103898307178,10.083386684805006,2.1542511788966583e-16,fe0215_god2,~minmax_year,12,9204,9204,0.19193286258898612,0.18377325588919324,0.17347352415357786,0.17320137187308848,le5_panelsize40-acco-one,fe0215_god2~wage_agreement_share_07+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
prod_res_mean_0215,0.06943035621640253,0.012512737299171238,5.548774385361798,2.9274778962099437e-7,fe0215_god2,~minmax_year,12,9204,9204,0.19193286258898612,0.18377325588919324,0.17347352415357786,0.17320137187308848,le5_panelsize40-acco-one,fe0215_god2~wage_agreement_share_07+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
wage_agreement_share_07,0.0500314269188794,0.0012163838488962824,41.131281843537074,1.0779049404969192e-59,fe0215_god2,~minmax_year,12,9204,9204,0.2447799207218806,0.2309924331050528,0.03177769156258958,0.03167056362405929,le5_panelsize40-acco-one,fe0215_god2~wage_agreement_share_07 | minmax_year+naf2d_num_main
extwage_agreement_ind_07,0.03772656402794703,0.0010982023008978647,34.35301856233835,3.830797949311879e-53,fe0215_god2,~minmax_year,12,9204,9204,0.04204947235809997,0.03258875168567921,0.02016622506905008,0.020058704628478363,le5_panelsize40-acco-one,fe0215_god2~extwage_agreement_ind_07 | minmax_year
extwage_agreement_ind_07,0.016174489547853096,0.0012209115384495689,13.247879996607306,9.165565765068427e-23,fe0215_god2,~minmax_year,12,9204,9204,0.0811919181660884,0.07201593754197888,0.06020283377626778,0.059996556961907976,le5_panelsize40-acco-one,fe0215_god2~extwage_agreement_ind_07+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,0.016691540506152215,5.391860665728174e-4,30.95692107225106,1.9906141515802037e-49,fe0215_god2,~minmax_year,12,9204,9204,0.0811919181660884,0.07201593754197888,0.06020283377626778,0.059996556961907976,le5_panelsize40-acco-one,fe0215_god2~extwage_agreement_ind_07+ln_emp_mean_0215 | minmax_year
extwage_agreement_ind_07,0.017275477403894925,0.0019517128697106305,8.851444119675381,7.625889731592996e-14,fe0215_god2,~minmax_year,12,9204,9204,0.18450985427741062,0.17627529238448136,0.16588094599280478,0.1656062936865792,le5_panelsize40-acco-one,fe0215_god2~extwage_agreement_ind_07+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
ln_emp_mean_0215,0.018043571898031654,0.0013233200736949894,13.635077602692286,1.6300909618640186e-23,fe0215_god2,~minmax_year,12,9204,9204,0.18450985427741062,0.17627529238448136,0.16588094599280478,0.1656062936865792,le5_panelsize40-acco-one,fe0215_god2~extwage_agreement_ind_07+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
prod_res_mean_0215,0.06913908141125008,0.012538754769935974,5.5140309129439276,3.3922036542315256e-7,fe0215_god2,~minmax_year,12,9204,9204,0.18450985427741062,0.17627529238448136,0.16588094599280478,0.1656062936865792,le5_panelsize40-acco-one,fe0215_god2~extwage_agreement_ind_07+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
extwage_agreement_ind_07,0.028314189075716895,0.0015071604821973496,18.7864460421869,1.0075417404442027e-32,fe0215_god2,~minmax_year,12,9204,9204,0.23036587721791113,0.21631524319942863,0.013298312030373682,0.013189139460339394,le5_panelsize40-acco-one,fe0215_god2~extwage_agreement_ind_07 | minmax_year+naf2d_num_main
wage_agreement_ind_07,0.05113884761527076,0.0014109751583275588,36.24362010447164,4.458999471638369e-55,fe0215_mlo_le,~minmax_year,12,9204,9204,0.0529860085472772,0.043633297120661996,0.034406726957511014,0.03430076917488811,le5_panelsize40-acco-one,fe0215_mlo_le~wage_agreement_ind_07 | minmax_year
wage_agreement_ind_07,0.02842663920092632,0.001760944742121673,16.142834309881014,3.528817537315461e-28,fe0215_mlo_le,~minmax_year,12,9204,9204,0.07436143637868997,0.06511724089037352,0.05620151511133298,0.055994360044412717,le5_panelsize40-acco-one,fe0215_mlo_le~wage_agreement_ind_07+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,0.012800587041248633,5.775388257196423e-4,22.164028583357076,5.351763664498925e-38,fe0215_mlo_le,~minmax_year,12,9204,9204,0.07436143637868997,0.06511724089037352,0.05620151511133298,0.055994360044412717,le5_panelsize40-acco-one,fe0215_mlo_le~wage_agreement_ind_07+ln_emp_mean_0215 | minmax_year
wage_agreement_ind_07,0.03010450881177364,0.0016872686299918256,17.842155230444536,3.8271959285925855e-31,fe0215_mlo_le,~minmax_year,12,9204,9204,0.18241715795967184,0.17416146468037097,0.16637716068156738,0.16610267176509774,le5_panelsize40-acco-one,fe0215_mlo_le~wage_agreement_ind_07+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
ln_emp_mean_0215,0.014048595481844655,0.0013170588113052774,10.666642492541186,1.3594007208901612e-17,fe0215_mlo_le,~minmax_year,12,9204,9204,0.18241715795967184,0.17416146468037097,0.16637716068156738,0.16610267176509774,le5_panelsize40-acco-one,fe0215_mlo_le~wage_agreement_ind_07+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
prod_res_mean_0215,0.06914587075037798,0.011835790311548435,5.842100014471435,8.310072905016432e-8,fe0215_mlo_le,~minmax_year,12,9204,9204,0.18241715795967184,0.17416146468037097,0.16637716068156738,0.16610267176509774,le5_panelsize40-acco-one,fe0215_mlo_le~wage_agreement_ind_07+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
wage_agreement_ind_07,0.043517694423551086,0.0011103852306211179,39.1915285105229,6.355465852099056e-58,fe0215_mlo_le,~minmax_year,12,9204,9204,0.23053910805124933,0.21649163657840753,0.028093222472398094,0.027985686869662185,le5_panelsize40-acco-one,fe0215_mlo_le~wage_agreement_ind_07 | minmax_year+naf2d_num_main
wage_agreement_fail_07,0.0347979122734324,0.001707600935854467,20.378246194869803,2.795170155601857e-35,fe0215_mlo_le,~minmax_year,12,9204,9204,0.02588053491767195,0.01626012979779823,0.006769476361848659,0.0066604858511892795,le5_panelsize40-acco-one,fe0215_mlo_le~wage_agreement_fail_07 | minmax_year
wage_agreement_fail_07,0.009997243401053853,0.0019533480450536467,5.118004150038345,1.765717659155738e-6,fe0215_mlo_le,~minmax_year,12,9204,9204,0.06691680376617193,0.05759825999342416,0.04861082771304759,0.04840200656021898,le5_panelsize40-acco-one,fe0215_mlo_le~wage_agreement_fail_07+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,0.016111650188396675,4.912019804912417e-4,32.80045852478795,1.7433999946884007e-51,fe0215_mlo_le,~minmax_year,12,9204,9204,0.06691680376617193,0.05759825999342416,0.04861082771304759,0.04840200656021898,le5_panelsize40-acco-one,fe0215_mlo_le~wage_agreement_fail_07+ln_emp_mean_0215 | minmax_year
wage_agreement_fail_07,0.0077930881998696045,0.002011237026180501,3.874773633552928,2.0362748046646033e-4,fe0215_mlo_le,~minmax_year,12,9204,9204,0.17380975790866926,0.16546714982257527,0.1576008937386849,0.15732351504054154,le5_panelsize40-acco-one,fe0215_mlo_le~wage_agreement_fail_07+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
ln_emp_mean_0215,0.01768498021811317,9.978555405976016e-4,17.722986443029505,6.10431421970631e-31,fe0215_mlo_le,~minmax_year,12,9204,9204,0.17380975790866926,0.16546714982257527,0.1576008937386849,0.15732351504054154,le5_panelsize40-acco-one,fe0215_mlo_le~wage_agreement_fail_07+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
prod_res_mean_0215,0.06877193504411254,0.011685198948978636,5.88538845974237,6.885504325285413e-8,fe0215_mlo_le,~minmax_year,12,9204,9204,0.17380975790866926,0.16546714982257527,0.1576008937386849,0.15732351504054154,le5_panelsize40-acco-one,fe0215_mlo_le~wage_agreement_fail_07+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
wage_agreement_fail_07,0.027997464190221262,0.0020835548187903606,13.43735424560397,3.9285151687856246e-23,fe0215_mlo_le,~minmax_year,12,9204,9204,0.2124716159029607,0.19809429975159853,0.005272156118556692,0.005162095502946884,le5_panelsize40-acco-one,fe0215_mlo_le~wage_agreement_fail_07 | minmax_year+naf2d_num_main
wage_agreement_share_07,0.05280131555561672,0.0011885434636794263,44.42522900437933,1.5551282957954815e-62,fe0215_mlo_le,~minmax_year,12,9204,9204,0.050852376208914696,0.04147859302651624,0.03223123530515615,0.032125038798550776,le5_panelsize40-acco-one,fe0215_mlo_le~wage_agreement_share_07 | minmax_year
wage_agreement_share_07,0.029323787709378983,0.0015601496587248807,18.79549666622719,9.735384485764609e-33,fe0215_mlo_le,~minmax_year,12,9204,9204,0.07409399813478434,0.06484713178604262,0.05592883004902094,0.05572161513024321,le5_panelsize40-acco-one,fe0215_mlo_le~wage_agreement_share_07+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,0.013129639763473613,5.767804827731594e-4,22.763668597706932,7.074717096090315e-39,fe0215_mlo_le,~minmax_year,12,9204,9204,0.07409399813478434,0.06484713178604262,0.05592883004902094,0.05572161513024321,le5_panelsize40-acco-one,fe0215_mlo_le~wage_agreement_share_07+ln_emp_mean_0215 | minmax_year
wage_agreement_share_07,0.03148648834895968,0.0016255025276353068,19.370310297065192,1.1226017540697996e-33,fe0215_mlo_le,~minmax_year,12,9204,9204,0.18235743479060973,0.17410113844561315,0.16631626581537562,0.16604175684791278,le5_panelsize40-acco-one,fe0215_mlo_le~wage_agreement_share_07+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
ln_emp_mean_0215,0.01434739805779326,0.0013164237657497882,10.898768642042475,4.5513599368554784e-18,fe0215_mlo_le,~minmax_year,12,9204,9204,0.18235743479060973,0.17410113844561315,0.16631626581537562,0.16604175684791278,le5_panelsize40-acco-one,fe0215_mlo_le~wage_agreement_share_07+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
prod_res_mean_0215,0.06921678494778734,0.011803228709426994,5.864224666976531,7.549070102307155e-8,fe0215_mlo_le,~minmax_year,12,9204,9204,0.18235743479060973,0.17410113844561315,0.16631626581537562,0.16604175684791278,le5_panelsize40-acco-one,fe0215_mlo_le~wage_agreement_share_07+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
wage_agreement_share_07,0.04494052852849774,0.0010531241901335362,42.67353171595012,4.761212135114782e-61,fe0215_mlo_le,~minmax_year,12,9204,9204,0.22921220180317392,0.21514050599630563,0.026417205940378996,0.026309484896557378,le5_panelsize40-acco-one,fe0215_mlo_le~wage_agreement_share_07 | minmax_year+naf2d_num_main
extwage_agreement_ind_07,0.033329891486702096,0.0011557029783604356,28.839496056319163,6.192159261901915e-47,fe0215_mlo_le,~minmax_year,12,9204,9204,0.03533390560014826,0.025806861981582885,0.016408310867951137,0.016300378058872633,le5_panelsize40-acco-one,fe0215_mlo_le~extwage_agreement_ind_07 | minmax_year
extwage_agreement_ind_07,0.01384419111417019,0.001355999116979767,10.209587116107805,1.1831658662840473e-16,fe0215_mlo_le,~minmax_year,12,9204,9204,0.0687949353642916,0.05949514817357071,0.050525806006294305,0.05031740517354766,le5_panelsize40-acco-one,fe0215_mlo_le~extwage_agreement_ind_07+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,0.015091185647083196,5.089424683410208e-4,29.652046323183296,6.576807047438467e-48,fe0215_mlo_le,~minmax_year,12,9204,9204,0.0687949353642916,0.05949514817357071,0.050525806006294305,0.05031740517354766,le5_panelsize40-acco-one,fe0215_mlo_le~extwage_agreement_ind_07+ln_emp_mean_0215 | minmax_year
extwage_agreement_ind_07,0.014942309181294442,0.0018419441026503087,8.112248987249112,2.5557710771997523e-12,fe0215_mlo_le,~minmax_year,12,9204,9204,0.1762795243081936,0.1679618551430474,0.16011911400036116,0.15984256448241596,le5_panelsize40-acco-one,fe0215_mlo_le~extwage_agreement_ind_07+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
ln_emp_mean_0215,0.016439692890459687,0.0011806078601582016,13.924769980996711,4.53034430111814e-24,fe0215_mlo_le,~minmax_year,12,9204,9204,0.1762795243081936,0.1679618551430474,0.16011911400036116,0.15984256448241596,le5_panelsize40-acco-one,fe0215_mlo_le~extwage_agreement_ind_07+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
prod_res_mean_0215,0.06895886637207732,0.011829730947002019,5.829284425911091,8.784912621710418e-8,fe0215_mlo_le,~minmax_year,12,9204,9204,0.1762795243081936,0.1679618551430474,0.16011911400036116,0.15984256448241596,le5_panelsize40-acco-one,fe0215_mlo_le~extwage_agreement_ind_07+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
extwage_agreement_ind_07,0.025672801772093738,0.001391689665240536,18.447217374181275,3.674841134307302e-32,fe0215_mlo_le,~minmax_year,12,9204,9204,0.2172157038751017,0.20292499698634225,0.011264418105561225,0.011155020497473744,le5_panelsize40-acco-one,fe0215_mlo_le~extwage_agreement_ind_07 | minmax_year+naf2d_num_main
wage_agreement_ind_07,0.05537775295906129,0.0012722214056862604,43.52839270864923,8.825477249550407e-62,fe0215_mlo,~minmax_year,12,9204,9204,0.060023258287663306,0.05074004674875077,0.03940200706081742,0.0392965974270042,le5_panelsize40-acco-one,fe0215_mlo~wage_agreement_ind_07 | minmax_year
wage_agreement_ind_07,0.030827545176495025,0.001564706741211426,19.701803772269653,3.2887176992118967e-34,fe0215_mlo,~minmax_year,12,9204,9204,0.08435795278917013,0.07521359081636658,0.06427055716382568,0.06406517317725058,le5_panelsize40-acco-one,fe0215_mlo~wage_agreement_ind_07+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,0.01383648238288455,6.509247148423809e-4,21.256655443225878,1.2309267103321792e-36,fe0215_mlo,~minmax_year,12,9204,9204,0.08435795278917013,0.07521359081636658,0.06427055716382568,0.06406517317725058,le5_panelsize40-acco-one,fe0215_mlo~wage_agreement_ind_07+ln_emp_mean_0215 | minmax_year
wage_agreement_ind_07,0.03251511005068765,0.001822335913189658,17.842544733575508,3.821371406810735e-31,fe0215_mlo,~minmax_year,12,9204,9204,0.190863388492591,0.18269298258120015,0.17311251381420534,0.17284024266300824,le5_panelsize40-acco-one,fe0215_mlo~wage_agreement_ind_07+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
ln_emp_mean_0215,0.015091702212500618,0.0014785785270441936,10.20689935398307,1.1983542397592355e-16,fe0215_mlo,~minmax_year,12,9204,9204,0.190863388492591,0.18269298258120015,0.17311251381420534,0.17284024266300824,le5_panelsize40-acco-one,fe0215_mlo~wage_agreement_ind_07+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
prod_res_mean_0215,0.06954541754580887,0.012346182160154248,5.632949250518752,2.045286272320664e-7,fe0215_mlo,~minmax_year,12,9204,9204,0.190863388492591,0.18269298258120015,0.17311251381420534,0.17284024266300824,le5_panelsize40-acco-one,fe0215_mlo~wage_agreement_ind_07+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
wage_agreement_ind_07,0.04679125686844209,0.001106525069358969,42.28666675898193,1.031242282196351e-60,fe0215_mlo,~minmax_year,12,9204,9204,0.24199475968223827,0.22815642546532844,0.03199527887734521,0.03188817501353436,le5_panelsize40-acco-one,fe0215_mlo~wage_agreement_ind_07 | minmax_year+naf2d_num_main
wage_agreement_fail_07,0.03947503591517461,0.0020304406467089864,19.44161036135541,8.611167905713938e-34,fe0215_mlo,~minmax_year,12,9204,9204,0.029791928431253112,0.020210152238870016,0.008507460956359458,0.008398661160568421,le5_panelsize40-acco-one,fe0215_mlo~wage_agreement_fail_07 | minmax_year
wage_agreement_fail_07,0.01279790649832745,0.0023742141150887228,5.390375879325105,5.711969470272372e-7,fe0215_mlo,~minmax_year,12,9204,9204,0.07605545528564417,0.06682817767710525,0.05578591910380204,0.055578672817389374,le5_panelsize40-acco-one,fe0215_mlo~wage_agreement_fail_07+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,0.017330684886226057,4.868305226767199e-4,35.5990104953516,1.9888486141484934e-54,fe0215_mlo,~minmax_year,12,9204,9204,0.07605545528564417,0.06682817767710525,0.05578591910380204,0.055578672817389374,le5_panelsize40-acco-one,fe0215_mlo~wage_agreement_fail_07+ln_emp_mean_0215 | minmax_year
wage_agreement_fail_07,0.010582403903087302,0.002453343566092001,4.313461860518911,4.147700559963204e-5,fe0215_mlo,~minmax_year,12,9204,9204,0.18128282893525727,0.17301568155978186,0.16332177551865557,0.16304628054846082,le5_panelsize40-acco-one,fe0215_mlo~wage_agreement_fail_07+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
ln_emp_mean_0215,0.018912114706654923,0.0010643216419309012,17.769172364422097,5.09288426711511e-31,fe0215_mlo,~minmax_year,12,9204,9204,0.18128282893525727,0.17301568155978186,0.16332177551865557,0.16304628054846082,le5_panelsize40-acco-one,fe0215_mlo~wage_agreement_fail_07+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
prod_res_mean_0215,0.0691259855422414,0.012188476927672299,5.671421126071966,1.7347826476672585e-7,fe0215_mlo,~minmax_year,12,9204,9204,0.18128282893525727,0.17301568155978186,0.16332177551865557,0.16304628054846082,le5_panelsize40-acco-one,fe0215_mlo~wage_agreement_fail_07+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
wage_agreement_fail_07,0.03162987248943353,0.00232350754595338,13.612984620824713,1.798035402180247e-23,fe0215_mlo,~minmax_year,12,9204,9204,0.2221312690185805,0.20793030192277007,0.006628761975251085,0.006518851459868857,le5_panelsize40-acco-one,fe0215_mlo~wage_agreement_fail_07 | minmax_year+naf2d_num_main
wage_agreement_share_07,0.056903617205758074,0.0011404137965125628,49.897341982157634,7.475926112077936e-67,fe0215_mlo,~minmax_year,12,9204,9204,0.05723956107004691,0.047928857733747665,0.03655724097083812,0.036451519171317726,le5_panelsize40-acco-one,fe0215_mlo~wage_agreement_share_07 | minmax_year
wage_agreement_share_07,0.03144975584203093,0.0014222029428530825,22.113409341524456,6.359756253499478e-38,fe0215_mlo,~minmax_year,12,9204,9204,0.08385836393899537,0.07470901265699892,0.06376000831141648,0.06355451226407483,le5_panelsize40-acco-one,fe0215_mlo~wage_agreement_share_07+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,0.014234890167479525,6.490009820584627e-4,21.933541798858528,1.1768174807250578e-37,fe0215_mlo,~minmax_year,12,9204,9204,0.08385836393899537,0.07470901265699892,0.06376000831141648,0.06355451226407483,le5_panelsize40-acco-one,fe0215_mlo~wage_agreement_share_07+ln_emp_mean_0215 | minmax_year
wage_agreement_share_07,0.0336249701610589,0.001802101957294559,18.65875014726639,1.637157523348736e-32,fe0215_mlo,~minmax_year,12,9204,9204,0.19057019359767813,0.18239682709685345,0.17281288679675355,0.17254051698667672,le5_panelsize40-acco-one,fe0215_mlo~wage_agreement_share_07+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
ln_emp_mean_0215,0.015459694576578295,0.0014692333405100465,10.522286794289217,2.689096867917116e-17,fe0215_mlo,~minmax_year,12,9204,9204,0.19057019359767813,0.18239682709685345,0.17281288679675355,0.17254051698667672,le5_panelsize40-acco-one,fe0215_mlo~wage_agreement_share_07+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
prod_res_mean_0215,0.06961728266039457,0.012310848289835447,5.654954152743045,1.8615628933555645e-7,fe0215_mlo,~minmax_year,12,9204,9204,0.19057019359767813,0.18239682709685345,0.17281288679675355,0.17254051698667672,le5_panelsize40-acco-one,fe0215_mlo~wage_agreement_share_07+ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
