variable,beta,std_error,tval,pval,dep_var,errors,reg_id,n_siren,n_obs,r2,ar2,wr2,war2_adj,sample,formula
ln_emp_mean_0215,0.02747113215939053,6.649112188483617e-4,41.315489016670575,1.6540276609269743e-65,fe0215_god2,~minmax_year,12,25273,25273,0.1141288068730818,0.1105035244664676,0.0891926411760775,0.08915645351034485,panelpanSIZE2-fixed-one,fe0215_god2~ln_emp_mean_0215 | minmax_year
before1994,-0.0030720974683349973,0.001906189371094892,-1.6116433733813247,0.11012972321536355,fe0215_mlo_le,~minmax_year,12,25273,25273,0.10126076290950126,0.09747524438722543,0.08000491090695983,0.07985868264834217,panelpanSIZE2-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year
maxmfg,-4.692060647608666e-4,0.002425754555801529,-0.19342685089004372,0.8470093432463396,fe0215_mlo_le,~minmax_year,12,25273,25273,0.10126076290950126,0.09747524438722543,0.08000491090695983,0.07985868264834217,panelpanSIZE2-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year
ln_emp_mean_0215,0.02446873371239018,6.569040742177742e-4,37.24856439888422,3.356426772739157e-61,fe0215_mlo_le,~minmax_year,12,25273,25273,0.2844473937640791,0.2792855818901522,0.08397620649678017,0.08386668230960104,panelpanSIZE2-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
tfp_cd_mean_0215,0.01309020751423275,0.002551808050630188,5.129777496783124,1.3874544080088918e-6,fe0215_mlo_le,~minmax_year,12,25273,25273,0.2844473937640791,0.2792855818901522,0.08397620649678017,0.08386668230960104,panelpanSIZE2-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
before1994,0.0012876055870993316,0.0015835243563528157,0.8131264807728968,0.4180394985531687,fe0215_mlo_le,~minmax_year,12,25273,25273,0.2844473937640791,0.2792855818901522,0.08397620649678017,0.08386668230960104,panelpanSIZE2-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
ln_emp_mean_0215,0.02564404693018827,4.410301521067752e-4,58.145790730380135,5.038620967537336e-80,fe0215_mlo_le,~minmax_year,12,25273,25273,0.09936484701045678,0.09557134282954238,0.07806415518553289,0.07791761845425826,panelpanSIZE2-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year
tfp_tl_mean_0215,-7.82012776200827e-5,0.006442487614664556,-0.012138366776535037,0.9903389324625702,fe0215_mlo_le,~minmax_year,12,25273,25273,0.09936484701045678,0.09557134282954238,0.07806415518553289,0.07791761845425826,panelpanSIZE2-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year
before1994,-0.003752296190879185,0.00202637424868867,-1.8517291133695628,0.06695724391121012,fe0215_mlo_le,~minmax_year,12,25273,25273,0.09936484701045678,0.09557134282954238,0.07806415518553289,0.07791761845425826,panelpanSIZE2-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year
maxmfg,1.7935141306635316e-4,0.0021513056259755735,0.08336863479591419,0.9337218228851454,fe0215_mlo_le,~minmax_year,12,25273,25273,0.09936484701045678,0.09557134282954238,0.07806415518553289,0.07791761845425826,panelpanSIZE2-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year
ln_emp_mean_0215,0.024736698091638035,6.460681223252418e-4,38.28806473628358,2.4388884669056508e-62,fe0215_mlo_le,~minmax_year,12,25273,25273,0.2833844653137233,0.278214985748213,0.08261548508673666,0.08250579820519588,panelpanSIZE2-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
tfp_tl_mean_0215,-0.005933209495479539,0.0032566422888338797,-1.8218793988590223,0.07140376376029917,fe0215_mlo_le,~minmax_year,12,25273,25273,0.2833844653137233,0.278214985748213,0.08261548508673666,0.08250579820519588,panelpanSIZE2-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
before1994,9.440143545718406e-4,0.001610470497604531,0.5861730196088658,0.5590541690190362,fe0215_mlo_le,~minmax_year,12,25273,25273,0.2833844653137233,0.278214985748213,0.08261548508673666,0.08250579820519588,panelpanSIZE2-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
ln_emp_mean_0215,0.02659148351698966,5.4717436053747e-4,48.59782445008897,2.3592290743660496e-72,fe0215_mlo,~minmax_year,12,25273,25273,0.10692029669628833,0.1032655146453415,0.0842186004944726,0.08418221520306224,panelpanSIZE2-fixed-one,fe0215_mlo~ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,-0.05398192669373242,0.010015844255281457,-5.389653165310273,4.5678897415659854e-7,fe0215_mlo,~minmax_year,12,25273,25273,0.22602249717109246,0.2228242430271713,0.20634832691365157,0.20628525859887992,panelpanSIZE2-fixed-one,fe0215_mlo~ln_emp_mean_0215+ln_va_mean_0215 | minmax_year
ln_va_mean_0215,0.07957287027789797,0.009029700126990775,8.812349154325274,3.429869968276469e-14,fe0215_mlo,~minmax_year,12,25273,25273,0.22602249717109246,0.2228242430271713,0.20634832691365157,0.20628525859887992,panelpanSIZE2-fixed-one,fe0215_mlo~ln_emp_mean_0215+ln_va_mean_0215 | minmax_year
ln_emp_mean_0215,0.025947019983973717,0.0013057741799685127,19.870985643627446,7.520510533955128e-37,fe0215_mlo,~minmax_year,12,25273,25273,0.23143297517296957,0.2282570783761636,0.21189633690450016,0.21183370946782687,panelpanSIZE2-fixed-one,fe0215_mlo~ln_emp_mean_0215+ln_apl_mean_0215 | minmax_year
ln_apl_mean_0215,0.08564916973520066,0.011421899030021035,7.498680342916928,2.4479858970746333e-11,fe0215_mlo,~minmax_year,12,25273,25273,0.23143297517296957,0.2282570783761636,0.21189633690450016,0.21183370946782687,panelpanSIZE2-fixed-one,fe0215_mlo~ln_emp_mean_0215+ln_apl_mean_0215 | minmax_year
ln_emp_mean_0215,0.025874026499518015,0.0010591406375797972,24.429264236940043,2.0280961727174796e-44,fe0215_mlo,~minmax_year,12,25273,25273,0.22109898575403097,0.21788038652160957,0.20129966198562943,0.2012361924737084,panelpanSIZE2-fixed-one,fe0215_mlo~ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
prod_res_mean_0215,0.08355308136738415,0.012966814846909001,6.443608731507517,3.910563870940466e-9,fe0215_mlo,~minmax_year,12,25273,25273,0.22109898575403097,0.21788038652160957,0.20129966198562943,0.2012361924737084,panelpanSIZE2-fixed-one,fe0215_mlo~ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
ln_emp_mean_0215,0.026215382812396302,5.867151991845107e-4,44.681615285974665,8.491722086115268e-69,fe0215_mlo,~minmax_year,12,25273,25273,0.10884412561357049,0.10516166332271748,0.086191332303023,0.0861187155938925,panelpanSIZE2-fixed-one,fe0215_mlo~ln_emp_mean_0215+tfp_cd_mean_0215 | minmax_year
tfp_cd_mean_0215,0.015975808946471576,0.004037169710319767,3.957180424106125,1.4036275130131388e-4,fe0215_mlo,~minmax_year,12,25273,25273,0.10884412561357049,0.10516166332271748,0.086191332303023,0.0861187155938925,panelpanSIZE2-fixed-one,fe0215_mlo~ln_emp_mean_0215+tfp_cd_mean_0215 | minmax_year
ln_emp_mean_0215,0.02658495021682866,5.373819543634351e-4,49.47123735913371,4.125826756514392e-73,fe0215_mlo,~minmax_year,12,25273,25273,0.10692763392790139,0.10323725224991753,0.08422612423531028,0.08415335135897806,panelpanSIZE2-fixed-one,fe0215_mlo~ln_emp_mean_0215+tfp_tl_mean_0215 | minmax_year
tfp_tl_mean_0215,-0.0015087420628542543,0.006483573068419158,-0.23270225336137376,0.8164589178286721,fe0215_mlo,~minmax_year,12,25273,25273,0.10692763392790139,0.10323725224991753,0.08422612423531028,0.08415335135897806,panelpanSIZE2-fixed-one,fe0215_mlo~ln_emp_mean_0215+tfp_tl_mean_0215 | minmax_year
before1994,0.009007304617575432,0.0017497454434944734,5.147780010552079,1.2858556799854238e-6,fe0215_mlo,~minmax_year,12,25273,25273,0.02544374008207606,0.021455528600827556,6.709453780958663e-4,6.312406200751353e-4,panelpanSIZE2-fixed-one,fe0215_mlo~before1994 | minmax_year
