variable,beta,std_error,tval,pval,dep_var,errors,reg_id,n_siren,n_obs,r2,ar2,wr2,war2_adj,sample,formula
tfp_cd_mean_0215,0.011177659840852401,0.00586237495419117,1.9066777420746845,0.059376415859502776,fe0215_god2,~minmax_year,12,21840,21840,0.10822153532657053,0.10387199696300442,0.030700953357514216,0.030522552023755867,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_god2~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year
before1994,-0.006817589000898505,0.003977974394479818,-1.7138343098334625,0.08959663074868016,fe0215_god2,~minmax_year,12,21840,21840,0.10822153532657053,0.10387199696300442,0.030700953357514216,0.030522552023755867,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_god2~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year
maxmfg,0.03423927716209883,0.00731230222697948,4.682420952975597,8.760371266070488e-6,fe0215_god2,~minmax_year,12,21840,21840,0.10822153532657053,0.10387199696300442,0.030700953357514216,0.030522552023755867,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_god2~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year
ln_emp_mean_0215,0.004117369907233469,7.947301985989606e-4,5.180839880618642,1.1178529279755543e-6,fe0215_god2,~minmax_year,12,21840,21840,0.3209183741452042,0.31524316063150404,0.005569470274714217,0.005431724795483706,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_god2~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
tfp_cd_mean_0215,3.067959414250708e-4,0.010165300822888051,0.030180704611740886,0.9759819119500555,fe0215_god2,~minmax_year,12,21840,21840,0.3209183741452042,0.31524316063150404,0.005569470274714217,0.005431724795483706,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_god2~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
before1994,-0.0032899769329922247,0.0033106401093520327,-0.9937585555429483,0.322692074085131,fe0215_god2,~minmax_year,12,21840,21840,0.3209183741452042,0.31524316063150404,0.005569470274714217,0.005431724795483706,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_god2~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
ln_emp_mean_0215,-0.002161943501354896,9.66995837520078e-4,-2.2357319623002065,0.027548301547041826,fe0215_god2,~minmax_year,12,21840,21840,0.10670148260750478,0.10234453037616975,0.02904876538729162,0.028870059965193873,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_god2~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year
tfp_tl_mean_0215,0.0058049319564897625,0.004565690186415878,1.271424849141309,0.2064691343325697,fe0215_god2,~minmax_year,12,21840,21840,0.10670148260750478,0.10234453037616975,0.02904876538729162,0.028870059965193873,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_god2~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year
before1994,-0.007309829820545402,0.003662181386350976,-1.9960316132317437,0.048596116589425926,fe0215_god2,~minmax_year,12,21840,21840,0.10670148260750478,0.10234453037616975,0.02904876538729162,0.028870059965193873,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_god2~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year
maxmfg,0.03449699899133367,0.0070343866070921865,4.904052182254699,3.5566920780562888e-6,fe0215_god2,~minmax_year,12,21840,21840,0.10670148260750478,0.10234453037616975,0.02904876538729162,0.028870059965193873,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_god2~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year
ln_emp_mean_0215,0.0044968634723508245,6.549954144044464e-4,6.86548848046454,5.298306531515579e-10,fe0215_god2,~minmax_year,12,21840,21840,0.3214675629072141,0.3157969390678109,0.006373688870434879,0.0062360547891074924,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_god2~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
tfp_tl_mean_0215,0.010577332136457371,0.006391446193427355,1.6549200003177016,0.10101465060013046,fe0215_god2,~minmax_year,12,21840,21840,0.3214675629072141,0.3157969390678109,0.006373688870434879,0.0062360547891074924,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_god2~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
before1994,-0.0031136475572159546,0.003977224850985791,-0.7828693810067613,0.43551767073977266,fe0215_god2,~minmax_year,12,21840,21840,0.3214675629072141,0.3157969390678109,0.006373688870434879,0.0062360547891074924,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_god2~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
ln_emp_mean_0215,-0.0040705133709825845,0.0012860799193907034,-3.16505476029129,0.002044332532260929,fe0215_mlo_le,~minmax_year,12,21840,21840,0.08952281572128962,0.08520835353962297,0.008263970546040111,0.008218344118479659,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_mlo_le~ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,-0.051362143628620044,0.011163163855775099,-4.601038226456614,1.2124944331484497e-5,fe0215_mlo_le,~minmax_year,12,21840,21840,0.15999131170694425,0.1559719464627538,0.08502168355317052,0.08493748955119707,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_mlo_le~ln_emp_mean_0215+ln_va_mean_0215 | minmax_year
ln_va_mean_0215,0.046468814204305764,0.012221830405734263,3.8021157765782307,2.445038948881138e-4,fe0215_mlo_le,~minmax_year,12,21840,21840,0.15999131170694425,0.1559719464627538,0.08502168355317052,0.08493748955119707,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_mlo_le~ln_emp_mean_0215+ln_va_mean_0215 | minmax_year
ln_emp_mean_0215,-0.0049766058628298235,0.00116992618405539,-4.253777657645969,4.6714418684255e-5,fe0215_mlo_le,~minmax_year,12,21840,21840,0.16071906713969297,0.1567031841391192,0.08581439016433046,0.0857302691052243,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_mlo_le~ln_emp_mean_0215+ln_apl_mean_0215 | minmax_year
ln_apl_mean_0215,0.049533087524585594,0.014617885246057866,3.3885262259767446,9.998451131056263e-4,fe0215_mlo_le,~minmax_year,12,21840,21840,0.16071906713969297,0.1567031841391192,0.08581439016433046,0.0857302691052243,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_mlo_le~ln_emp_mean_0215+ln_apl_mean_0215 | minmax_year
ln_emp_mean_0215,-0.004607011664174494,0.0012675466741646397,-3.6345893670627047,4.381543895253956e-4,fe0215_mlo_le,~minmax_year,12,21840,21840,0.17170828798251014,0.1677449874051088,0.09778438395838907,0.09770136434798726,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_mlo_le~ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
prod_res_mean_0215,0.06356023964046435,0.01085556411561748,5.855083988590025,5.845884951263645e-8,fe0215_mlo_le,~minmax_year,12,21840,21840,0.17170828798251014,0.1677449874051088,0.09778438395838907,0.09770136434798726,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_mlo_le~ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
ln_emp_mean_0215,-0.004213337614957808,0.0012261611348449396,-3.436202221081348,8.547150414067364e-4,fe0215_mlo_le,~minmax_year,12,21840,21840,0.09172429697435946,0.08737828026791061,0.01066193099418311,0.010570894594918778,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_mlo_le~ln_emp_mean_0215+tfp_cd_mean_0215 | minmax_year
tfp_cd_mean_0215,0.012353484410053121,0.005285537263031754,2.3372239746479875,0.02138115136004486,fe0215_mlo_le,~minmax_year,12,21840,21840,0.09172429697435946,0.08737828026791061,0.01066193099418311,0.010570894594918778,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_mlo_le~ln_emp_mean_0215+tfp_cd_mean_0215 | minmax_year
ln_emp_mean_0215,-0.0038293878993158497,0.0012616329302992764,-3.035263116037616,0.003049832268959395,fe0215_mlo_le,~minmax_year,12,21840,21840,0.0899924532267391,0.0856381498053258,0.008775522557424309,0.008684312575602982,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_mlo_le~ln_emp_mean_0215+tfp_tl_mean_0215 | minmax_year
tfp_tl_mean_0215,0.007995179162667843,0.0045253721743852655,1.7667451105839536,0.0802622055561287,fe0215_mlo_le,~minmax_year,12,21840,21840,0.0899924532267391,0.0856381498053258,0.008775522557424309,0.008684312575602982,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_mlo_le~ln_emp_mean_0215+tfp_tl_mean_0215 | minmax_year
before1994,-0.010534926381020791,0.005025209789370719,-2.096415238882997,0.03851934630719757,fe0215_mlo_le,~minmax_year,12,21840,21840,0.08332459036560746,0.07898075676272087,0.0015125620428443343,0.0014666250057649988,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_mlo_le~before1994 | minmax_year
maxmfg,0.028714225246692236,0.006951948429680137,4.130385249134162,7.427463430261197e-5,fe0215_mlo_le,~minmax_year,12,21840,21840,0.09530909392399611,0.09102205107683803,0.014566666175491294,0.014521329713684805,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_mlo_le~maxmfg | minmax_year
ln_emp_mean_0215,-0.003476037863448132,9.204188913749318e-4,-3.776582484368165,2.675334264046002e-4,fe0215_mlo_le,~minmax_year,12,21840,21840,0.17884128445313419,0.17483618511811516,0.10555399062183313,0.10538936613200145,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_mlo_le~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year
prod_res_mean_0215,0.06267350430228702,0.010498493401033466,5.969761746587132,3.48092444245494e-8,fe0215_mlo_le,~minmax_year,12,21840,21840,0.17884128445313419,0.17483618511811516,0.10555399062183313,0.10538936613200145,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_mlo_le~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year
before1994,-0.0021442147707510122,0.0036707239073593577,-0.5841394844357869,0.5604161503184824,fe0215_mlo_le,~minmax_year,12,21840,21840,0.17884128445313419,0.17483618511811516,0.10555399062183313,0.10538936613200145,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_mlo_le~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year
maxmfg,0.02166689192639893,0.009022340160467792,2.401471407754542,0.018139560728373135,fe0215_mlo_le,~minmax_year,12,21840,21840,0.17884128445313419,0.17483618511811516,0.10555399062183313,0.10538936613200145,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_mlo_le~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year
ln_emp_mean_0215,0.002352150016181248,7.482763979538892e-4,3.1434240377125913,0.0021870029587713635,fe0215_mlo_le,~minmax_year,12,21840,21840,0.35192505150429076,0.34650896665445585,0.05898201381132939,0.05885166687446697,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_mlo_le~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
prod_res_mean_0215,0.05442326597981217,0.009480290795022639,5.74067474896293,9.761702460297212e-8,fe0215_mlo_le,~minmax_year,12,21840,21840,0.35192505150429076,0.34650896665445585,0.05898201381132939,0.05885166687446697,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_mlo_le~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
before1994,0.001096250586381964,0.004758271519545167,0.2303884050918457,0.8182514105473065,fe0215_mlo_le,~minmax_year,12,21840,21840,0.35192505150429076,0.34650896665445585,0.05898201381132939,0.05885166687446697,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_mlo_le~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
ln_emp_mean_0215,-0.0028331176072076197,9.128050883703738e-4,-3.1037487009034646,0.0024730334146150098,fe0215_mlo_le,~minmax_year,12,21840,21840,0.10113462473236234,0.09675052084526126,0.020912117652046036,0.020731914664451456,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_mlo_le~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year
tfp_cd_mean_0215,0.011440281878742515,0.00521399699575866,2.194148153144055,0.030494250363115594,fe0215_mlo_le,~minmax_year,12,21840,21840,0.10113462473236234,0.09675052084526126,0.020912117652046036,0.020731914664451456,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_mlo_le~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year
before1994,-0.0051362403510176345,0.0040907294368036475,-1.255580558520368,0.21213676371424442,fe0215_mlo_le,~minmax_year,12,21840,21840,0.10113462473236234,0.09675052084526126,0.020912117652046036,0.020731914664451456,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_mlo_le~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year
maxmfg,0.02458260211886961,0.0067205696987707635,3.6578152181601404,4.0453002434368544e-4,fe0215_mlo_le,~minmax_year,12,21840,21840,0.10113462473236234,0.09675052084526126,0.020912117652046036,0.020731914664451456,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_mlo_le~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year
ln_emp_mean_0215,0.00348421500761966,7.733375814981714e-4,4.505425691157748,1.7687915275060463e-5,fe0215_mlo_le,~minmax_year,12,21840,21840,0.3140812889845024,0.3083489366577038,0.004032102109242985,0.0038941436784704075,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_mlo_le~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
tfp_cd_mean_0215,2.7325313717733817e-4,0.009722911233248357,0.028104045241401036,0.9776340814211193,fe0215_mlo_le,~minmax_year,12,21840,21840,0.3140812889845024,0.3083489366577038,0.004032102109242985,0.0038941436784704075,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_mlo_le~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
before1994,-0.0018027438110645839,0.003822165652135991,-0.4716550707469031,0.6381803701794917,fe0215_mlo_le,~minmax_year,12,21840,21840,0.3140812889845024,0.3083489366577038,0.004032102109242985,0.0038941436784704075,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_mlo_le~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
ln_emp_mean_0215,-0.002449835832626358,9.630581991276964e-4,-2.5438087073505335,0.012465216463518369,fe0215_mlo_le,~minmax_year,12,21840,21840,0.09965674232299004,0.09526543024855194,0.01930233625611577,0.01912183698519243,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_mlo_le~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year
tfp_tl_mean_0215,0.007406235408013753,0.004413962022362489,1.6779109948140665,0.09642610805641849,fe0215_mlo_le,~minmax_year,12,21840,21840,0.09965674232299004,0.09526543024855194,0.01930233625611577,0.01912183698519243,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_mlo_le~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year
before1994,-0.0055666753779181986,0.003793224994637771,-1.4675310285541818,0.14530845715739651,fe0215_mlo_le,~minmax_year,12,21840,21840,0.09965674232299004,0.09526543024855194,0.01930233625611577,0.01912183698519243,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_mlo_le~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year
maxmfg,0.024841590690590193,0.006461904754884167,3.844313965137589,2.1052622088812436e-4,fe0215_mlo_le,~minmax_year,12,21840,21840,0.09965674232299004,0.09526543024855194,0.01930233625611577,0.01912183698519243,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_mlo_le~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year
ln_emp_mean_0215,0.0039505736293521335,6.437374521983114e-4,6.136933024265162,1.6222710207689914e-8,fe0215_mlo_le,~minmax_year,12,21840,21840,0.31493509087217497,0.30920987392914534,0.005271839788976829,0.0051340530828805075,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_mlo_le~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
tfp_tl_mean_0215,0.013066337441375803,0.006192998041361964,2.1098565434879832,0.03731744035793439,fe0215_mlo_le,~minmax_year,12,21840,21840,0.31493509087217497,0.30920987392914534,0.005271839788976829,0.0051340530828805075,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_mlo_le~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
before1994,-0.0015764674940942159,0.004476540832151355,-0.3521619824780176,0.7254433469300066,fe0215_mlo_le,~minmax_year,12,21840,21840,0.31493509087217497,0.30920987392914534,0.005271839788976829,0.0051340530828805075,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_mlo_le~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
ln_emp_mean_0215,-0.0041452053534230095,0.0012407339736352913,-3.340929999101867,0.0011675891096703756,fe0215_mlo,~minmax_year,12,21840,21840,0.08737751390717241,0.08305288582162029,0.008535101617060503,0.008489487663325579,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_mlo~ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,-0.05509548464263049,0.011451282746614859,-4.811293709337271,5.201428320782432e-6,fe0215_mlo,~minmax_year,12,21840,21840,0.16905203969509275,0.16507602921100206,0.09726557521899926,0.09718250786912286,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_mlo~ln_emp_mean_0215+ln_va_mean_0215 | minmax_year
ln_va_mean_0215,0.05006380725403963,0.012409636277302868,4.0342687033951155,1.0596188076336485e-4,fe0215_mlo,~minmax_year,12,21840,21840,0.16905203969509275,0.16507602921100206,0.09726557521899926,0.09718250786912286,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_mlo~ln_emp_mean_0215+ln_va_mean_0215 | minmax_year
ln_emp_mean_0215,-0.005122622674318206,0.0011200202645692378,-4.573687491528001,1.3514421588509296e-5,fe0215_mlo,~minmax_year,12,21840,21840,0.1701029715862853,0.16613198971579868,0.09840729821682859,0.09832433592542922,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_mlo~ln_emp_mean_0215+ln_apl_mean_0215 | minmax_year
ln_apl_mean_0215,0.053432180643331086,0.014747920794366657,3.6230314353017725,0.00045585743396661047,fe0215_mlo,~minmax_year,12,21840,21840,0.1701029715862853,0.16613198971579868,0.09840729821682859,0.09832433592542922,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_mlo~ln_emp_mean_0215+ln_apl_mean_0215 | minmax_year
ln_emp_mean_0215,-0.004709531244658879,0.0012044425196013578,-3.9101336660031096,1.6635413045390168e-4,fe0215_mlo,~minmax_year,12,21840,21840,0.17817741389908548,0.17424506750136315,0.10717930005674936,0.10709714494288303,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_mlo~ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
prod_res_mean_0215,0.06685704192807175,0.011480626065605692,5.823466555396823,6.738850574422267e-8,fe0215_mlo,~minmax_year,12,21840,21840,0.17817741389908548,0.17424506750136315,0.10717930005674936,0.10709714494288303,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_mlo~ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
ln_emp_mean_0215,-0.0043003793936533564,0.0011800521067747865,-3.644228393784043,4.2389046929647674e-4,fe0215_mlo,~minmax_year,12,21840,21840,0.08997238812967756,0.08561798869859805,0.011354149741052089,0.011263177038014716,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_mlo~ln_emp_mean_0215+tfp_cd_mean_0215 | minmax_year
tfp_cd_mean_0215,0.013421671513717785,0.005825485404629679,2.303957624381172,0.02325289146529607,fe0215_mlo,~minmax_year,12,21840,21840,0.08997238812967756,0.08561798869859805,0.011354149741052089,0.011263177038014716,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_mlo~ln_emp_mean_0215+tfp_cd_mean_0215 | minmax_year
ln_emp_mean_0215,-0.003934512491521123,0.0012177858000238483,-3.2308740103917057,0.0016617328327086429,fe0215_mlo,~minmax_year,12,21840,21840,0.08773556358640044,0.0833704611531354,0.008924083583033648,0.008832887271424172,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_mlo~ln_emp_mean_0215+tfp_tl_mean_0215 | minmax_year
tfp_tl_mean_0215,0.006986102163147032,0.0044007833483139455,1.5874678688337587,0.11550193866928109,fe0215_mlo,~minmax_year,12,21840,21840,0.08773556358640044,0.0833704611531354,0.008924083583033648,0.008832887271424172,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_mlo~ln_emp_mean_0215+tfp_tl_mean_0215 | minmax_year
before1994,-0.011578355949524563,0.00457964549270049,-2.528221009241728,0.012997457491064868,fe0215_mlo,~minmax_year,12,21840,21840,0.08119601444890967,0.07684209420085286,0.001819575947208385,0.0017736530348025914,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_mlo~before1994 | minmax_year
maxmfg,0.03409704093319907,0.006828710209972484,4.993189033472905,2.459173190273055e-6,fe0215_mlo,~minmax_year,12,21840,21840,0.09835065856381675,0.09407802872539528,0.020456227731889265,0.020411162228932467,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_mlo~maxmfg | minmax_year
ln_emp_mean_0215,-0.0032784840022270735,9.020396614225643e-4,-3.6345231173723898,4.382539815160414e-4,fe0215_mlo,~minmax_year,12,21840,21840,0.18940429578182116,0.18545071621861642,0.11937608402235023,0.11921400351510736,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_mlo~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year
prod_res_mean_0215,0.06573248347331714,0.010965111727489455,5.994693452007998,3.108082202952881e-8,fe0215_mlo,~minmax_year,12,21840,21840,0.18940429578182116,0.18545071621861642,0.11937608402235023,0.11921400351510736,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_mlo~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year
before1994,-0.003039203183918846,0.0030679043696292454,-0.9906446934935369,0.32420333904877296,fe0215_mlo,~minmax_year,12,21840,21840,0.18940429578182116,0.18545071621861642,0.11937608402235023,0.11921400351510736,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_mlo~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year
maxmfg,0.027178347974177036,0.009146404906377359,2.9714787670538017,0.003696679988003975,fe0215_mlo,~minmax_year,12,21840,21840,0.18940429578182116,0.18545071621861642,0.11937608402235023,0.11921400351510736,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_mlo~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year
ln_emp_mean_0215,0.0027793611647354255,7.988054084562282e-4,3.47939702875425,7.405635028863637e-4,fe0215_mlo,~minmax_year,12,21840,21840,0.35649051743082283,0.3511125870427435,0.06206550898810359,0.0619355891675738,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_mlo~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
prod_res_mean_0215,0.055331158932197574,0.009912011296818402,5.582233239580548,1.9703050657158852e-7,fe0215_mlo,~minmax_year,12,21840,21840,0.35649051743082283,0.3511125870427435,0.06206550898810359,0.0619355891675738,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_mlo~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
before1994,-2.6727385957574094e-4,0.004254823841461672,-0.06281666868819735,0.950035425201414,fe0215_mlo,~minmax_year,12,21840,21840,0.35649051743082283,0.3511125870427435,0.06206550898810359,0.0619355891675738,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_mlo~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
ln_emp_mean_0215,-0.002608891780186036,9.091558773732983e-4,-2.8695758836466587,0.00499711876885132,fe0215_mlo,~minmax_year,12,21840,21840,0.10415936040718698,0.09979000929151782,0.026766749410497392,0.02658762397901726,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_mlo~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year
tfp_cd_mean_0215,0.012307975446657352,0.005670671806958853,2.170461607662328,0.03229215623639226,fe0215_mlo,~minmax_year,12,21840,21840,0.10415936040718698,0.09979000929151782,0.026766749410497392,0.02658762397901726,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_mlo~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year
before1994,-0.006155596895511466,0.0038092953899880127,-1.6159410771058207,0.10919600705239245,fe0215_mlo,~minmax_year,12,21840,21840,0.10415936040718698,0.09979000929151782,0.026766749410497392,0.02658762397901726,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_mlo~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year
maxmfg,0.030228711741930148,0.0067505301293885045,4.477975975594736,1.9696315734114346e-5,fe0215_mlo,~minmax_year,12,21840,21840,0.10415936040718698,0.09979000929151782,0.026766749410497392,0.02658762397901726,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_mlo~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year
ln_emp_mean_0215,0.003896941490688241,8.176003974026818e-4,4.766315553500071,6.245008882703151e-6,fe0215_mlo,~minmax_year,12,21840,21840,0.3174587316538695,0.311754605253895,0.005175503296452222,0.005037703246119296,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_mlo~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
tfp_cd_mean_0215,0.0017265623939382185,0.009786151003007513,0.1764291592688081,0.8603066245465606,fe0215_mlo,~minmax_year,12,21840,21840,0.3174587316538695,0.311754605253895,0.005175503296452222,0.005037703246119296,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_mlo~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
before1994,-0.003098797014516706,0.003334570675729201,-0.9292941478408052,0.3549307050858437,fe0215_mlo,~minmax_year,12,21840,21840,0.3174587316538695,0.311754605253895,0.005175503296452222,0.005037703246119296,panelpanSIZE1-fixed-exp(ln_emp_mean_0215),fe0215_mlo~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
