variable,beta,std_error,tval,pval,dep_var,errors,reg_id,n_siren,n_obs,r2,ar2,wr2,war2_adj,sample,formula
ln_emp_mean_0215,0.026136090008790462,9.611050106502358e-4,27.193792269492057,1.5305460061918123e-48,fe0215_god2,~minmax_year,12,21840,21840,0.10999421884900185,0.10577676414443093,0.0823676110027568,0.08232539383359061,panelpanSIZE1-fixed-one,fe0215_god2~ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,-0.05743070373513867,0.011864403389967184,-4.840589269217145,4.615048328758457e-6,fe0215_god2,~minmax_year,12,21840,21840,0.23768381292318808,0.23403619923761232,0.21402080892788833,0.21394848510078257,panelpanSIZE1-fixed-one,fe0215_god2~ln_emp_mean_0215+ln_va_mean_0215 | minmax_year
ln_va_mean_0215,0.08225404060909719,0.010235840096090356,8.035885656372713,1.7077604501015078e-12,fe0215_god2,~minmax_year,12,21840,21840,0.23768381292318808,0.23403619923761232,0.21402080892788833,0.21394848510078257,panelpanSIZE1-fixed-one,fe0215_god2~ln_emp_mean_0215+ln_va_mean_0215 | minmax_year
ln_emp_mean_0215,0.0252872072603754,0.0018929117897074177,13.358893635653237,3.886630719206373e-24,fe0215_god2,~minmax_year,12,21840,21840,0.24350014698902456,0.23988036393343948,0.22001768741685435,0.21994591540741482,panelpanSIZE1-fixed-one,fe0215_god2~ln_emp_mean_0215+ln_apl_mean_0215 | minmax_year
ln_apl_mean_0215,0.08858639171996625,0.012732845990119923,6.957312747574662,3.409679573073246e-10,fe0215_god2,~minmax_year,12,21840,21840,0.24350014698902456,0.23988036393343948,0.22001768741685435,0.21994591540741482,panelpanSIZE1-fixed-one,fe0215_god2~ln_emp_mean_0215+ln_apl_mean_0215 | minmax_year
ln_emp_mean_0215,0.025388044472887294,0.0015390830498615085,16.495564989278382,1.5141580562089574e-30,fe0215_god2,~minmax_year,12,21840,21840,0.22948209326097635,0.22579523509208477,0.20556450025336748,0.2054913982980192,panelpanSIZE1-fixed-one,fe0215_god2~ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
prod_res_mean_0215,0.08546051441259486,0.014140385314033117,6.043718930896646,2.4859106743213312e-8,fe0215_god2,~minmax_year,12,21840,21840,0.22948209326097635,0.22579523509208477,0.20556450025336748,0.2054913982980192,panelpanSIZE1-fixed-one,fe0215_god2~ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
ln_emp_mean_0215,0.025724923588276005,0.001019078899991257,25.243309020034374,1.1459398918167986e-45,fe0215_god2,~minmax_year,12,21840,21840,0.11219869206521838,0.10795064347882699,0.08464051311948351,0.08455628404316606,panelpanSIZE1-fixed-one,fe0215_god2~ln_emp_mean_0215+tfp_cd_mean_0215 | minmax_year
tfp_cd_mean_0215,0.01739164097589467,0.00424997025817748,4.092179455239941,8.559524073240682e-5,fe0215_god2,~minmax_year,12,21840,21840,0.11219869206521838,0.10795064347882699,0.08464051311948351,0.08455628404316606,panelpanSIZE1-fixed-one,fe0215_god2~ln_emp_mean_0215+tfp_cd_mean_0215 | minmax_year
ln_emp_mean_0215,0.02616138507806414,9.305842523000668e-4,28.112860295457057,7.658308898791218e-50,fe0215_god2,~minmax_year,12,21840,21840,0.11008868760629953,0.10583054284030247,0.08246501215821056,0.08238058289776962,panelpanSIZE1-fixed-one,fe0215_god2~ln_emp_mean_0215+tfp_tl_mean_0215 | minmax_year
tfp_tl_mean_0215,0.005565640378695842,0.0070988144192468,0.784023929912281,0.4348429841457193,fe0215_god2,~minmax_year,12,21840,21840,0.11008868760629953,0.10583054284030247,0.08246501215821056,0.08238058289776962,panelpanSIZE1-fixed-one,fe0215_god2~ln_emp_mean_0215+tfp_tl_mean_0215 | minmax_year
before1994,0.006743255395063678,0.0013128144270233384,5.13648788149995,1.3486998119075356e-6,fe0215_god2,~minmax_year,12,21840,21840,0.030484548842598325,0.02589032306650285,3.8988683336738106e-4,3.43898145790722e-4,panelpanSIZE1-fixed-one,fe0215_god2~before1994 | minmax_year
maxmfg,0.019877582490182122,0.00530471245934853,3.747155504187927,2.966329023436425e-4,fe0215_god2,~minmax_year,12,21840,21840,0.03395342319281802,0.02937563531045051,0.0039664382721756875,0.003920614129659716,panelpanSIZE1-fixed-one,fe0215_god2~maxmfg | minmax_year
ln_emp_mean_0215,0.024504512800842194,0.0014290563577041683,17.147338289869545,8.207581779115289e-32,fe0215_god2,~minmax_year,12,21840,21840,0.23244839298234132,0.22870475564079285,0.208622876679055,0.2084772222138047,panelpanSIZE1-fixed-one,fe0215_god2~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year
prod_res_mean_0215,0.08700803135253758,0.014036494547646668,6.198700897662884,1.2208071808163901e-8,fe0215_god2,~minmax_year,12,21840,21840,0.23244839298234132,0.22870475564079285,0.208622876679055,0.2084772222138047,panelpanSIZE1-fixed-one,fe0215_god2~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year
before1994,2.8041744052948044e-4,0.0012048602995612594,0.2327385512092915,0.8164308063344523,fe0215_god2,~minmax_year,12,21840,21840,0.23244839298234132,0.22870475564079285,0.208622876679055,0.2084772222138047,panelpanSIZE1-fixed-one,fe0215_god2~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year
maxmfg,0.01780600385251749,0.0032885810779550834,5.4144944066848675,4.101701183374856e-7,fe0215_god2,~minmax_year,12,21840,21840,0.23244839298234132,0.22870475564079285,0.208622876679055,0.2084772222138047,panelpanSIZE1-fixed-one,fe0215_god2~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year
ln_emp_mean_0215,0.024363911128391806,0.0013430502957091045,18.140728762155653,1.0709386944026791e-33,fe0215_god2,~minmax_year,12,21840,21840,0.36158212788158195,0.35624674904450404,0.1485306377161959,0.14841269478116725,panelpanSIZE1-fixed-one,fe0215_god2~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
prod_res_mean_0215,0.06196136678486777,0.010580715754104384,5.856065716615838,5.8201069906104984e-8,fe0215_god2,~minmax_year,12,21840,21840,0.36158212788158195,0.35624674904450404,0.1485306377161959,0.14841269478116725,panelpanSIZE1-fixed-one,fe0215_god2~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
before1994,0.0011811004313952937,9.96617314845674e-4,1.1851092829730605,0.23872804346277482,fe0215_god2,~minmax_year,12,21840,21840,0.36158212788158195,0.35624674904450404,0.1485306377161959,0.14841269478116725,panelpanSIZE1-fixed-one,fe0215_god2~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
ln_emp_mean_0215,0.025727867757763628,8.204789845299666e-4,31.357131922766463,3.4975396155579844e-54,fe0215_god2,~minmax_year,12,21840,21840,0.11267124032664777,0.10834340484487459,0.08512772971878613,0.08495934573677144,panelpanSIZE1-fixed-one,fe0215_god2~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year
tfp_cd_mean_0215,0.016963475886065216,0.004232070197932716,4.008316283210884,1.1652595789328307e-4,fe0215_god2,~minmax_year,12,21840,21840,0.11267124032664777,0.10834340484487459,0.08512772971878613,0.08495934573677144,panelpanSIZE1-fixed-one,fe0215_god2~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year
before1994,-0.006050052071190298,0.0012551232194695605,-4.820285353136218,5.014152106752504e-6,fe0215_god2,~minmax_year,12,21840,21840,0.11267124032664777,0.10834340484487459,0.08512772971878613,0.08495934573677144,panelpanSIZE1-fixed-one,fe0215_god2~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year
maxmfg,0.00458848969798847,0.0037891754491477204,1.2109467507028568,0.22871412441384623,fe0215_god2,~minmax_year,12,21840,21840,0.11267124032664777,0.10834340484487459,0.08512772971878613,0.08495934573677144,panelpanSIZE1-fixed-one,fe0215_god2~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year
ln_emp_mean_0215,0.02512452672174379,9.602759036210581e-4,26.16386251805645,4.816665959202024e-47,fe0215_god2,~minmax_year,12,21840,21840,0.3180982156086868,0.31239943349700394,0.09053536429167752,0.09040938802853571,panelpanSIZE1-fixed-one,fe0215_god2~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
tfp_cd_mean_0215,0.012201603361626167,0.0022569782773555953,5.406167832471238,4.252522832527872e-7,fe0215_god2,~minmax_year,12,21840,21840,0.3180982156086868,0.31239943349700394,0.09053536429167752,0.09040938802853571,panelpanSIZE1-fixed-one,fe0215_god2~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
before1994,-0.0013196323982957673,9.958274011078695e-4,-1.325161766815877,0.18807830016121788,fe0215_god2,~minmax_year,12,21840,21840,0.3180982156086868,0.31239943349700394,0.09053536429167752,0.09040938802853571,panelpanSIZE1-fixed-one,fe0215_god2~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
ln_emp_mean_0215,0.02614819508303353,7.403421887980145e-4,35.31906661362435,5.177688982823954e-59,fe0215_god2,~minmax_year,12,21840,21840,0.11067614265158598,0.1063385763294522,0.08307070235489389,0.08290193977307914,panelpanSIZE1-fixed-one,fe0215_god2~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year
tfp_tl_mean_0215,0.0056164430086142626,0.006996894982080748,0.8027050603157738,0.42401164237235067,fe0215_god2,~minmax_year,12,21840,21840,0.11067614265158598,0.1063385763294522,0.08307070235489389,0.08290193977307914,panelpanSIZE1-fixed-one,fe0215_god2~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year
before1994,-0.006676471686296204,0.0012924070835232647,-5.165920066064092,1.1908364129401164e-6,fe0215_god2,~minmax_year,12,21840,21840,0.11067614265158598,0.1063385763294522,0.08307070235489389,0.08290193977307914,panelpanSIZE1-fixed-one,fe0215_god2~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year
maxmfg,0.0051774347913296544,0.0035137081059317186,1.4734959863596213,0.14369679094779872,fe0215_god2,~minmax_year,12,21840,21840,0.11067614265158598,0.1063385763294522,0.08307070235489389,0.08290193977307914,panelpanSIZE1-fixed-one,fe0215_god2~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year
ln_emp_mean_0215,0.025381466213145836,9.513430083081281e-4,26.679616070637163,8.456947579293516e-48,fe0215_god2,~minmax_year,12,21840,21840,0.31718775355489703,0.31148136253972647,0.08932106472679913,0.08919492026259102,panelpanSIZE1-fixed-one,fe0215_god2~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
tfp_tl_mean_0215,-0.004675928908117611,0.0042767963126936325,-1.0933251355084046,0.2768264640263081,fe0215_god2,~minmax_year,12,21840,21840,0.31718775355489703,0.31148136253972647,0.08932106472679913,0.08919492026259102,panelpanSIZE1-fixed-one,fe0215_god2~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
before1994,-0.0015354841884274283,0.0010114775833373923,-1.518060522271848,0.1320926047872399,fe0215_god2,~minmax_year,12,21840,21840,0.31718775355489703,0.31148136253972647,0.08932106472679913,0.08919492026259102,panelpanSIZE1-fixed-one,fe0215_god2~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
ln_emp_mean_0215,0.024139554248153602,7.643187482371399e-4,31.583098417813492,1.7992924072419147e-54,fe0215_mlo_le,~minmax_year,12,21840,21840,0.09444284765926247,0.09015169994620142,0.07106015818622813,0.07101742079932094,panelpanSIZE1-fixed-one,fe0215_mlo_le~ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,-0.057329590363461275,0.011126839005088363,-5.1523698992359055,1.2611366397997095e-6,fe0215_mlo_le,~minmax_year,12,21840,21840,0.2178018826076079,0.2140591356920888,0.19760448740389114,0.19753065298819328,panelpanSIZE1-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+ln_va_mean_0215 | minmax_year
ln_va_mean_0215,0.0801893435065408,0.009750095821283115,8.224467223337285,6.646158425141352e-13,fe0215_mlo_le,~minmax_year,12,21840,21840,0.2178018826076079,0.2140591356920888,0.19760448740389114,0.19753065298819328,panelpanSIZE1-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+ln_va_mean_0215 | minmax_year
ln_emp_mean_0215,0.0233073490554288,0.0016613696835762507,14.028996246794145,1.507872157204172e-25,fe0215_mlo_le,~minmax_year,12,21840,21840,0.2248683749025031,0.2211594405105023,0.20485344592366006,0.20478027853888192,panelpanSIZE1-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+ln_apl_mean_0215 | minmax_year
ln_apl_mean_0215,0.08684598118144705,0.012043079166753448,7.211277114344408,9.980994969793963e-11,fe0215_mlo_le,~minmax_year,12,21840,21840,0.2248683749025031,0.2211594405105023,0.20485344592366006,0.20478027853888192,panelpanSIZE1-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+ln_apl_mean_0215 | minmax_year
ln_emp_mean_0215,0.023400963531591688,0.001320738139162775,17.718094781775378,6.681157605879263e-33,fe0215_mlo_le,~minmax_year,12,21840,21840,0.21284840242078762,0.20908195355268366,0.19252310177375354,0.19244879978173823,panelpanSIZE1-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
prod_res_mean_0215,0.08438034791764207,0.013311404550677735,6.338951505560391,6.374341112738566e-9,fe0215_mlo_le,~minmax_year,12,21840,21840,0.21284840242078762,0.20908195355268366,0.19252310177375354,0.19244879978173823,panelpanSIZE1-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
ln_emp_mean_0215,0.023715894320837972,8.129154724917147e-4,29.17387492717416,2.647608469852211e-51,fe0215_mlo_le,~minmax_year,12,21840,21840,0.09682188328956409,0.09250025807042972,0.07350062367906784,0.07341536953815953,panelpanSIZE1-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+tfp_cd_mean_0215 | minmax_year
tfp_cd_mean_0215,0.01792009508589726,0.003981193514234144,4.501186647126476,1.798459985226769e-5,fe0215_mlo_le,~minmax_year,12,21840,21840,0.09682188328956409,0.09250025807042972,0.07350062367906784,0.07341536953815953,panelpanSIZE1-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+tfp_cd_mean_0215 | minmax_year
ln_emp_mean_0215,0.02417904156579156,7.327601493645204e-4,32.997211415987366,3.063106136224487e-56,fe0215_mlo_le,~minmax_year,12,21840,21840,0.09467685438823192,0.09034496540071757,0.07130020728001574,0.07121475066232807,panelpanSIZE1-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+tfp_tl_mean_0215 | minmax_year
tfp_tl_mean_0215,0.008688341870679486,0.006987892724610683,1.2433421938605305,0.21659199355267672,fe0215_mlo_le,~minmax_year,12,21840,21840,0.09467685438823192,0.09034496540071757,0.07130020728001574,0.07121475066232807,panelpanSIZE1-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+tfp_tl_mean_0215 | minmax_year
before1994,0.007192272037888035,0.0013165886580895052,5.4628087472094,3.324541186512682e-7,fe0215_mlo_le,~minmax_year,12,21840,21840,0.025608643699471134,0.020991312557634867,4.485635756590334e-4,4.02577587601316e-4,panelpanSIZE1-fixed-one,fe0215_mlo_le~before1994 | minmax_year
maxmfg,0.014645726040547122,0.0038146558431483863,3.839330897137873,2.142908085201063e-4,fe0215_mlo_le,~minmax_year,12,21840,21840,0.0272942054029216,0.022684861602613404,0.0021776487229888675,0.0021317422843030176,panelpanSIZE1-fixed-one,fe0215_mlo_le~maxmfg | minmax_year
ln_emp_mean_0215,0.02267994447779524,0.001276441665602119,17.76810103350609,5.373582495553389e-33,fe0215_mlo_le,~minmax_year,12,21840,21840,0.2145845165366752,0.21075375036324717,0.19430404466401108,0.19415575479048497,panelpanSIZE1-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year
prod_res_mean_0215,0.08561181529480968,0.013288512768628856,6.442543028360528,3.930129183787646e-9,fe0215_mlo_le,~minmax_year,12,21840,21840,0.2145845165366752,0.21075375036324717,0.19430404466401108,0.19415575479048497,panelpanSIZE1-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year
before1994,0.0018685523865760514,0.0011835091235744284,1.5788238124710512,0.11747279932576904,fe0215_mlo_le,~minmax_year,12,21840,21840,0.2145845165366752,0.21075375036324717,0.19430404466401108,0.19415575479048497,panelpanSIZE1-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year
maxmfg,0.013333228448265873,0.0022096270578929695,6.034153320415988,2.5968061503527792e-8,fe0215_mlo_le,~minmax_year,12,21840,21840,0.2145845165366752,0.21075375036324717,0.19430404466401108,0.19415575479048497,panelpanSIZE1-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year
ln_emp_mean_0215,0.02257245318061096,0.0011828810425273195,19.082606254626516,1.9635047498262675e-35,fe0215_mlo_le,~minmax_year,12,21840,21840,0.3403962059029533,0.33488377231113664,0.1358843585050371,0.13576466384604347,panelpanSIZE1-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
prod_res_mean_0215,0.06166264836255165,0.009954739919974136,6.1943002889333005,1.2458357960251101e-8,fe0215_mlo_le,~minmax_year,12,21840,21840,0.3403962059029533,0.33488377231113664,0.1358843585050371,0.13576466384604347,panelpanSIZE1-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
before1994,0.002648265180693639,9.598144092363875e-4,2.7591429709838957,0.0068706553617061735,fe0215_mlo_le,~minmax_year,12,21840,21840,0.3403962059029533,0.33488377231113664,0.1358843585050371,0.13576466384604347,panelpanSIZE1-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
ln_emp_mean_0215,0.02385925315413314,6.966050622573029e-4,34.25076050526937,9.330744344698014e-58,fe0215_mlo_le,~minmax_year,12,21840,21840,0.09697642686700003,0.0925720418878393,0.07365915777711518,0.07348866298261414,panelpanSIZE1-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year
tfp_cd_mean_0215,0.017738162614893745,0.003998840784685366,4.435826173131673,2.3215477395496694e-5,fe0215_mlo_le,~minmax_year,12,21840,21840,0.09697642686700003,0.0925720418878393,0.07365915777711518,0.07348866298261414,panelpanSIZE1-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year
before1994,-0.004321742684680526,0.0012869943339076895,-3.358012207838131,0.0011045605286679149,fe0215_mlo_le,~minmax_year,12,21840,21840,0.09697642686700003,0.0925720418878393,0.07365915777711518,0.07348866298261414,panelpanSIZE1-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year
maxmfg,2.9255527345558273e-4,0.002554244888448382,0.11453689298887088,0.9090373634244515,fe0215_mlo_le,~minmax_year,12,21840,21840,0.09697642686700003,0.0925720418878393,0.07365915777711518,0.07348866298261414,panelpanSIZE1-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year
ln_emp_mean_0215,0.02331401693376595,8.236607575930041e-4,28.305363244325058,4.129075253171272e-50,fe0215_mlo_le,~minmax_year,12,21840,21840,0.29672983633712346,0.2908524746406149,0.07867911910706393,0.07855150055305715,panelpanSIZE1-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
tfp_cd_mean_0215,0.012798967978259964,0.0022081678213066555,5.796193502487657,7.615837892642766e-8,fe0215_mlo_le,~minmax_year,12,21840,21840,0.29672983633712346,0.2908524746406149,0.07867911910706393,0.07855150055305715,panelpanSIZE1-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
before1994,1.7223125346509972e-4,0.0010443912821525303,0.1649106579194385,0.8693406861264106,fe0215_mlo_le,~minmax_year,12,21840,21840,0.29672983633712346,0.2908524746406149,0.07867911910706393,0.07855150055305715,panelpanSIZE1-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
ln_emp_mean_0215,0.024311206550379008,6.243990563291194e-4,38.935367220613834,4.916412888885887e-63,fe0215_mlo_le,~minmax_year,12,21840,21840,0.09488658947563855,0.09047201157495377,0.07151535800619002,0.0713444686412622,panelpanSIZE1-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year
tfp_tl_mean_0215,0.00869767913761614,0.006985561073198718,1.245093850941516,0.21595016605426898,fe0215_mlo_le,~minmax_year,12,21840,21840,0.09488658947563855,0.09047201157495377,0.07151535800619002,0.0713444686412622,panelpanSIZE1-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year
before1994,-0.0049773392058616766,0.0013654436138378476,-3.6452176826781493,4.224516666607924e-4,fe0215_mlo_le,~minmax_year,12,21840,21840,0.09488658947563855,0.09047201157495377,0.07151535800619002,0.0713444686412622,panelpanSIZE1-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year
maxmfg,9.172506028802749e-4,0.0023336659410776897,0.39305137326411316,0.6951018186017822,fe0215_mlo_le,~minmax_year,12,21840,21840,0.09488658947563855,0.09047201157495377,0.07151535800619002,0.0713444686412622,panelpanSIZE1-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year
ln_emp_mean_0215,0.023604874589941854,8.124749392682638e-4,29.053049453071157,3.8649130607496064e-51,fe0215_mlo_le,~minmax_year,12,21840,21840,0.2956475028858706,0.28976109592411703,0.07726120539445225,0.07713339043536938,panelpanSIZE1-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
tfp_tl_mean_0215,-0.0014803481027201486,0.004079741993997506,-0.3628533630063307,0.7174652540597259,fe0215_mlo_le,~minmax_year,12,21840,21840,0.2956475028858706,0.28976109592411703,0.07726120539445225,0.07713339043536938,panelpanSIZE1-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
before1994,-6.827594294046141e-5,0.0010680737901657914,-0.06392436886768216,0.9491555576973696,fe0215_mlo_le,~minmax_year,12,21840,21840,0.2956475028858706,0.28976109592411703,0.07726120539445225,0.07713339043536938,panelpanSIZE1-fixed-one,fe0215_mlo_le~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year+naf2d_num_main
ln_emp_mean_0215,0.025175555603513592,7.787653003048984e-4,32.32752614126102,2.0698281854459982e-55,fe0215_mlo,~minmax_year,12,21840,21840,0.10217138449810637,0.09791685986631149,0.07704673571007759,0.07700427374539731,panelpanSIZE1-fixed-one,fe0215_mlo~ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,-0.0577890013511671,0.011543786552557651,-5.00606980976821,2.330781951208669e-6,fe0215_mlo,~minmax_year,12,21840,21840,0.22942898880495644,0.22574187653606825,0.20786549028392876,0.2077926000598923,panelpanSIZE1-fixed-one,fe0215_mlo~ln_emp_mean_0215+ln_va_mean_0215 | minmax_year
ln_va_mean_0215,0.08166126437466453,0.010120450722194838,8.068935526317599,1.447861772130253e-12,fe0215_mlo,~minmax_year,12,21840,21840,0.22942898880495644,0.22574187653606825,0.20786549028392876,0.2077926000598923,panelpanSIZE1-fixed-one,fe0215_mlo~ln_emp_mean_0215+ln_va_mean_0215 | minmax_year
ln_emp_mean_0215,0.0243309819469757,0.0016900210274559985,14.396851608172776,2.587458887328526e-26,fe0215_mlo,~minmax_year,12,21840,21840,0.23579730705838442,0.23214066661366728,0.21441201822763056,0.21433973039861998,panelpanSIZE1-fixed-one,fe0215_mlo~ln_emp_mean_0215+ln_apl_mean_0215 | minmax_year
ln_apl_mean_0215,0.08813671018067117,0.012495633929627317,7.053400465877752,2.145541669270255e-10,fe0215_mlo,~minmax_year,12,21840,21840,0.23579730705838442,0.23214066661366728,0.21441201822763056,0.21433973039861998,panelpanSIZE1-fixed-one,fe0215_mlo~ln_emp_mean_0215+ln_apl_mean_0215 | minmax_year
ln_emp_mean_0215,0.02442972003918835,0.0013410864749414104,18.21636448928891,7.735871858137116e-34,fe0215_mlo,~minmax_year,12,21840,21840,0.222277317310123,0.2185559849429849,0.20051368790503465,0.20044012118664545,panelpanSIZE1-fixed-one,fe0215_mlo~ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
prod_res_mean_0215,0.08520803605556732,0.013903186605652658,6.12866952536795,1.6850149466662403e-8,fe0215_mlo,~minmax_year,12,21840,21840,0.222277317310123,0.2185559849429849,0.20051368790503465,0.20044012118664545,panelpanSIZE1-fixed-one,fe0215_mlo~ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
ln_emp_mean_0215,0.024750119063772634,8.292342696644265e-4,29.846956365887387,3.291445765112361e-52,fe0215_mlo,~minmax_year,12,21840,21840,0.10455781968173083,0.10027321021528957,0.0794999523983333,0.0794152503005553,panelpanSIZE1-fixed-one,fe0215_mlo~ln_emp_mean_0215+tfp_cd_mean_0215 | minmax_year
tfp_cd_mean_0215,0.017995242772850722,0.004100288998538201,4.388774249636119,2.7861059626602405e-5,fe0215_mlo,~minmax_year,12,21840,21840,0.10455781968173083,0.10027321021528957,0.0794999523983333,0.0794152503005553,panelpanSIZE1-fixed-one,fe0215_mlo~ln_emp_mean_0215+tfp_cd_mean_0215 | minmax_year
ln_emp_mean_0215,0.02520543889407958,7.483780543267221e-4,33.68008822326523,4.511525359299735e-57,fe0215_mlo,~minmax_year,12,21840,21840,0.10230470096969879,0.09800931053495521,0.077183782882016,0.07709886765614826,panelpanSIZE1-fixed-one,fe0215_mlo~ln_emp_mean_0215+tfp_tl_mean_0215 | minmax_year
tfp_tl_mean_0215,0.00657518059440336,0.007143409944275684,0.920454047254047,0.35950735510520326,fe0215_mlo,~minmax_year,12,21840,21840,0.10230470096969879,0.09800931053495521,0.077183782882016,0.07709886765614826,panelpanSIZE1-fixed-one,fe0215_mlo~ln_emp_mean_0215+tfp_tl_mean_0215 | minmax_year
before1994,0.0068339088914837875,0.0013237050873519092,5.162712568518656,1.2071235430884089e-6,fe0215_mlo,~minmax_year,12,21840,21840,0.027614726620098118,0.0230069016680311,4.036998623195842e-4,3.5771181023369625e-4,panelpanSIZE1-fixed-one,fe0215_mlo~before1994 | minmax_year
maxmfg,0.016893981108152562,0.004309396112759735,3.920266474954809,1.6039478871804453e-4,fe0215_mlo,~minmax_year,12,21840,21840,0.03003179547743484,0.025435424246949778,0.002888407470625687,0.002842533731550856,panelpanSIZE1-fixed-one,fe0215_mlo~maxmfg | minmax_year
