distance,mean_treated,mean_control,beta,std_error,tval,pval,interaction_group,dep_var,model_id,n_obs,n_trated,n_ind,r2,ar2,wr2,war2_adj,sample,description
-5,0.0020832301460603744,0.0018362099841368698,1.120455662974132e-6,2.8270449018180177e-5,0.03963345832440046,0.9683862290603067,none,hhi_comp_sirzecs1_ma3,20801,49826,10604,18120,0.993956488695885,0.9926020698541256,0.002389987268828553,0.001924306846208701,le5_panelsize10-acco_isin,NA
-4,0.002019101794381181,0.0017439342061341667,-1.7746980495900525e-5,2.257545581002265e-5,-0.7861183687826819,0.43181878070930624,none,hhi_comp_sirzecs1_ma3,20801,49826,10604,18120,0.993956488695885,0.9926020698541256,0.002389987268828553,0.001924306846208701,le5_panelsize10-acco_isin,NA
-3,0.0018526332682678925,0.0017476316752049563,-1.932357986348195e-5,1.0957634051939831e-5,-1.7634810372282048,0.07785322154541599,none,hhi_comp_sirzecs1_ma3,20801,49826,10604,18120,0.993956488695885,0.9926020698541256,0.002389987268828553,0.001924306846208701,le5_panelsize10-acco_isin,NA
-2,0.0019121619333854968,0.0017351883367884124,-1.7455184588874122e-6,9.269428588586831e-7,-1.8830917593309004,0.059720062153781485,none,hhi_comp_sirzecs1_ma3,20801,49826,10604,18120,0.993956488695885,0.9926020698541256,0.002389987268828553,0.001924306846208701,le5_panelsize10-acco_isin,NA
0,0.0019053855268227548,0.0017423051840199225,-4.0137970699165564e-06,1.6605064635319806e-5,-0.24172125541619444,0.8090016496460077,none,hhi_comp_sirzecs1_ma3,20801,49826,10604,18120,0.993956488695885,0.9926020698541256,0.002389987268828553,0.001924306846208701,le5_panelsize10-acco_isin,NA
1,3.4215477320494875e-4,0.0016758183182190355,-3.080401665355116e-4,1.6566806221435644e-4,-1.8593817204002854,0.06300556649660219,none,hhi_comp_sirzecs1_ma3,20801,49826,10604,18120,0.993956488695885,0.9926020698541256,0.002389987268828553,0.001924306846208701,le5_panelsize10-acco_isin,NA
2,3.9537758012917997e-4,0.0014760115445564279,-3.224991052796577e-4,2.0001926732779617e-4,-1.6123401989626267,0.10692289173777075,none,hhi_comp_sirzecs1_ma3,20801,49826,10604,18120,0.993956488695885,0.9926020698541256,0.002389987268828553,0.001924306846208701,le5_panelsize10-acco_isin,NA
3,4.654799130639151e-4,0.0012834690143712325,-2.511589052704686e-4,2.8376119540598853e-4,-0.8851065943358656,0.37612272109188294,none,hhi_comp_sirzecs1_ma3,20801,49826,10604,18120,0.993956488695885,0.9926020698541256,0.002389987268828553,0.001924306846208701,le5_panelsize10-acco_isin,NA
4,5.772849322132243e-4,0.0013017547637305784,5.075048246465673e-5,5.156007494627662e-4,0.09842980739949767,0.9215931924048065,none,hhi_comp_sirzecs1_ma3,20801,49826,10604,18120,0.993956488695885,0.9926020698541256,0.002389987268828553,0.001924306846208701,le5_panelsize10-acco_isin,NA
-5,0.0022082015155524774,0.0018752673054877897,-1.572738705878469e-5,3.465736220173603e-5,-0.4537964247607074,0.6499862676142466,none,hhi_comp_sirze_eqtp_ma3,20802,49826,10604,18120,0.9934162653062519,0.9919407763281332,0.003809469001285426,0.003344451187144548,le5_panelsize10-acco_isin,NA
-4,0.0021771930062520354,0.0017970131839870579,-2.2150519472367943e-5,2.480918033022503e-5,-0.8928356026894593,0.37196902022728406,none,hhi_comp_sirze_eqtp_ma3,20802,49826,10604,18120,0.9934162653062519,0.9919407763281332,0.003809469001285426,0.003344451187144548,le5_panelsize10-acco_isin,NA
-3,0.0020588829564341556,0.0017763119179706802,-1.7138314727394287e-5,9.256430520937498e-6,-1.8515036318404199,0.06412977172820544,none,hhi_comp_sirze_eqtp_ma3,20802,49826,10604,18120,0.9934162653062519,0.9919407763281332,0.003809469001285426,0.003344451187144548,le5_panelsize10-acco_isin,NA
-2,0.002115665689899335,0.0017646052568624634,-1.7435939840192936e-6,1.0224638796818748e-6,-1.705286630332397,0.08817538874136778,none,hhi_comp_sirze_eqtp_ma3,20802,49826,10604,18120,0.9934162653062519,0.9919407763281332,0.003809469001285426,0.003344451187144548,le5_panelsize10-acco_isin,NA
0,0.0021107547489606416,0.001771327400529783,-1.48402331976103e-5,1.310153622148992e-5,-1.1327093973352884,0.2573663981710568,none,hhi_comp_sirze_eqtp_ma3,20802,49826,10604,18120,0.9934162653062519,0.9919407763281332,0.003809469001285426,0.003344451187144548,le5_panelsize10-acco_isin,NA
1,3.766450137370181e-4,0.0016994243939260128,-4.354949487652522e-4,1.5497003044023853e-4,-2.810188186245425,0.004961913840894612,none,hhi_comp_sirze_eqtp_ma3,20802,49826,10604,18120,0.9934162653062519,0.9919407763281332,0.003809469001285426,0.003344451187144548,le5_panelsize10-acco_isin,NA
