distance,mean_treated,mean_control,beta,std_error,tval,pval,interaction_group,dep_var,model_id,n_obs,n_trated,n_ind,r2,ar2,wr2,war2_adj,sample,description
-5,0.0019526328420056635,0.0014951215771809208,-2.437439955667118e-5,3.137529393859607e-5,-0.7768660145263916,0.43725640767269514,none,hhi_comp_sirzecs1_ma3,20201,50359,15947,26391,0.9928296997958089,0.991056793122411,0.0019638332612710308,0.0014694500207813599,le5_panelsize0-acco_isin,NA
-4,0.001909078261558126,0.0014466356402696315,-2.2094245992325863e-5,2.20266650831893e-5,-1.0030681407685333,0.31585253065114993,none,hhi_comp_sirzecs1_ma3,20201,50359,15947,26391,0.9928296997958089,0.991056793122411,0.0019638332612710308,0.0014694500207813599,le5_panelsize0-acco_isin,NA
-3,0.001781451327585324,0.001409759817370054,-1.9344128741560062e-5,1.1008905052414449e-5,-1.7571346695662118,0.07892580260235404,none,hhi_comp_sirzecs1_ma3,20201,50359,15947,26391,0.9928296997958089,0.991056793122411,0.0019638332612710308,0.0014694500207813599,le5_panelsize0-acco_isin,NA
-2,0.0019008753322196667,0.0014017084754138522,-1.7132052911243059e-6,8.928508003167391e-7,-1.9188035565589971,0.0550379559894365,none,hhi_comp_sirzecs1_ma3,20201,50359,15947,26391,0.9928296997958089,0.991056793122411,0.0019638332612710308,0.0014694500207813599,le5_panelsize0-acco_isin,NA
0,0.0018419443033235294,0.0014058917444446186,-6.395107068446326e-6,1.730849713574529e-5,-0.36947789390906915,0.7117794594304718,none,hhi_comp_sirzecs1_ma3,20201,50359,15947,26391,0.9928296997958089,0.991056793122411,0.0019638332612710308,0.0014694500207813599,le5_panelsize0-acco_isin,NA
1,3.3596473323765566e-4,0.0013049257186620825,-2.4597326685826614e-4,1.5611435854372526e-4,-1.575596691763447,0.11515077039966402,none,hhi_comp_sirzecs1_ma3,20201,50359,15947,26391,0.9928296997958089,0.991056793122411,0.0019638332612710308,0.0014694500207813599,le5_panelsize0-acco_isin,NA
2,3.7746775069043184e-4,0.0013599645393377329,-2.5279589553098145e-4,1.872726430086409e-4,-1.3498816029382212,0.17708486380948305,none,hhi_comp_sirzecs1_ma3,20201,50359,15947,26391,0.9928296997958089,0.991056793122411,0.0019638332612710308,0.0014694500207813599,le5_panelsize0-acco_isin,NA
3,4.6883015492767843e-4,0.0013709022144761142,-2.2994491373323184e-4,2.6154719073903995e-4,-0.8791717971945665,0.37932949789404835,none,hhi_comp_sirzecs1_ma3,20201,50359,15947,26391,0.9928296997958089,0.991056793122411,0.0019638332612710308,0.0014694500207813599,le5_panelsize0-acco_isin,NA
4,5.962141311800369e-4,0.0012800022582010098,1.0579424403968818e-4,4.601160651846801e-4,0.22992947224571433,0.8181513303934527,none,hhi_comp_sirzecs1_ma3,20201,50359,15947,26391,0.9928296997958089,0.991056793122411,0.0019638332612710308,0.0014694500207813599,le5_panelsize0-acco_isin,NA
5,2.0457430345288685e-6,2.0477479698196737e-5,-1.787883211548262e-5,1.660761126004303e-5,-1.0765444732258438,0.28171008692550414,none,hhi_comp_sirzecs1_ma3,20201,50359,15947,26391,0.9928296997958089,0.991056793122411,0.0019638332612710308,0.0014694500207813599,le5_panelsize0-acco_isin,NA
-5,0.0020850683389144744,0.0016652543910344402,-3.275524973729952e-5,4.145826969575643e-5,-0.7900775883237662,0.4295014040722376,none,hhi_comp_sirze_eqtp_ma3,20202,50359,15947,26391,0.9915177009042144,0.9894203933655585,0.0027790903739610684,0.0022851109760038124,le5_panelsize0-acco_isin,NA
-4,0.0020712073779875257,0.0016334124818601534,-2.3870932857222564e-05,2.5070345074806456e-5,-0.9521581288967099,0.34104006606285675,none,hhi_comp_sirze_eqtp_ma3,20202,50359,15947,26391,0.9915177009042144,0.9894203933655585,0.0027790903739610684,0.0022851109760038124,le5_panelsize0-acco_isin,NA
-3,0.0019878955378977103,0.0015967522618802058,-1.763027061428399e-5,9.376330961121337e-6,-1.8802952548696668,0.060097219880419724,none,hhi_comp_sirze_eqtp_ma3,20202,50359,15947,26391,0.9915177009042144,0.9894203933655585,0.0027790903739610684,0.0022851109760038124,le5_panelsize0-acco_isin,NA
-2,0.0021062988458748987,0.0015885812435004645,-1.7713285723938775e-6,1.0027183387967888e-6,-1.7665265547246118,0.07733839825344707,none,hhi_comp_sirze_eqtp_ma3,20202,50359,15947,26391,0.9915177009042144,0.9894203933655585,0.0027790903739610684,0.0022851109760038124,le5_panelsize0-acco_isin,NA
0,0.002044919585536513,0.0015937434980224608,-1.9067601878694164e-5,1.3542318166833224e-5,-1.4080013217672753,0.15916211643499165,none,hhi_comp_sirze_eqtp_ma3,20202,50359,15947,26391,0.9915177009042144,0.9894203933655585,0.0027790903739610684,0.0022851109760038124,le5_panelsize0-acco_isin,NA
1,3.9103210800218253e-4,0.0015346428677260094,-3.64099146784018e-4,1.4637838318226604e-4,-2.487383306663884,0.012885021882284492,none,hhi_comp_sirze_eqtp_ma3,20202,50359,15947,26391,0.9915177009042144,0.9894203933655585,0.0027790903739610684,0.0022851109760038124,le5_panelsize0-acco_isin,NA
2,4.3517986973700307e-4,0.0015812071120990666,-3.0613757537400067e-4,1.6791588930523262e-4,-1.8231602538668195,0.06830930161625157,none,hhi_comp_sirze_eqtp_ma3,20202,50359,15947,26391,0.9915177009042144,0.9894203933655585,0.0027790903739610684,0.0022851109760038124,le5_panelsize0-acco_isin,NA
3,4.6928940276097595e-4,0.0014815994850156055,-3.0414427733406067e-4,2.480285046012534e-4,-1.2262472727601315,0.22013483767111244,none,hhi_comp_sirze_eqtp_ma3,20202,50359,15947,26391,0.9915177009042144,0.9894203933655585,0.0027790903739610684,0.0022851109760038124,le5_panelsize0-acco_isin,NA
4,6.606488450228503e-4,0.001506001091426749,-4.450373555328765e-5,5.561951447914467e-4,-0.08001460633025655,0.9362272583077671,none,hhi_comp_sirze_eqtp_ma3,20202,50359,15947,26391,0.9915177009042144,0.9894203933655585,0.0027790903739610684,0.0022851109760038124,le5_panelsize0-acco_isin,NA
5,2.814243246351822e-5,2.230377862133537e-5,-2.3969757407917167e-5,2.2244153601866878e-5,-1.077575610964378,0.28124947879390405,none,hhi_comp_sirze_eqtp_ma3,20202,50359,15947,26391,0.9915177009042144,0.9894203933655585,0.0027790903739610684,0.0022851109760038124,le5_panelsize0-acco_isin,NA
-5,0.6408058145318578,0.6384981902980813,-0.006867821962138323,0.0020100772700726945,-3.4166954994172674,6.358608672233542e-4,none,mean_sx_eqtp_ma3,20203,62329,15947,26391,0.9436762266403876,0.9292213926498937,0.0033003626430315736,0.0028984595250829415,le5_panelsize0-acco_isin,NA
-4,0.6460244561594733,0.6371407562746385,-0.004878761286242204,0.0016125524512121563,-3.025489981783127,0.0024873054480699704,none,mean_sx_eqtp_ma3,20203,62329,15947,26391,0.9436762266403876,0.9292213926498937,0.0033003626430315736,0.0028984595250829415,le5_panelsize0-acco_isin,NA
-3,0.6457854933877448,0.6323755456375649,-0.0018151293660033947,9.08495109849495e-4,-1.997951718533847,0.04574332233593457,none,mean_sx_eqtp_ma3,20203,62329,15947,26391,0.9436762266403876,0.9292213926498937,0.0033003626430315736,0.0028984595250829415,le5_panelsize0-acco_isin,NA
-2,0.6477702674000706,0.6330026741682211,9.5263171906507e-5,2.841226908273971e-4,0.33528885577244805,0.7374127738687577,none,mean_sx_eqtp_ma3,20203,62329,15947,26391,0.9436762266403876,0.9292213926498937,0.0033003626430315736,0.0028984595250829415,le5_panelsize0-acco_isin,NA
0,0.6413956438548092,0.6310000456367931,-0.0038270354603413366,0.001165326565762833,-3.284088403010126,0.0010259146455569156,none,mean_sx_eqtp_ma3,20203,62329,15947,26391,0.9436762266403876,0.9292213926498937,0.0033003626430315736,0.0028984595250829415,le5_panelsize0-acco_isin,NA
1,0.6412753529284149,0.6412985194433418,-0.01999787168586865,0.00602098269569695,-3.321363421316697,8.983319096117174e-4,none,mean_sx_eqtp_ma3,20203,62329,15947,26391,0.9436762266403876,0.9292213926498937,0.0033003626430315736,0.0028984595250829415,le5_panelsize0-acco_isin,NA
2,0.6451216499308627,0.6411093118034739,-0.019143433901070726,0.00635694645472552,-3.0114197181636166,0.002605439831157701,none,mean_sx_eqtp_ma3,20203,62329,15947,26391,0.9436762266403876,0.9292213926498937,0.0033003626430315736,0.0028984595250829415,le5_panelsize0-acco_isin,NA
3,0.6454700043903372,0.6389897165952173,-0.0020256813183732736,0.007292719764540832,-0.27776760711726256,0.7811953099666193,none,mean_sx_eqtp_ma3,20203,62329,15947,26391,0.9436762266403876,0.9292213926498937,0.0033003626430315736,0.0028984595250829415,le5_panelsize0-acco_isin,NA
