distance,mean_treated,mean_control,beta,std_error,tval,pval,interaction_group,dep_var,model_id,n_obs,n_trated,n_ind,r2,ar2,wr2,war2_adj,sample,description
-5,0.0012590982613023675,0.0015750824851190467,-6.279085821007175e-6,2.5950848780280104e-5,-0.24196071096443733,0.808812502835613,none,hhi_comp_sirzecs1_ma3,12001,171125,21276,42552,0.9891172269339037,0.9871193057306101,6.225985183414551e-4,4.705294163668272e-4,le5_panelsize20,NA
-4,0.0012191481784053402,0.0015092201921871593,-2.372803509415123e-6,1.65558726721509e-5,-0.14332095664195837,0.8860378091751411,none,hhi_comp_sirzecs1_ma3,12001,171125,21276,42552,0.9891172269339037,0.9871193057306101,6.225985183414551e-4,4.705294163668272e-4,le5_panelsize20,NA
-3,0.0011367934122455997,0.0014350840493630823,-6.796164139013632e-6,4.563406368206245e-6,-1.4892743688932144,0.13642718525362876,none,hhi_comp_sirzecs1_ma3,12001,171125,21276,42552,0.9891172269339037,0.9871193057306101,6.225985183414551e-4,4.705294163668272e-4,le5_panelsize20,NA
-2,0.001162153823174928,0.0014344740658016179,1.566609341716187e-7,1.5384064978029083e-7,1.0183325044151574,0.3085293805608341,none,hhi_comp_sirzecs1_ma3,12001,171125,21276,42552,0.9891172269339037,0.9871193057306101,6.225985183414551e-4,4.705294163668272e-4,le5_panelsize20,NA
0,0.0010732600240050156,0.0014347085415240212,-4.03072993889378e-6,4.3123051164607475e-6,-0.9347042544619232,0.3499493583928467,none,hhi_comp_sirzecs1_ma3,12001,171125,21276,42552,0.9891172269339037,0.9871193057306101,6.225985183414551e-4,4.705294163668272e-4,le5_panelsize20,NA
1,2.5336490855209007e-4,0.001517227021314531,-1.1901940557929955e-4,7.408557576675313e-5,-1.606512527539957,0.10817340982525118,none,hhi_comp_sirzecs1_ma3,12001,171125,21276,42552,0.9891172269339037,0.9871193057306101,6.225985183414551e-4,4.705294163668272e-4,le5_panelsize20,NA
2,2.996122881133375e-4,0.0014580400135044387,-1.0921906647634289e-4,8.66685021748297e-5,-1.2601933082450607,0.20761087340996967,none,hhi_comp_sirzecs1_ma3,12001,171125,21276,42552,0.9891172269339037,0.9871193057306101,6.225985183414551e-4,4.705294163668272e-4,le5_panelsize20,NA
3,3.275436599406223e-4,0.0014885159602679306,-1.2407208438906578e-4,1.032439115351913e-4,-1.2017375411699225,0.22947610633714238,none,hhi_comp_sirzecs1_ma3,12001,171125,21276,42552,0.9891172269339037,0.9871193057306101,6.225985183414551e-4,4.705294163668272e-4,le5_panelsize20,NA
4,3.1645447705266856e-4,0.0016175130867181562,-2.0289818230498122e-4,2.2706532813030676e-4,-0.893567432666529,0.3715615951458048,none,hhi_comp_sirzecs1_ma3,12001,171125,21276,42552,0.9891172269339037,0.9871193057306101,6.225985183414551e-4,4.705294163668272e-4,le5_panelsize20,NA
5,2.7003860986880526e-4,0.0014959187832487258,-4.050457093024363e-4,3.0032264195120053e-4,-1.3487018716632502,0.17744441514516282,none,hhi_comp_sirzecs1_ma3,12001,171125,21276,42552,0.9891172269339037,0.9871193057306101,6.225985183414551e-4,4.705294163668272e-4,le5_panelsize20,NA
6,3.7080344428681747e-4,0.0015089528245304175,-1.8026292322436392e-4,1.227465435451825e-4,-1.468578405696694,0.14195919530106843,none,hhi_comp_sirzecs1_ma3,12001,171125,21276,42552,0.9891172269339037,0.9871193057306101,6.225985183414551e-4,4.705294163668272e-4,le5_panelsize20,NA
-5,1.722680422596942e-5,2.6233314049817338e-5,-7.64903565519995e-7,1.2687256577471307e-6,-0.6028912246310444,0.5465862909040836,hhi_zecs1_ma3_q4:1,hhi_comp_sirzecs1_ma3,12002,170829,21111,42104,0.9891476302279621,0.9871508471426058,0.003473670873094581,0.0028658686194148464,le5_panelsize20,NA
-4,1.7007196759056854e-5,2.5158123486433727e-5,2.2699162709106777e-6,1.2366763647113404e-6,1.835497415235644,0.06644338934525873,hhi_zecs1_ma3_q4:1,hhi_comp_sirzecs1_ma3,12002,170829,21111,42104,0.9891476302279621,0.9871508471426058,0.003473670873094581,0.0028658686194148464,le5_panelsize20,NA
-3,1.482308767815459e-5,2.4215931396701766e-5,1.6218606518114342e-6,7.20967412061393e-7,2.2495616648944003,0.024485079997128976,hhi_zecs1_ma3_q4:1,hhi_comp_sirzecs1_ma3,12002,170829,21111,42104,0.9891476302279621,0.9871508471426058,0.003473670873094581,0.0028658686194148464,le5_panelsize20,NA
-2,1.0829391763178182e-5,2.43208623740047e-5,-2.8812195131757784e-8,2.1091661392068882e-7,-0.13660467326956074,0.8913443356880913,hhi_zecs1_ma3_q4:1,hhi_comp_sirzecs1_ma3,12002,170829,21111,42104,0.9891476302279621,0.9871508471426058,0.003473670873094581,0.0028658686194148464,le5_panelsize20,NA
0,1.3997326600032512e-5,2.43208623740047e-5,2.0107677851801976e-6,5.956725876853522e-7,3.375625850089195,7.375528437097319e-4,hhi_zecs1_ma3_q4:1,hhi_comp_sirzecs1_ma3,12002,170829,21111,42104,0.9891476302279621,0.9871508471426058,0.003473670873094581,0.0028658686194148464,le5_panelsize20,NA
1,5.1297352043708015e-5,2.6286587349460157e-5,3.239669475859672e-5,5.583968215068291e-6,5.80173337505298,6.63904328666092e-9,hhi_zecs1_ma3_q4:1,hhi_comp_sirzecs1_ma3,12002,170829,21111,42104,0.9891476302279621,0.9871508471426058,0.003473670873094581,0.0028658686194148464,le5_panelsize20,NA
