distance,mean_treated,mean_control,beta,std_error,tval,pval,interaction_group,dep_var,model_id,n_obs,n_trated,n_ind,r2,ar2,wr2,war2_adj,sample,description
-5,0.0012298240421858035,7.01807860701231e-4,-1.641414994725946e-5,1.9470432699970213e-5,-0.8430295412635884,0.39922035860296856,none,hhi_comp_sirzecs1_ma3,10001,153368,20897,41794,0.9857691001700677,0.9830855937209498,0.00106097773394076,8.906622498484618e-4,le5_panelsize0,NA
-4,0.0011906937796233106,6.568491214056285e-4,-1.3591040681172175e-5,1.079335078785356e-5,-1.2592049446282274,0.20796861330448876,none,hhi_comp_sirzecs1_ma3,10001,153368,20897,41794,0.9857691001700677,0.9830855937209498,0.00106097773394076,8.906622498484618e-4,le5_panelsize0,NA
-3,0.0011108712963999662,6.292359179263808e-4,-7.03074021016009e-6,4.597578702425505e-6,-1.5292267224160716,0.1262214818885929,none,hhi_comp_sirzecs1_ma3,10001,153368,20897,41794,0.9857691001700677,0.9830855937209498,0.00106097773394076,8.906622498484618e-4,le5_panelsize0,NA
-2,0.001133919378482966,6.290714320156296e-4,4.33538593584672e-8,1.3849861548669172e-7,0.3130273844696524,0.7542625883580859,none,hhi_comp_sirzecs1_ma3,10001,153368,20897,41794,0.9857691001700677,0.9830855937209498,0.00106097773394076,8.906622498484618e-4,le5_panelsize0,NA
0,0.00104756719440851,6.290734021953349e-4,-3.865602665183207e-6,4.348317963821525e-6,-0.8889880402825733,0.37401845422955726,none,hhi_comp_sirzecs1_ma3,10001,153368,20897,41794,0.9857691001700677,0.9830855937209498,0.00106097773394076,8.906622498484618e-4,le5_panelsize0,NA
1,2.5379197366344215e-4,6.197746734309794e-4,-1.1156709477804304e-4,7.392553001494335e-5,-1.5091822101984362,0.1312654435819462,none,hhi_comp_sirzecs1_ma3,10001,153368,20897,41794,0.9857691001700677,0.9830855937209498,0.00106097773394076,8.906622498484618e-4,le5_panelsize0,NA
2,3.0022698906791265e-4,6.498222170623419e-4,-1.1079401112010643e-4,8.661834891362448e-5,-1.2791055533809568,0.20087230630769912,none,hhi_comp_sirzecs1_ma3,10001,153368,20897,41794,0.9857691001700677,0.9830855937209498,0.00106097773394076,8.906622498484618e-4,le5_panelsize0,NA
3,3.28154359650597e-4,6.300844243178624e-4,-1.2494901977158824e-4,1.0273500121408847e-4,-1.2162263911518159,0.2239107039890975,none,hhi_comp_sirzecs1_ma3,10001,153368,20897,41794,0.9857691001700677,0.9830855937209498,0.00106097773394076,8.906622498484618e-4,le5_panelsize0,NA
4,3.174054365799643e-4,5.218901425324234e-4,-1.9982580160023385e-4,2.2725922562862088e-4,-0.8792857629761629,0.3792551932054633,none,hhi_comp_sirzecs1_ma3,10001,153368,20897,41794,0.9857691001700677,0.9830855937209498,0.00106097773394076,8.906622498484618e-4,le5_panelsize0,NA
5,2.708512032759663e-4,5.006885835993073e-4,-4.102536168375669e-4,3.0039487939439183e-4,-1.3657144145221607,0.1720414696909804,none,hhi_comp_sirzecs1_ma3,10001,153368,20897,41794,0.9857691001700677,0.9830855937209498,0.00106097773394076,8.906622498484618e-4,le5_panelsize0,NA
6,3.719795503754965e-4,5.138134715123268e-4,-1.8449073425970506e-4,1.2202404608990259e-4,-1.5119211349849802,0.13056714774873618,none,hhi_comp_sirzecs1_ma3,10001,153368,20897,41794,0.9857691001700677,0.9830855937209498,0.00106097773394076,8.906622498484618e-4,le5_panelsize0,NA
-5,1.5941079551664517e-5,1.6612456400222356e-5,-4.107803166580993e-6,1.560318398226017e-6,-2.632669826396526,0.008477123049286004,hhi_zecs1_ma3_q4:1,hhi_comp_sirzecs1_ma3,10002,153149,20741,41294,0.9858388943239182,0.9831612639304277,0.005995015166554873,0.005315854961070676,le5_panelsize0,NA
