variable,beta,std_error,tval,pval,dep_var,errors,reg_id,n_siren,n_obs,r2,ar2,wr2,war2_adj,sample,formula
ln_emp_mean_0215,0.021865520120001033,0.0016033805812229066,13.637136669900348,1.4993202285601106e-24,fe0215_mlo_le,~minmax_year,12,24457,24457,0.2063713414923295,0.203047447135436,0.1849349994463768,0.18486806465122585,panelpanSIZE1-fixed,fe0215_mlo_le~ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
prod_res_mean_0215,0.08326487855266966,0.012502158302851958,6.660040333489898,1.5003902286794448e-9,fe0215_mlo_le,~minmax_year,12,24457,24457,0.2063713414923295,0.203047447135436,0.1849349994463768,0.18486806465122585,panelpanSIZE1-fixed,fe0215_mlo_le~ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
ln_emp_mean_0215,0.02284017815454942,8.919617184098773e-4,25.606679841896337,1.0315713928001793e-45,fe0215_mlo_le,~minmax_year,12,24457,24457,0.09289493381416913,0.08909577487719966,0.06839353223053657,0.06831702681312923,panelpanSIZE1-fixed,fe0215_mlo_le~ln_emp_mean_0215+tfp_cd_mean_0215 | minmax_year
tfp_cd_mean_0215,0.015818849715264822,0.0038664548531962347,4.091305941976291,8.695737204563031e-5,fe0215_mlo_le,~minmax_year,12,24457,24457,0.09289493381416913,0.08909577487719966,0.06839353223053657,0.06831702681312923,panelpanSIZE1-fixed,fe0215_mlo_le~ln_emp_mean_0215+tfp_cd_mean_0215 | minmax_year
ln_emp_mean_0215,0.023223353076675488,8.196391723297381e-4,28.333630041943398,1.400781421087152e-49,fe0215_mlo_le,~minmax_year,12,24457,24457,0.09117291273062533,0.08736654158414114,0.06662499842021397,0.06654834776721408,panelpanSIZE1-fixed,fe0215_mlo_le~ln_emp_mean_0215+tfp_tl_mean_0215 | minmax_year
tfp_tl_mean_0215,0.007194780023355727,0.007559321157222142,0.9517759430662455,0.34350544694880536,fe0215_mlo_le,~minmax_year,12,24457,24457,0.09117291273062533,0.08736654158414114,0.06662499842021397,0.06654834776721408,panelpanSIZE1-fixed,fe0215_mlo_le~ln_emp_mean_0215+tfp_tl_mean_0215 | minmax_year
before1994,0.01073367913734191,0.0015853118078861153,6.770705348908238,8.894445798010343e-10,fe0215_mlo_le,~minmax_year,12,24457,24457,0.027302833326184217,0.023269065564572422,0.0010297534059643398,9.887363562171014e-4,panelpanSIZE1-fixed,fe0215_mlo_le~before1994 | minmax_year
maxmfg,0.01704745507649605,0.0037445024665343648,4.552662263906562,1.4953411369513915e-5,fe0215_mlo_le,~minmax_year,12,24457,24457,0.029633985521809958,0.025609885030646096,0.003423871291262315,0.0033829525423931806,panelpanSIZE1-fixed,fe0215_mlo_le~maxmfg | minmax_year
ln_emp_mean_0215,0.020871009038904688,0.0015559510358318614,13.413666984543879,4.388290307029631e-24,fe0215_mlo_le,~minmax_year,12,24457,24457,0.2097324283267954,0.2063574354122909,0.1883868710657134,0.1882535574768609,panelpanSIZE1-fixed,fe0215_mlo_le~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year
prod_res_mean_0215,0.08502590268190245,0.01244313628826742,6.833156907722132,6.613292146865602e-10,fe0215_mlo_le,~minmax_year,12,24457,24457,0.2097324283267954,0.2063574354122909,0.1883868710657134,0.1882535574768609,panelpanSIZE1-fixed,fe0215_mlo_le~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year
before1994,0.0029963787088049323,0.0012491318705848851,2.3987689205319276,0.01830355072446624,fe0215_mlo_le,~minmax_year,12,24457,24457,0.2097324283267954,0.2063574354122909,0.1883868710657134,0.1882535574768609,panelpanSIZE1-fixed,fe0215_mlo_le~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year
maxmfg,0.017064648022802605,0.0024424989516660762,6.986552854469999,3.1819493162984086e-10,fe0215_mlo_le,~minmax_year,12,24457,24457,0.2097324283267954,0.2063574354122909,0.1883868710657134,0.1882535574768609,panelpanSIZE1-fixed,fe0215_mlo_le~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year
ln_emp_mean_0215,0.022765901248915008,7.479070854737411e-4,30.439477966029134,2.2562955278406005e-52,fe0215_mlo_le,~minmax_year,12,24457,24457,0.09325553438765333,0.08938310401545868,0.06876387282178886,0.06861091025162158,panelpanSIZE1-fixed,fe0215_mlo_le~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year
tfp_cd_mean_0215,0.015379485399061168,0.0038184954805468314,4.027629593228885,1.0987330684544545e-4,fe0215_mlo_le,~minmax_year,12,24457,24457,0.09325553438765333,0.08938310401545868,0.06876387282178886,0.06861091025162158,panelpanSIZE1-fixed,fe0215_mlo_le~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year
before1994,-0.0035741481830813687,0.0014245537672914377,-2.5089598337007963,0.01371547847442791,fe0215_mlo_le,~minmax_year,12,24457,24457,0.09325553438765333,0.08938310401545868,0.06876387282178886,0.06861091025162158,panelpanSIZE1-fixed,fe0215_mlo_le~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year
maxmfg,0.005019501465349461,0.002716147107529101,1.8480226830997157,0.0675545063619397,fe0215_mlo_le,~minmax_year,12,24457,24457,0.09325553438765333,0.08938310401545868,0.06876387282178886,0.06861091025162158,panelpanSIZE1-fixed,fe0215_mlo_le~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year
ln_emp_mean_0215,0.02314062682768392,6.816379877129009e-4,33.948558098012754,1.0705022308184187e-56,fe0215_mlo_le,~minmax_year,12,24457,24457,0.09164709263470117,0.0877677930960189,0.06711198618159953,0.06695875227657022,panelpanSIZE1-fixed,fe0215_mlo_le~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year
tfp_tl_mean_0215,0.007255313665348856,0.00740337986963844,0.980000188171242,0.32945101186536885,fe0215_mlo_le,~minmax_year,12,24457,24457,0.09164709263470117,0.0877677930960189,0.06711198618159953,0.06695875227657022,panelpanSIZE1-fixed,fe0215_mlo_le~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year
before1994,-0.004281810365604089,0.0015506905495092076,-2.761228129596378,0.006852306052755666,fe0215_mlo_le,~minmax_year,12,24457,24457,0.09164709263470117,0.0877677930960189,0.06711198618159953,0.06695875227657022,panelpanSIZE1-fixed,fe0215_mlo_le~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year
maxmfg,0.005646338399491609,0.0024620918146725,2.293309439494915,0.02392336325328036,fe0215_mlo_le,~minmax_year,12,24457,24457,0.09164709263470117,0.0877677930960189,0.06711198618159953,0.06695875227657022,panelpanSIZE1-fixed,fe0215_mlo_le~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year
ln_emp_mean_0215,0.024262183485797107,8.341280399721132e-4,29.086881537525397,1.3458088520696266e-50,fe0215_mlo,~minmax_year,12,24457,24457,0.09824179524689547,0.09450221082151822,0.07209846531959474,0.0720603663035948,panelpanSIZE1-fixed,fe0215_mlo~ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,-0.05850018105536037,0.010888537584071673,-5.372638942895097,5.072889358793172e-7,fe0215_mlo,~minmax_year,12,24457,24457,0.22572095311506823,0.22247809926016715,0.20327343617337212,0.20320800736793343,panelpanSIZE1-fixed,fe0215_mlo~ln_emp_mean_0215+ln_va_mean_0215 | minmax_year
ln_va_mean_0215,0.08111550083815108,0.009219082617375791,8.798652122421329,4.225931283959768e-14,fe0215_mlo,~minmax_year,12,24457,24457,0.22572095311506823,0.22247809926016715,0.20327343617337212,0.20320800736793343,panelpanSIZE1-fixed,fe0215_mlo~ln_emp_mean_0215+ln_va_mean_0215 | minmax_year
ln_emp_mean_0215,0.022910710289123143,0.0019528348940804753,11.73202627552957,1.6610500575313973e-20,fe0215_mlo,~minmax_year,12,24457,24457,0.23016771348027965,0.22694348365253014,0.20784911482590562,0.20778406178450182,panelpanSIZE1-fixed,fe0215_mlo~ln_emp_mean_0215+ln_apl_mean_0215 | minmax_year
ln_apl_mean_0215,0.08696596506478314,0.01120734824790624,7.759727202287138,7.440642704548917e-12,fe0215_mlo,~minmax_year,12,24457,24457,0.23016771348027965,0.22694348365253014,0.20784911482590562,0.20778406178450182,panelpanSIZE1-fixed,fe0215_mlo~ln_emp_mean_0215+ln_apl_mean_0215 | minmax_year
ln_emp_mean_0215,0.022911872543130332,0.0016046874809281977,14.278090167362334,7.104062206295378e-26,fe0215_mlo,~minmax_year,12,24457,24457,0.2157527792996815,0.2124681765029568,0.19301626997016497,0.19294999882538144,panelpanSIZE1-fixed,fe0215_mlo~ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
prod_res_mean_0215,0.08447163394668979,0.013037592600992633,6.479082184256811,3.5051157017973215e-9,fe0215_mlo,~minmax_year,12,24457,24457,0.2157527792996815,0.2124681765029568,0.19301626997016497,0.19294999882538144,panelpanSIZE1-fixed,fe0215_mlo~ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
ln_emp_mean_0215,0.023908695496835535,8.833362371331753e-4,27.066358756468592,8.064151709110398e-48,fe0215_mlo,~minmax_year,12,24457,24457,0.10007644845781927,0.09630736731068523,0.07398630789319083,0.07391026176589299,panelpanSIZE1-fixed,fe0215_mlo~ln_emp_mean_0215+tfp_cd_mean_0215 | minmax_year
tfp_cd_mean_0215,0.015691252246998716,0.004039083553145579,3.884854581623744,1.8408258666619177e-4,fe0215_mlo,~minmax_year,12,24457,24457,0.10007644845781927,0.09630736731068523,0.07398630789319083,0.07391026176589299,panelpanSIZE1-fixed,fe0215_mlo~ln_emp_mean_0215+tfp_cd_mean_0215 | minmax_year
ln_emp_mean_0215,0.02428081244315986,8.074894598915077e-4,30.06951006694523,6.802733491787592e-52,fe0215_mlo,~minmax_year,12,24457,24457,0.09831915196786967,0.09454271086992772,0.07217806472853994,0.07210187010463653,panelpanSIZE1-fixed,fe0215_mlo~ln_emp_mean_0215+tfp_tl_mean_0215 | minmax_year
tfp_tl_mean_0215,0.004998843024011743,0.007672485024499087,0.6515285475370611,0.5161998999869606,fe0215_mlo,~minmax_year,12,24457,24457,0.09831915196786967,0.09454271086992772,0.07217806472853994,0.07210187010463653,panelpanSIZE1-fixed,fe0215_mlo~ln_emp_mean_0215+tfp_tl_mean_0215 | minmax_year
before1994,0.010467883007575597,0.0016654322735093644,6.2853849862762,8.609427893411254e-9,fe0215_mlo,~minmax_year,12,24457,24457,0.029118530591392466,0.02509229251254752,9.712130052984547e-4,9.301935519215876e-4,panelpanSIZE1-fixed,fe0215_mlo~before1994 | minmax_year
maxmfg,0.01927556031047695,0.004370681658251292,4.4101954380702,2.6063343412036825e-5,fe0215_mlo,~minmax_year,12,24457,24457,0.03239321276110696,0.028380554764345423,0.004340833148317236,0.004299952049288236,panelpanSIZE1-fixed,fe0215_mlo~maxmfg | minmax_year
ln_emp_mean_0215,0.021863491174260494,0.0015195609272784846,14.38803195171499,4.230455117082707e-26,fe0215_mlo,~minmax_year,12,24457,24457,0.21980261853836236,0.21647063234946584,0.19718352015427598,0.19705165148150228,panelpanSIZE1-fixed,fe0215_mlo~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year
prod_res_mean_0215,0.08637015149159577,0.012923898754250818,6.682979581775789,1.3465964041394403e-9,fe0215_mlo,~minmax_year,12,24457,24457,0.21980261853836236,0.21647063234946584,0.19718352015427598,0.19705165148150228,panelpanSIZE1-fixed,fe0215_mlo~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year
before1994,0.0019922495461181895,0.0012700922642987496,1.5685864736906823,0.11990331656839008,fe0215_mlo,~minmax_year,12,24457,24457,0.21980261853836236,0.21647063234946584,0.19718352015427598,0.19705165148150228,panelpanSIZE1-fixed,fe0215_mlo~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year
maxmfg,0.01904975763249337,0.0029217287056959593,6.520029595956513,2.894921212065295e-9,fe0215_mlo,~minmax_year,12,24457,24457,0.21980261853836236,0.21647063234946584,0.19718352015427598,0.19705165148150228,panelpanSIZE1-fixed,fe0215_mlo~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year
ln_emp_mean_0215,0.023800179365276918,6.998481884498917e-4,34.007631595064105,9.120989897551633e-57,fe0215_mlo,~minmax_year,12,24457,24457,0.10072704401024746,0.09688652218768945,0.07465576519158013,0.07450377040925282,panelpanSIZE1-fixed,fe0215_mlo~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year
tfp_cd_mean_0215,0.015100647974461999,0.003972374682070858,3.8014158237937936,2.4751423253607146e-4,fe0215_mlo,~minmax_year,12,24457,24457,0.10072704401024746,0.09688652218768945,0.07465576519158013,0.07450377040925282,panelpanSIZE1-fixed,fe0215_mlo~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year
before1994,-0.00470616574395826,0.0014947236368432122,-3.148518982343429,0.0021636115256646127,fe0215_mlo,~minmax_year,12,24457,24457,0.10072704401024746,0.09688652218768945,0.07465576519158013,0.07450377040925282,panelpanSIZE1-fixed,fe0215_mlo~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year
maxmfg,0.0068346795385811655,0.0032705435904721294,2.0897686728567724,0.03917598804674533,fe0215_mlo,~minmax_year,12,24457,24457,0.10072704401024746,0.09688652218768945,0.07465576519158013,0.07450377040925282,panelpanSIZE1-fixed,fe0215_mlo~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year
ln_emp_mean_0215,0.024160800194503937,6.330443587160249e-4,38.1660461259116,2.020563056338227e-61,fe0215_mlo,~minmax_year,12,24457,24457,0.09911505039337642,0.09526764423539802,0.07299703744936992,0.0728447702084779,panelpanSIZE1-fixed,fe0215_mlo~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year
tfp_tl_mean_0215,0.005078812127912343,0.007463313672190015,0.6805036410083016,0.49775819122480836,fe0215_mlo,~minmax_year,12,24457,24457,0.09911505039337642,0.09526764423539802,0.07299703744936992,0.0728447702084779,panelpanSIZE1-fixed,fe0215_mlo~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year
before1994,-0.0054009220362019085,0.001621002711672092,-3.331840222914103,0.0012099732195272248,fe0215_mlo,~minmax_year,12,24457,24457,0.09911505039337642,0.09526764423539802,0.07299703744936992,0.0728447702084779,panelpanSIZE1-fixed,fe0215_mlo~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year
maxmfg,0.007443721023740399,0.002980366948843194,2.4975854153226402,0.014136015113149733,fe0215_mlo,~minmax_year,12,24457,24457,0.09911505039337642,0.09526764423539802,0.07299703744936992,0.0728447702084779,panelpanSIZE1-fixed,fe0215_mlo~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year
ln_emp_mean_0215,0.023567617080918278,9.54991168911136e-4,24.678361275099178,2.513047165076686e-44,fe0215_le,~minmax_year,12,24457,24457,0.09502166204781737,0.09126872375452355,0.0686207737546154,0.0685825319469272,panelpanSIZE1-fixed,fe0215_le~ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,-0.05779581118280325,0.01071695480453207,-5.392932249594082,4.6483557724444854e-7,fe0215_le,~minmax_year,12,24457,24457,0.21927650394874243,0.21600665929910678,0.19650049601272002,0.1964345109996637,panelpanSIZE1-fixed,fe0215_le~ln_emp_mean_0215+ln_va_mean_0215 | minmax_year
ln_va_mean_0215,0.0797444015780708,0.008946699588201542,8.9132758725054,2.37590987314487e-14,fe0215_le,~minmax_year,12,24457,24457,0.21927650394874243,0.21600665929910678,0.19650049601272002,0.1964345109996637,panelpanSIZE1-fixed,fe0215_le~ln_emp_mean_0215+ln_va_mean_0215 | minmax_year
ln_emp_mean_0215,0.022238024539265103,0.002069793470909568,10.744078987500444,2.3275128333631605e-18,fe0215_le,~minmax_year,12,24457,24457,0.22379733528112045,0.22054642488441667,0.20115321333395886,0.20108761041150947,panelpanSIZE1-fixed,fe0215_le~ln_emp_mean_0215+ln_apl_mean_0215 | minmax_year
ln_apl_mean_0215,0.08555796653043143,0.011006345119155346,7.773512969489491,6.9526256539770855e-12,fe0215_le,~minmax_year,12,24457,24457,0.22379733528112045,0.22054642488441667,0.20115321333395886,0.20108761041150947,panelpanSIZE1-fixed,fe0215_le~ln_emp_mean_0215+ln_apl_mean_0215 | minmax_year
ln_emp_mean_0215,0.02223583334124822,0.001726393341350065,12.879934606246495,5.826951397629586e-23,fe0215_le,~minmax_year,12,24457,24457,0.2103031947002184,0.20699576782411688,0.18726540885730503,0.18719866544011343,panelpanSIZE1-fixed,fe0215_le~ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
prod_res_mean_0215,0.0833126245214207,0.01269462472726229,6.562826890227248,2.3692811293844248e-9,fe0215_le,~minmax_year,12,24457,24457,0.2103031947002184,0.20699576782411688,0.18726540885730503,0.18719866544011343,panelpanSIZE1-fixed,fe0215_le~ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
ln_emp_mean_0215,0.023216961509154217,9.998588528925703e-4,23.220238978719888,4.527631268522417e-42,fe0215_le,~minmax_year,12,24457,24457,0.09684240059455562,0.09305977453151237,0.07049462861692468,0.07041829574582481,panelpanSIZE1-fixed,fe0215_le~ln_emp_mean_0215+tfp_cd_mean_0215 | minmax_year
tfp_cd_mean_0215,0.015565521885281167,0.003870354014363993,4.021730784190039,1.1226708808021803e-4,fe0215_le,~minmax_year,12,24457,24457,0.09684240059455562,0.09305977453151237,0.07049462861692468,0.07041829574582481,panelpanSIZE1-fixed,fe0215_le~ln_emp_mean_0215+tfp_cd_mean_0215 | minmax_year
ln_emp_mean_0215,0.023591835426999625,9.279469600324402e-4,25.423689545978874,1.9226529944554303e-45,fe0215_le,~minmax_year,12,24457,24457,0.09515351545407191,0.09136381596225596,0.06875647371376925,0.06867999810185454,panelpanSIZE1-fixed,fe0215_le~ln_emp_mean_0215+tfp_tl_mean_0215 | minmax_year
tfp_tl_mean_0215,0.006498684172412037,0.007476576832390569,0.8692058301678872,0.3868160200279932,fe0215_le,~minmax_year,12,24457,24457,0.09515351545407191,0.09136381596225596,0.06875647371376925,0.06867999810185454,panelpanSIZE1-fixed,fe0215_le~ln_emp_mean_0215+tfp_tl_mean_0215 | minmax_year
before1994,0.010949117400015015,0.0017300061065618135,6.328947255437796,7.0403708713505685e-9,fe0215_le,~minmax_year,12,24457,24457,0.02938743063037852,0.025362307677952667,0.0010717981502792462,0.0010307828268610875,panelpanSIZE1-fixed,fe0215_le~before1994 | minmax_year
maxmfg,0.01877626768998609,0.004403911584938913,4.263543290514661,4.5670014518652795e-5,fe0215_le,~minmax_year,12,24457,24457,0.03238290682347966,0.028370206088073058,0.004154661222206646,0.0041137724790829555,panelpanSIZE1-fixed,fe0215_le~maxmfg | minmax_year
ln_emp_mean_0215,0.02116673522129386,0.0016493594273849711,12.833306597612461,7.313982248602848e-23,fe0215_le,~minmax_year,12,24457,24457,0.21429028409616158,0.21093475640012027,0.19136881341499623,0.19123598963270572,panelpanSIZE1-fixed,fe0215_le~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year
prod_res_mean_0215,0.0852190536179893,0.012584768175208165,6.771602975243498,8.856697567104132e-10,fe0215_le,~minmax_year,12,24457,24457,0.21429028409616158,0.21093475640012027,0.19136881341499623,0.19123598963270572,panelpanSIZE1-fixed,fe0215_le~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year
before1994,0.0028517915608161676,0.0013105815110778856,2.175974204359648,0.03191228755865858,fe0215_le,~minmax_year,12,24457,24457,0.21429028409616158,0.21093475640012027,0.19136881341499623,0.19123598963270572,panelpanSIZE1-fixed,fe0215_le~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year
maxmfg,0.018680327002948173,0.0029633497315262325,6.303787502438036,7.908431272413132e-9,fe0215_le,~minmax_year,12,24457,24457,0.21429028409616158,0.21093475640012027,0.19136881341499623,0.19123598963270572,panelpanSIZE1-fixed,fe0215_le~ln_emp_mean_0215+prod_res_mean_0215+before1994+maxmfg | minmax_year
ln_emp_mean_0215,0.02307461021829313,8.199928418838405e-4,28.14001420461407,2.578091680118704e-49,fe0215_le,~minmax_year,12,24457,24457,0.09741033024166701,0.09355564374138503,0.07107912644754155,0.070926544175276,panelpanSIZE1-fixed,fe0215_le~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year
tfp_cd_mean_0215,0.015031764250518893,0.0038117489364476584,3.943534713628772,1.491139749379261e-4,fe0215_le,~minmax_year,12,24457,24457,0.09741033024166701,0.09355564374138503,0.07107912644754155,0.070926544175276,panelpanSIZE1-fixed,fe0215_le~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year
before1994,-0.003751262137362584,0.0014954820902323017,-2.508396564468304,0.013736036841614802,fe0215_le,~minmax_year,12,24457,24457,0.09741033024166701,0.09355564374138503,0.07107912644754155,0.070926544175276,panelpanSIZE1-fixed,fe0215_le~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year
maxmfg,0.006622846545437315,0.003285517235501328,2.0157698379648745,0.04650669446251874,fe0215_le,~minmax_year,12,24457,24457,0.09741033024166701,0.09355564374138503,0.07107912644754155,0.070926544175276,panelpanSIZE1-fixed,fe0215_le~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year
ln_emp_mean_0215,0.023439024732370077,7.5408248717348e-4,31.08283925307209,3.3964942565249656e-53,fe0215_le,~minmax_year,12,24457,24457,0.0958546600997624,0.09199332980452479,0.06947807281753016,0.06932522756010862,panelpanSIZE1-fixed,fe0215_le~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year
tfp_tl_mean_0215,0.006576947346219566,0.007268808558471472,0.9048177969351562,0.36773668083477173,fe0215_le,~minmax_year,12,24457,24457,0.0958546600997624,0.09199332980452479,0.06947807281753016,0.06932522756010862,panelpanSIZE1-fixed,fe0215_le~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year
before1994,-0.004442905469462286,0.0016250971073595844,-2.7339322981634027,0.007402945530115148,fe0215_le,~minmax_year,12,24457,24457,0.0958546600997624,0.09199332980452479,0.06947807281753016,0.06932522756010862,panelpanSIZE1-fixed,fe0215_le~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year
maxmfg,0.007233893704144654,0.0030208941991546365,2.394620012236436,0.01850026913667853,fe0215_le,~minmax_year,12,24457,24457,0.0958546600997624,0.09199332980452479,0.06947807281753016,0.06932522756010862,panelpanSIZE1-fixed,fe0215_le~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year
ln_emp_ma3,0.017282812144795313,0.0010476568478861273,16.496634541803548,6.783950072007846e-12,fe0215_god2,~siren+an,12,12551,113990,0.053578715407654465,0.05342924244415803,0.05177060558374258,0.05176228566556673,panelpanSIZE1-moving,fe0215_god2~ln_emp_ma3 | an
ln_emp_ma3,-0.07730983148592069,0.0032402945199517448,-23.858890298364607,1.645034260805061e-14,fe0215_god2,~siren+an,12,12551,113990,0.2299668794656029,0.22983850682990792,0.22849575400314515,0.2284822152781123,panelpanSIZE1-moving,fe0215_god2~ln_emp_ma3+ln_va_ma3 | an
ln_va_ma3,0.09183680387295165,0.0031147407504564556,29.48457391180735,4.878703363985757e-16,fe0215_god2,~siren+an,12,12551,113990,0.2299668794656029,0.22983850682990792,0.22849575400314515,0.2284822152781123,panelpanSIZE1-moving,fe0215_god2~ln_emp_ma3+ln_va_ma3 | an
ln_emp_ma3,0.014526972387028665,9.405148943742316e-4,15.44576537163097,1.943667081455175e-11,fe0215_god2,~siren+an,12,12551,113990,0.22996687946560312,0.22983850682990814,0.22849575400314526,0.2284822152781124,panelpanSIZE1-moving,fe0215_god2~ln_emp_ma3+ln_apl_ma3 | an
ln_apl_ma3,0.09183680387295892,0.003114740750456991,29.484573911804613,4.878703363993322e-16,fe0215_god2,~siren+an,12,12551,113990,0.22996687946560312,0.22983850682990814,0.22849575400314526,0.2284822152781124,panelpanSIZE1-moving,fe0215_god2~ln_emp_ma3+ln_apl_ma3 | an
ln_emp_ma3,0.014462920742888128,9.82873309821023e-4,14.71493894317037,4.196416657622943e-11,fe0215_god2,~siren+an,12,12551,113990,0.19823458030493069,0.19810091756057513,0.19670283122508192,0.19668873458265357,panelpanSIZE1-moving,fe0215_god2~ln_emp_ma3+prod_res_ma3 | an
prod_res_ma3,0.09292137325210426,0.0037297833456801004,24.9133433875529,8.040794336728185e-15,fe0215_god2,~siren+an,12,12551,113990,0.19823458030493069,0.19810091756057513,0.19670283122508192,0.19668873458265357,panelpanSIZE1-moving,fe0215_god2~ln_emp_ma3+prod_res_ma3 | an
ln_emp_ma3,0.017228476566901806,0.0010457610053853505,16.474583081775283,6.9311827116298435e-12,fe0215_god2,~siren+an,12,12551,113990,0.05431152052304944,0.054153864287987075,0.05250481070159907,0.05248818360342766,panelpanSIZE1-moving,fe0215_god2~ln_emp_ma3+tfp_cd_ma3 | an
tfp_cd_ma3,0.010645696320220355,0.004926694929755376,2.160819062679195,0.045273263138277696,fe0215_god2,~siren+an,12,12551,113990,0.05431152052304944,0.054153864287987075,0.05250481070159907,0.05248818360342766,panelpanSIZE1-moving,fe0215_god2~ln_emp_ma3+tfp_cd_ma3 | an
ln_emp_ma3,0.017547414988506732,0.001034250929074474,16.9663033362798,4.31985093734562e-12,fe0215_god2,~siren+an,12,12551,113990,0.05584428396297347,0.05568688325572857,0.05404050244066272,0.054023902291543524,panelpanSIZE1-moving,fe0215_god2~ln_emp_ma3+tfp_tl_ma3 | an
tfp_tl_ma3,0.033256100481730555,0.010352483737959205,3.2123789153892806,0.005109600073050838,fe0215_god2,~siren+an,12,12551,113990,0.05584428396297347,0.05568688325572857,0.05404050244066272,0.054023902291543524,panelpanSIZE1-moving,fe0215_god2~ln_emp_ma3+tfp_tl_ma3 | an
before1994,0.005696989198307134,0.003052806793801741,1.8661479690997815,0.07936986607464024,fe0215_god2,~siren+an,12,12551,113990,0.0023617296471052374,0.002204167733404816,4.557712893400456e-4,4.4700112650286616e-4,panelpanSIZE1-moving,fe0215_god2~before1994 | an
maxmfg,0.022833905337595578,0.002667341317399123,8.560548733920752,1.4342785794485423e-7,fe0215_god2,~siren+an,12,12551,113990,0.011713846462965027,0.011557761575022751,0.00982575504729466,0.009817067098211507,panelpanSIZE1-moving,fe0215_god2~maxmfg | an
ln_emp_ma3,0.014087168330309362,9.746254283810947e-4,14.453930628209553,5.5685509414637726e-11,fe0215_god2,~siren+an,12,12551,113990,0.20901030817637967,0.2088645586367871,0.2074991458053692,0.207471330950175,panelpanSIZE1-moving,fe0215_god2~ln_emp_ma3+prod_res_ma3+before1994+maxmfg | an
prod_res_ma3,0.09392313863497097,0.003743953870736519,25.086617484550953,7.168218833629079e-15,fe0215_god2,~siren+an,12,12551,113990,0.20901030817637967,0.2088645586367871,0.2074991458053692,0.207471330950175,panelpanSIZE1-moving,fe0215_god2~ln_emp_ma3+prod_res_ma3+before1994+maxmfg | an
before1994,-7.868753529158173e-4,0.0027126104856752026,-0.2900804804343128,0.7752632361456799,fe0215_god2,~siren+an,12,12551,113990,0.20901030817637967,0.2088645586367871,0.2074991458053692,0.207471330950175,panelpanSIZE1-moving,fe0215_god2~ln_emp_ma3+prod_res_ma3+before1994+maxmfg | an
