variable,beta,std_error,tval,pval,dep_var,errors,reg_id,n_siren,n_obs,r2,ar2,wr2,war2_adj,sample,formula
ln_emp_mean_0215,0.035641430437172404,0.0014306846100480065,24.91215057941838,1.1154216984170739e-44,fe0215_god2,~minmax_year,12,27428,27428,0.16432015762104224,0.1612313899975235,0.1455367720269064,0.1455055027877945,le5_panelsize40-fixed,fe0215_god2~ln_emp_mean_0215 | minmax_year
before1994,0.009487057650259593,0.003159868767770678,3.002358119116705,0.01328999727431969,fe0215_mlo,~siren+an,12,14717,83025,0.20016736243820532,0.2000324671614211,0.2000108052679308,0.19997225621626313,le5_panelsize40-moving,fe0215_mlo~ln_emp_ma3+tfp_tl_ma3+before1994+maxmfg | an
maxmfg,0.02785307972531057,0.0032113968690496305,8.673197633637015,5.763412139045881e-6,fe0215_mlo,~siren+an,12,14717,83025,0.20016736243820532,0.2000324671614211,0.2000108052679308,0.19997225621626313,le5_panelsize40-moving,fe0215_mlo~ln_emp_ma3+tfp_tl_ma3+before1994+maxmfg | an
ln_emp_ma3,0.03050782793194133,9.725342478647072e-4,31.369412438609963,2.5463002689296755e-11,fe0215_le,~siren+an,12,14717,83025,0.17868513830023258,0.17857630638862,0.17862686649969006,0.17861697198758342,le5_panelsize40-moving,fe0215_le~ln_emp_ma3 | an
ln_emp_ma3,-0.06565833589959325,0.0038317625436925166,-17.135283084718743,9.671871876751696e-9,fe0215_le,~siren+an,12,14717,83025,0.26695616438973746,0.2668501974689631,0.2669041553659519,0.2668864929594412,le5_panelsize40-moving,fe0215_le~ln_emp_ma3+ln_va_ma3 | an
ln_va_ma3,0.09045072133341059,0.0036148529044216678,25.021964579187102,2.3787149447725584e-10,fe0215_le,~siren+an,12,14717,83025,0.26695616438973746,0.2668501974689631,0.2669041553659519,0.2668864929594412,le5_panelsize40-moving,fe0215_le~ln_emp_ma3+ln_va_ma3 | an
ln_emp_ma3,0.024792385433819356,8.7325397860727e-4,28.390807303689684,6.835624876022076e-11,fe0215_le,~siren+an,12,14717,83025,0.26695616438974035,0.266850197468966,0.2669041553659548,0.2668864929594441,le5_panelsize40-moving,fe0215_le~ln_emp_ma3+ln_apl_ma3 | an
ln_apl_ma3,0.09045072133339763,0.0036148529044206642,25.021964579190463,2.37871494476941e-10,fe0215_le,~siren+an,12,14717,83025,0.26695616438974035,0.266850197468966,0.2669041553659548,0.2668864929594441,le5_panelsize40-moving,fe0215_le~ln_emp_ma3+ln_apl_ma3 | an
ln_emp_ma3,0.025488950273198724,9.105183516926818e-4,27.993889662755258,7.856454205251949e-11,fe0215_le,~siren+an,12,14717,83025,0.2622404229540324,0.2621337743378739,0.26218807935119903,0.26217030332073,le5_panelsize40-moving,fe0215_le~ln_emp_ma3+prod_res_ma3 | an
prod_res_ma3,0.09489072345778696,0.0039025605795696087,24.314990510218273,3.154784838228206e-10,fe0215_le,~siren+an,12,14717,83025,0.2622404229540324,0.2621337743378739,0.26218807935119903,0.26217030332073,le5_panelsize40-moving,fe0215_le~ln_emp_ma3+prod_res_ma3 | an
ln_emp_ma3,0.030310399720412728,9.7715951652767e-4,31.018886075142095,2.8461405969703478e-11,fe0215_le,~siren+an,12,14717,83025,0.1801628555189163,0.18004434198191233,0.18010468856153072,0.1800849349039526,le5_panelsize40-moving,fe0215_le~ln_emp_ma3+tfp_cd_ma3 | an
tfp_cd_ma3,0.022901255729210448,0.005834154720621351,3.9253768242148044,0.0028414587055039958,fe0215_le,~siren+an,12,14717,83025,0.1801628555189163,0.18004434198191233,0.18010468856153072,0.1800849349039526,le5_panelsize40-moving,fe0215_le~ln_emp_ma3+tfp_cd_ma3 | an
ln_emp_ma3,0.030560817183253625,9.666631537310331e-4,31.614753355704035,2.3571386415899198e-11,fe0215_le,~siren+an,12,14717,83025,0.18390413919863535,0.18378616649192292,0.18384623768309993,0.1838265741702989,le5_panelsize40-moving,fe0215_le~ln_emp_ma3+tfp_tl_ma3 | an
tfp_tl_ma3,0.07961387766216561,0.012033464393199056,6.616039659132654,5.957140681086558e-5,fe0215_le,~siren+an,12,14717,83025,0.18390413919863535,0.18378616649192292,0.18384623768309993,0.1838265741702989,le5_panelsize40-moving,fe0215_le~ln_emp_ma3+tfp_tl_ma3 | an
before1994,0.05351742265818491,0.0034625981049471836,15.455857433099714,2.6213232345409027e-8,fe0215_le,~siren+an,12,14717,83025,0.02573284888831262,0.025603749365801343,0.025663725213882493,0.025651988060969244,le5_panelsize40-moving,fe0215_le~before1994 | an
maxmfg,0.05985230884626824,0.003554423394183781,16.83882368774821,1.1454536138627047e-8,fe0215_le,~siren+an,12,14717,83025,0.03430682802890839,0.034178864638937156,0.03423831267319444,0.034226678812385614,le5_panelsize40-moving,fe0215_le~maxmfg | an
ln_emp_ma3,0.023233816886213385,8.788395429432869e-4,26.436927050872022,1.382642923351909e-10,fe0215_le,~siren+an,12,14717,83025,0.26870886805481686,0.2685855326030975,0.268656983384313,0.26862174218365686,le5_panelsize40-moving,fe0215_le~ln_emp_ma3+prod_res_ma3+before1994+maxmfg | an
prod_res_ma3,0.0954163573523163,0.003945657995179326,24.182622383615822,3.3289967237477194e-10,fe0215_le,~siren+an,12,14717,83025,0.26870886805481686,0.2685855326030975,0.268656983384313,0.26862174218365686,le5_panelsize40-moving,fe0215_le~ln_emp_ma3+prod_res_ma3+before1994+maxmfg | an
before1994,0.010492220518575464,0.0030518001293205997,3.438043146328613,0.0063522196954156505,fe0215_le,~siren+an,12,14717,83025,0.26870886805481686,0.2685855326030975,0.268656983384313,0.26862174218365686,le5_panelsize40-moving,fe0215_le~ln_emp_ma3+prod_res_ma3+before1994+maxmfg | an
maxmfg,0.024501288147109744,0.0030533792347553386,8.024318718167017,1.1465908447999058e-5,fe0215_le,~siren+an,12,14717,83025,0.26870886805481686,0.2685855326030975,0.268656983384313,0.26862174218365686,le5_panelsize40-moving,fe0215_le~ln_emp_ma3+prod_res_ma3+before1994+maxmfg | an
ln_emp_ma3,0.028425153244798124,9.640884271077389e-4,29.48396894470921,4.704055917927544e-11,fe0215_le,~siren+an,12,14717,83025,0.1848482461786619,0.18471076726583824,0.18479041164695476,0.18475112917070602,le5_panelsize40-moving,fe0215_le~ln_emp_ma3+tfp_cd_ma3+before1994+maxmfg | an
tfp_cd_ma3,0.014814781706698917,0.0060567123751936545,2.4460104408086965,0.03449244783163314,fe0215_le,~siren+an,12,14717,83025,0.1848482461786619,0.18471076726583824,0.18479041164695476,0.18475112917070602,le5_panelsize40-moving,fe0215_le~ln_emp_ma3+tfp_cd_ma3+before1994+maxmfg | an
before1994,0.009708277919344008,0.0031771250939228914,3.0556800983107992,0.012133560893063885,fe0215_le,~siren+an,12,14717,83025,0.1848482461786619,0.18471076726583824,0.18479041164695476,0.18475112917070602,le5_panelsize40-moving,fe0215_le~ln_emp_ma3+tfp_cd_ma3+before1994+maxmfg | an
maxmfg,0.0209747762497891,0.003240247776367888,6.473201340577878,7.134047490135929e-5,fe0215_le,~siren+an,12,14717,83025,0.1848482461786619,0.18471076726583824,0.18479041164695476,0.18475112917070602,le5_panelsize40-moving,fe0215_le~ln_emp_ma3+tfp_cd_ma3+before1994+maxmfg | an
ln_emp_ma3,0.028351614924795984,9.455783226538512e-4,29.983359649388543,3.983611935330418e-11,fe0215_le,~siren+an,12,14717,83025,0.19054757479085904,0.19041105709476303,0.1904901446231244,0.19045113679971148,le5_panelsize40-moving,fe0215_le~ln_emp_ma3+tfp_tl_ma3+before1994+maxmfg | an
tfp_tl_ma3,0.08782626813001294,0.011776837637120686,7.457542579442876,2.166091945255502e-5,fe0215_le,~siren+an,12,14717,83025,0.19054757479085904,0.19041105709476303,0.1904901446231244,0.19045113679971148,le5_panelsize40-moving,fe0215_le~ln_emp_ma3+tfp_tl_ma3+before1994+maxmfg | an
before1994,0.009390811555309152,0.003178144512603065,2.9548094865005337,0.014415552403225857,fe0215_le,~siren+an,12,14717,83025,0.19054757479085904,0.19041105709476303,0.1904901446231244,0.19045113679971148,le5_panelsize40-moving,fe0215_le~ln_emp_ma3+tfp_tl_ma3+before1994+maxmfg | an
maxmfg,0.025468879646743978,0.0031299620715405044,8.137120854697356,1.0143232363322218e-5,fe0215_le,~siren+an,12,14717,83025,0.19054757479085904,0.19041105709476303,0.1904901446231244,0.19045113679971148,le5_panelsize40-moving,fe0215_le~ln_emp_ma3+tfp_tl_ma3+before1994+maxmfg | an
wage_agreement_ind_07,0.03710913028923614,0.0017539955826159977,21.15691205669384,8.069379095895033e-34,fe0215_god2,~minmax_year,12,5263,5263,0.04983802136512161,0.03554160270510609,0.02588149495981551,0.025693586297577786,le5_panelsize40-acco,fe0215_god2~wage_agreement_ind_07 | minmax_year
wage_agreement_ind_07,0.03822435035629912,0.0020363646307894273,18.77087716922331,1.8442685876303974e-30,fe0215_god2,~minmax_year,12,5263,5263,0.04999440667232313,0.035514290547899785,0.02604182322498172,0.025665995257868057,le5_panelsize40-acco,fe0215_god2~wage_agreement_ind_07+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,-0.001331997239807441,0.0014840952063085889,-0.8975146837921111,0.3722420912454649,fe0215_god2,~minmax_year,12,5263,5263,0.04999440667232313,0.035514290547899785,0.02604182322498172,0.025665995257868057,le5_panelsize40-acco,fe0215_god2~wage_agreement_ind_07+ln_emp_mean_0215 | minmax_year
wage_agreement_ind_07,0.02902811060268116,0.001545432102201294,18.78316786698936,1.7693319969403395e-30,fe0215_god2,~minmax_year,12,5263,5263,0.2906197692166057,0.26951883084496653,0.01964333946240948,0.019451488843909015,le5_panelsize40-acco,fe0215_god2~wage_agreement_ind_07 | minmax_year+naf2d_num_main
wage_agreement_fail_07,0.021866768033892616,0.0022190309420219833,9.8541969919390109,2.744432819507189e-15,fe0215_god2,~minmax_year,12,5263,5263,0.02928056616626884,0.014674833944233523,0.004805722643069998,0.004613748438332954,le5_panelsize40-acco,fe0215_god2~wage_agreement_fail_07 | minmax_year
wage_agreement_fail_07,0.01966995831265597,0.002539223459815967,7.746446354147015,3.126102067381381e-11,fe0215_god2,~minmax_year,12,5263,5263,0.0302305339072233,0.015449174111481612,0.005779642013096331,0.005395995338202675,le5_panelsize40-acco,fe0215_god2~wage_agreement_fail_07+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,0.0031423920350180843,0.0016803508105224113,1.870080946990547,0.0652732920096919,fe0215_god2,~minmax_year,12,5263,5263,0.0302305339072233,0.015449174111481612,0.005779642013096331,0.005395995338202675,le5_panelsize40-acco,fe0215_god2~wage_agreement_fail_07+ln_emp_mean_0215 | minmax_year
wage_agreement_fail_07,0.01519982387945982,0.0019977943367348494,7.60830261652562,5.755467026820325e-11,fe0215_god2,~minmax_year,12,5263,5263,0.2786128943964643,0.2571548043667701,0.0030499538683854688,0.0028548560119996402,le5_panelsize40-acco,fe0215_god2~wage_agreement_fail_07 | minmax_year+naf2d_num_main
wage_agreement_share_07,0.03738646395429673,0.002109893243187716,17.719599830468994,6.844392397967454e-29,fe0215_god2,~minmax_year,12,5263,5263,0.0474572030446796,0.03312496188678704,0.023440648835438282,0.02325226933096991,le5_panelsize40-acco,fe0215_god2~wage_agreement_share_07 | minmax_year
wage_agreement_share_07,0.03775429214076848,0.0020842726058607907,18.11389356392573,1.7377381192190384e-29,fe0215_god2,~minmax_year,12,5263,5263,0.047475985710687896,0.03295748346703442,0.023459905070632114,0.023083080800931466,le5_panelsize40-acco,fe0215_god2~wage_agreement_share_07+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,-4.5595167705348317e-4,0.0013925543136142355,-0.3274211085312042,0.7442379222775395,fe0215_god2,~minmax_year,12,5263,5263,0.047475985710687896,0.03295748346703442,0.023459905070632114,0.023083080800931466,le5_panelsize40-acco,fe0215_god2~wage_agreement_share_07+ln_emp_mean_0215 | minmax_year
wage_agreement_share_07,0.029594714766585335,0.0015510496526160145,19.080443180313807,6.522264397453638e-31,fe0215_god2,~minmax_year,12,5263,5263,0.2895917103503356,0.26846019175410285,0.018222571990697323,0.018030443335509627,le5_panelsize40-acco,fe0215_god2~wage_agreement_share_07 | minmax_year+naf2d_num_main
extwage_agreement_ind_07,0.02850836855101332,0.001976757491555434,14.421783487756604,1.389138673871834e-23,fe0215_god2,~minmax_year,12,5263,5263,0.03725726367377313,0.022771551205901575,0.012983537400856338,0.012793140706682027,le5_panelsize40-acco,fe0215_god2~extwage_agreement_ind_07 | minmax_year
extwage_agreement_ind_07,0.027385047440725254,0.0020151538495897054,13.589556671467529,3.772921311270256e-22,fe0215_god2,~minmax_year,12,5263,5263,0.037537708699787786,0.022867725868856548,0.013271053314595549,0.012890297402310957,le5_panelsize40-acco,fe0215_god2~extwage_agreement_ind_07+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,0.0017238150958684977,0.0015587192059704367,1.105917659361408,0.2722055362477009,fe0215_god2,~minmax_year,12,5263,5263,0.037537708699787786,0.022867725868856548,0.013271053314595549,0.012890297402310957,le5_panelsize40-acco,fe0215_god2~extwage_agreement_ind_07+ln_emp_mean_0215 | minmax_year
extwage_agreement_ind_07,0.021499064924065718,0.0017120164660690722,12.557744244965882,2.5488165271058362e-20,fe0215_god2,~minmax_year,12,5263,5263,0.2831173266399193,0.2617932236358621,0.009275035933238751,0.009081156292521264,le5_panelsize40-acco,fe0215_god2~extwage_agreement_ind_07 | minmax_year+naf2d_num_main
wage_agreement_ind_07,0.03064287880496978,0.0017230907589384317,17.783670793898494,5.470667942604231e-29,fe0215_mlo_le,~minmax_year,12,5263,5263,0.04072160080867282,0.0262880137838033,0.018814593809862057,0.01862532193366795,le5_panelsize40-acco,fe0215_mlo_le~wage_agreement_ind_07 | minmax_year
wage_agreement_ind_07,0.03164710407846696,0.001916335848290536,16.514382959906374,5.0835830543337145e-27,fe0215_mlo_le,~minmax_year,12,5263,5263,0.04085710500209927,0.026237716866881478,0.018953192507778938,0.018574629201781545,le5_panelsize40-acco,fe0215_mlo_le~wage_agreement_ind_07+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,-0.0011994272089865254,0.0013904881394758606,-0.8625943472187005,0.39103920868714326,fe0215_mlo_le,~minmax_year,12,5263,5263,0.04085710500209927,0.026237716866881478,0.018953192507778938,0.018574629201781545,le5_panelsize40-acco,fe0215_mlo_le~wage_agreement_ind_07+ln_emp_mean_0215 | minmax_year
wage_agreement_ind_07,0.024265433002247924,0.0015150821546690912,16.01591895691474,3.183248885403913e-26,fe0215_mlo_le,~minmax_year,12,5263,5263,0.2748962727518379,0.2533276295929885,0.014426251072153673,0.01423337949702097,le5_panelsize40-acco,fe0215_mlo_le~wage_agreement_ind_07 | minmax_year+naf2d_num_main
wage_agreement_fail_07,0.016582785362531473,0.0021180733551324207,7.82918368825556,2.167825158979821e-11,fe0215_mlo_le,~minmax_year,12,5263,5263,0.025207834589426104,0.010540822841350383,0.0029465402581480005,0.002754207414833676,le5_panelsize40-acco,fe0215_mlo_le~wage_agreement_fail_07 | minmax_year
wage_agreement_fail_07,0.014759125568197189,0.002308745771884754,6.392702803370384,1.1450403617250863e-8,fe0215_mlo_le,~minmax_year,12,5263,5263,0.025907398288846584,0.011060144664462812,0.0036620798691204826,0.003277616075899936,le5_panelsize40-acco,fe0215_mlo_le~wage_agreement_fail_07+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,0.0026086255704808247,0.0015133871256515245,1.7237001202569315,0.08877519509883834,fe0215_mlo_le,~minmax_year,12,5263,5263,0.025907398288846584,0.011060144664462812,0.0036620798691204826,0.003277616075899936,le5_panelsize40-acco,fe0215_mlo_le~wage_agreement_fail_07+ln_emp_mean_0215 | minmax_year
wage_agreement_fail_07,0.01127055155094097,0.0015611001061308655,7.219621282887909,3.1823897477815265e-10,fe0215_mlo_le,~minmax_year,12,5263,5263,0.2655792623926402,0.24373347919962285,0.0017624065993595561,0.0015670567767762655,le5_panelsize40-acco,fe0215_mlo_le~wage_agreement_fail_07 | minmax_year+naf2d_num_main
wage_agreement_share_07,0.031319760192062805,0.001987345161689861,15.75959767624426,8.27668673497136e-26,fe0215_mlo_le,~minmax_year,12,5263,5263,0.03947372875597688,0.02502136587846271,0.017538224147071735,0.017348706057593977,le5_panelsize40-acco,fe0215_mlo_le~wage_agreement_share_07 | minmax_year
wage_agreement_share_07,0.03175460167474791,0.0020069938242749364,15.821972788690491,6.554472932215045e-26,fe0215_mlo_le,~minmax_year,12,5263,5263,0.03950177952708056,0.024861733334265557,0.017566915512646886,0.017187817274372685,le5_panelsize40-acco,fe0215_mlo_le~wage_agreement_share_07+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,-5.390198755144239e-4,0.0013277001265731268,-0.4059801341630255,0.6858832137331594,fe0215_mlo_le,~minmax_year,12,5263,5263,0.03950177952708056,0.024861733334265557,0.017566915512646886,0.017187817274372685,le5_panelsize40-acco,fe0215_mlo_le~wage_agreement_share_07+ln_emp_mean_0215 | minmax_year
wage_agreement_share_07,0.025208151554690778,0.0015450452233656592,16.31547813194648,1.0530613312980664e-26,fe0215_mlo_le,~minmax_year,12,5263,5263,0.27450552616587254,0.2529252600165991,0.013895141434816405,0.013702165924334042,le5_panelsize40-acco,fe0215_mlo_le~wage_agreement_share_07 | minmax_year+naf2d_num_main
extwage_agreement_ind_07,0.024337227406899947,0.001850014082434925,13.155157919051147,2.188303844946966e-21,fe0215_mlo_le,~minmax_year,12,5263,5263,0.032189695227109905,0.017627734622888136,0.010087845401184348,0.009896890124448499,le5_panelsize40-acco,fe0215_mlo_le~extwage_agreement_ind_07 | minmax_year
extwage_agreement_ind_07,0.02352605870014184,0.001935179317039879,12.1570432739681,1.3543557353143683e-19,fe0215_mlo_le,~minmax_year,12,5263,5263,0.032345966058036524,0.01759684997055533,0.010247684983570315,0.009865762423270641,le5_panelsize40-acco,fe0215_mlo_le~extwage_agreement_ind_07+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,0.001244795320945377,0.0014377288203136136,0.8658067525375531,0.389285849231374,fe0215_mlo_le,~minmax_year,12,5263,5263,0.032345966058036524,0.01759684997055533,0.010247684983570315,0.009865762423270641,le5_panelsize40-acco,fe0215_mlo_le~extwage_agreement_ind_07+ln_emp_mean_0215 | minmax_year
extwage_agreement_ind_07,0.019094695915268356,0.0016814391627087912,11.356162232183818,4.025115156962764e-18,fe0215_mlo_le,~minmax_year,12,5263,5263,0.2699399730652533,0.24822390181396536,0.007689561300256442,0.00749537139053047,le5_panelsize40-acco,fe0215_mlo_le~extwage_agreement_ind_07 | minmax_year+naf2d_num_main
wage_agreement_ind_07,0.034425915406224465,0.0018274911308903301,18.837801631055033,1.471713469205563e-30,fe0215_mlo,~minmax_year,12,5263,5263,0.04494416409898072,0.030574111012506955,0.02294577974568557,0.022757304780358756,le5_panelsize40-acco,fe0215_mlo~wage_agreement_ind_07 | minmax_year
wage_agreement_ind_07,0.03524226557033425,0.001971803764514214,17.87310999429842,4.0048175437681186e-29,fe0215_mlo,~minmax_year,12,5263,5263,0.04503067205064071,0.03047489799931924,0.023034280287829723,0.02265729177935505,le5_panelsize40-acco,fe0215_mlo~wage_agreement_ind_07+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,-9.750328185667212e-4,0.0014117618734292093,-0.6906496321496054,0.4918624845379683,fe0215_mlo,~minmax_year,12,5263,5263,0.04503067205064071,0.03047489799931924,0.023034280287829723,0.02265729177935505,le5_panelsize40-acco,fe0215_mlo~wage_agreement_ind_07+ln_emp_mean_0215 | minmax_year
wage_agreement_ind_07,0.02713019714990883,0.0015498338166979463,17.505229823744614,1.4535679238922675e-28,fe0215_mlo,~minmax_year,12,5263,5263,0.28520031893236375,0.2639381757773186,0.01761586263368964,0.01742361524868652,le5_panelsize40-acco,fe0215_mlo~wage_agreement_ind_07 | minmax_year+naf2d_num_main
wage_agreement_fail_07,0.019881491954267843,0.002236608024692898,8.889126630491148,1.961667311464378e-13,fe0215_mlo,~minmax_year,12,5263,5263,0.026515391737194638,0.011868053881388563,0.004092526215014325,0.0039004144338057323,le5_panelsize40-acco,fe0215_mlo~wage_agreement_fail_07 | minmax_year
wage_agreement_fail_07,0.017656442237949495,0.002425135768109506,7.280599490606427,2.435573595344228e-10,fe0215_mlo,~minmax_year,12,5263,5263,0.027521469792530562,0.012698818068357265,0.005121777880644718,0.00473787735117559,le5_panelsize40-acco,fe0215_mlo~wage_agreement_fail_07+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,0.003182787493375641,0.0015894471938123133,2.002449345763842,0.04875716785195693,fe0215_mlo,~minmax_year,12,5263,5263,0.027521469792530562,0.012698818068357265,0.005121777880644718,0.00473787735117559,le5_panelsize40-acco,fe0215_mlo~wage_agreement_fail_07+ln_emp_mean_0215 | minmax_year
wage_agreement_fail_07,0.013706276494266865,0.0018964092182591704,7.227488857520262,3.07450811319424e-10,fe0215_mlo,~minmax_year,12,5263,5263,0.27423529874638053,0.25264699452122397,0.002546099479175945,0.002350903021148376,le5_panelsize40-acco,fe0215_mlo~wage_agreement_fail_07 | minmax_year+naf2d_num_main
wage_agreement_share_07,0.034825172189350544,0.002199087177353402,15.83619446649795,6.215368269399141e-26,fe0215_mlo,~minmax_year,12,5263,5263,0.042995553771391304,0.02859618131656272,0.020952285886338462,0.02076342637358508,le5_panelsize40-acco,fe0215_mlo~wage_agreement_share_07 | minmax_year
wage_agreement_share_07,0.03497798947766109,0.002143924789819024,16.314933081497557,1.0551721718026492e-26,fe0215_mlo,~minmax_year,12,5263,5263,0.04299890065388767,0.02841215806304398,0.020955709859623473,0.020577919278824575,le5_panelsize40-acco,fe0215_mlo~wage_agreement_share_07+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,-1.8942892755531137e-4,0.0013431054192804466,-0.1410380189343557,0.8882082347243716,fe0215_mlo,~minmax_year,12,5263,5263,0.04299890065388767,0.02841215806304398,0.020955709859623473,0.020577919278824575,le5_panelsize40-acco,fe0215_mlo~wage_agreement_share_07+ln_emp_mean_0215 | minmax_year
wage_agreement_share_07,0.027822728347507358,0.001584555532868406,17.55869565337473,1.2040003909995187e-28,fe0215_mlo,~minmax_year,12,5263,5263,0.28441377653309785,0.26312823720492384,0.01653487897229411,0.01634242004450004,le5_panelsize40-acco,fe0215_mlo~wage_agreement_share_07 | minmax_year+naf2d_num_main
extwage_agreement_ind_07,0.026619372290122366,0.0020093098812569185,13.248017410570185,1.499901460285572e-21,fe0215_mlo,~minmax_year,12,5263,5263,0.033913780133672855,0.019377760621795304,0.011661326209875478,0.011470674459530095,le5_panelsize40-acco,fe0215_mlo~extwage_agreement_ind_07 | minmax_year
extwage_agreement_ind_07,0.02543072173135031,0.0020228512919532008,12.571720834107985,2.4053744509836023e-20,fe0215_mlo,~minmax_year,12,5263,5263,0.03423795292589982,0.01951767476289512,0.011992965872008932,0.011611716775297376,le5_panelsize40-acco,fe0215_mlo~extwage_agreement_ind_07+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,0.0018240677204030692,0.001492173378480313,1.222423444024159,0.22527621614578078,fe0215_mlo,~minmax_year,12,5263,5263,0.03423795292589982,0.01951767476289512,0.011992965872008932,0.011611716775297376,le5_panelsize40-acco,fe0215_mlo~extwage_agreement_ind_07+ln_emp_mean_0215 | minmax_year
extwage_agreement_ind_07,0.02038035590896165,0.0016878962471848775,12.074412715208414,1.9156255239545812e-19,fe0215_mlo,~minmax_year,12,5263,5263,0.2786089150455009,0.2571507066476372,0.008556974118578586,0.008362953956957853,le5_panelsize40-acco,fe0215_mlo~extwage_agreement_ind_07 | minmax_year+naf2d_num_main
wage_agreement_ind_07,0.03163103987961158,0.0016701685337067076,18.93883116658345,1.0478708991455606e-30,fe0215_le,~minmax_year,12,5263,5263,0.04148048225893586,0.02705831358922084,0.01979464599629388,0.019605563173376472,le5_panelsize40-acco,fe0215_le~wage_agreement_ind_07 | minmax_year
wage_agreement_ind_07,0.032746025522147976,0.001876937974540662,17.446514464689127,1.788342207700647e-28,fe0215_le,~minmax_year,12,5263,5263,0.04164545203186121,0.027038079990672093,0.019963348095392686,0.019585174585107223,le5_panelsize40-acco,fe0215_le~wage_agreement_ind_07+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,-0.0013317172476950637,0.001469179791065834,-0.9064358601944514,0.36753303098829937,fe0215_le,~minmax_year,12,5263,5263,0.04164545203186121,0.027038079990672093,0.019963348095392686,0.019585174585107223,le5_panelsize40-acco,fe0215_le~wage_agreement_ind_07+ln_emp_mean_0215 | minmax_year
wage_agreement_ind_07,0.024922532320098542,0.0014573654844221439,17.101085888541206,6.105627892613569e-28,fe0215_le,~minmax_year,12,5263,5263,0.2775764532745614,0.25608753368507675,0.01507507090249427,0.014882326297974258,le5_panelsize40-acco,fe0215_le~wage_agreement_ind_07 | minmax_year+naf2d_num_main
wage_agreement_fail_07,0.017103440872325633,0.0020896185809708007,8.184958263713213,4.477310870290513e-12,fe0215_le,~minmax_year,12,5263,5263,0.025150217509787964,0.010482338838060157,0.0030949203849296447,0.002902616164324967,le5_panelsize40-acco,fe0215_le~wage_agreement_fail_07 | minmax_year
wage_agreement_fail_07,0.015280230080248394,0.002246947745660474,6.800438554816895,1.9794838917442832e-9,fe0215_le,~minmax_year,12,5263,5263,0.025840757397478487,0.01099248802344821,0.003801083256461668,0.003416673101438117,le5_panelsize40-acco,fe0215_le~wage_agreement_fail_07+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,0.00260798330223947,0.0016091020341485434,1.620769377511529,0.1091554244943818,fe0215_le,~minmax_year,12,5263,5263,0.025840757397478487,0.01099248802344821,0.003801083256461668,0.003416673101438117,le5_panelsize40-acco,fe0215_le~wage_agreement_fail_07+ln_emp_mean_0215 | minmax_year
wage_agreement_fail_07,0.011551395256101113,0.0017209538780950005,6.71220501788686,2.9002185100609e-9,fe0215_le,~minmax_year,12,5263,5263,0.26786432892561085,0.24608651640050183,0.001833928045045674,0.0016385922188314472,le5_panelsize40-acco,fe0215_le~wage_agreement_fail_07 | minmax_year+naf2d_num_main
wage_agreement_share_07,0.03227031544306563,0.0019657212863464194,16.41652642580105,7.269502621639176e-27,fe0215_le,~minmax_year,12,5263,5263,0.040101055426693955,0.02565813149214191,0.018384010593056166,0.018194655656827985,le5_panelsize40-acco,fe0215_le~wage_agreement_share_07 | minmax_year
wage_agreement_share_07,0.03278585211607941,0.001952642004220907,16.790508472729886,1.8649174522033057e-27,fe0215_le,~minmax_year,12,5263,5263,0.04013999376219768,0.02550967531867332,0.018423829881271114,0.018045062306461634,le5_panelsize40-acco,fe0215_le~wage_agreement_share_07+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,-6.390478470340386e-4,0.0013979514504573003,-0.4571316456125799,0.6488635425962221,fe0215_le,~minmax_year,12,5263,5263,0.04013999376219768,0.02550967531867332,0.018423829881271114,0.018045062306461634,le5_panelsize40-acco,fe0215_le~wage_agreement_share_07+ln_emp_mean_0215 | minmax_year
wage_agreement_share_07,0.02583159949294159,0.0014897516985183244,17.339533506579084,2.6117456422578102e-28,fe0215_le,~minmax_year,12,5263,5263,0.2771207424182426,0.25561826743733707,0.014453771963827022,0.014260905774387544,le5_panelsize40-acco,fe0215_le~wage_agreement_share_07 | minmax_year+naf2d_num_main
extwage_agreement_ind_07,0.02496487056333829,0.0018265528911146675,13.667751251431483,2.7563607932130757e-22,fe0215_le,~minmax_year,12,5263,5263,0.03237282346679993,0.01781361826433281,0.010480932769535656,0.010290053319838455,le5_panelsize40-acco,fe0215_le~extwage_agreement_ind_07 | minmax_year
