variable,beta,std_error,tval,pval,dep_var,errors,reg_id,n_siren,n_obs,r2,ar2,wr2,war2_adj,sample,formula
tfp_cd_mean_0215,0.012855910523861522,0.004404122795814146,2.9190626873710905,0.00432901054402761,fe0215_god2,~minmax_year,12,28133,28133,0.11291966813276988,0.10959632154390697,0.08570559835756819,0.08557511069900425,panelpanSIZE2-fixed,fe0215_god2~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year
before1994,-0.004413789385215381,0.0020141418083467117,-2.191399516620131,0.030721052860323842,fe0215_god2,~minmax_year,12,28133,28133,0.11291966813276988,0.10959632154390697,0.08570559835756819,0.08557511069900425,panelpanSIZE2-fixed,fe0215_god2~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year
maxmfg,0.008787252237067049,0.0035144552925179917,2.5003169782169206,0.014017521989074234,fe0215_god2,~minmax_year,12,28133,28133,0.11291966813276988,0.10959632154390697,0.08570559835756819,0.08557511069900425,panelpanSIZE2-fixed,fe0215_god2~ln_emp_mean_0215+tfp_cd_mean_0215+before1994+maxmfg | minmax_year
ln_emp_mean_0215,0.026082421033014478,5.687386882646906e-4,45.860113917335156,1.964439220364304e-69,fe0215_god2,~minmax_year,12,28133,28133,0.11171396366186526,0.10838610003694982,0.08446290498676268,0.08433223997159689,panelpanSIZE2-fixed,fe0215_god2~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year
tfp_tl_mean_0215,-0.0035097918696726012,0.007475522922917269,-0.4695045290962643,0.6397210768456159,fe0215_god2,~minmax_year,12,28133,28133,0.11171396366186526,0.10838610003694982,0.08446290498676268,0.08433223997159689,panelpanSIZE2-fixed,fe0215_god2~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year
before1994,-0.005068270127085951,0.0021751662782882476,-2.3300610062208387,0.021792325622367357,fe0215_god2,~minmax_year,12,28133,28133,0.11171396366186526,0.10838610003694982,0.08446290498676268,0.08433223997159689,panelpanSIZE2-fixed,fe0215_god2~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year
maxmfg,0.00934272164451727,0.003167809297703274,2.949268963662343,0.003958125784966857,fe0215_god2,~minmax_year,12,28133,28133,0.11171396366186526,0.10838610003694982,0.08446290498676268,0.08433223997159689,panelpanSIZE2-fixed,fe0215_god2~ln_emp_mean_0215+tfp_tl_mean_0215+before1994+maxmfg | minmax_year
ln_emp_mean_0215,0.024376688785789594,6.626211796370356e-4,36.78827289997345,2.612522478763855e-60,fe0215_mlo_le,~minmax_year,12,28133,28133,0.09623786991745964,0.09294911725001687,0.07293217937884244,0.07289910525038645,panelpanSIZE2-fixed,fe0215_mlo_le~ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,-0.053031264206972434,0.009141149420304863,-5.801378116539288,7.590350455960607e-8,fe0215_mlo_le,~minmax_year,12,28133,28133,0.21008048688553183,0.20717771797294882,0.18971050333534756,0.18965268539702185,panelpanSIZE2-fixed,fe0215_mlo_le~ln_emp_mean_0215+ln_va_mean_0215 | minmax_year
ln_va_mean_0215,0.07608937294758997,0.007933869320560274,9.590449486029181,7.1669347099448695e-16,fe0215_mlo_le,~minmax_year,12,28133,28133,0.21008048688553183,0.20717771797294882,0.18971050333534756,0.18965268539702185,panelpanSIZE2-fixed,fe0215_mlo_le~ln_emp_mean_0215+ln_va_mean_0215 | minmax_year
ln_emp_mean_0215,0.02323978368902862,0.001561979280426332,14.878419951054328,3.3490304041578555e-27,fe0215_mlo_le,~minmax_year,12,28133,28133,0.21465734988222096,0.21177139986751725,0.19440539180476657,0.19434790886865072,panelpanSIZE2-fixed,fe0215_mlo_le~ln_emp_mean_0215+ln_apl_mean_0215 | minmax_year
ln_apl_mean_0215,0.08200697943517105,0.01031695984971603,7.948754345247186,2.7782029413073105e-12,fe0215_mlo_le,~minmax_year,12,28133,28133,0.21465734988222096,0.21177139986751725,0.19440539180476657,0.19434790886865072,panelpanSIZE2-fixed,fe0215_mlo_le~ln_emp_mean_0215+ln_apl_mean_0215 | minmax_year
ln_emp_mean_0215,0.02312449198686998,0.001310443792414407,17.64630587036825,1.2688354744616803e-32,fe0215_mlo_le,~minmax_year,12,28133,28133,0.20428017106974927,0.20135608735717248,0.18376061235932162,0.18370236986849842,panelpanSIZE2-fixed,fe0215_mlo_le~ln_emp_mean_0215+prod_res_mean_0215 | minmax_year
