variable,beta,std_error,tval,pval,dep_var,errors,reg_id,n_siren,n_obs,r2,ar2,wr2,war2_adj,sample,formula
ln_emp_mean_0215,0.03180573771762014,0.0012194012197714404,26.0830784830457,1.143694439594842e-46,fe0215_god2,~minmax_year,12,28742,28742,0.14321071497822202,0.14015919407762423,0.12084257780222696,0.12081187989300535,le5_panelsize10-fixed,fe0215_god2~ln_emp_mean_0215 | minmax_year
before1994,0.0016799930764476896,0.0026925469040497067,0.6239419911017734,0.5466345182439847,fe0215_mlo,~siren+an,12,15441,93752,0.1368807556031313,0.13675184525373296,0.13570359497070172,0.13566671320981638,le5_panelsize10-moving,fe0215_mlo~ln_emp_ma3+tfp_tl_ma3+before1994+maxmfg | an
maxmfg,0.025244160999884704,0.0027098245346576723,9.315791733752887,3.0316231320424384e-6,fe0215_mlo,~siren+an,12,15441,93752,0.1368807556031313,0.13675184525373296,0.13570359497070172,0.13566671320981638,le5_panelsize10-moving,fe0215_mlo~ln_emp_ma3+tfp_tl_ma3+before1994+maxmfg | an
ln_emp_ma3,0.023314109572944282,8.952918996177659e-4,26.040791369717475,1.604786467145876e-10,fe0215_le,~siren+an,12,15441,93752,0.11595413936225796,0.11585040024910442,0.11525663664253905,0.11524719837324782,le5_panelsize10-moving,fe0215_le~ln_emp_ma3 | an
ln_emp_ma3,-0.06979045802922645,0.004024762258502929,-17.34026845480957,8.618015350042451e-9,fe0215_le,~siren+an,12,15441,93752,0.24253098588206845,0.24243401847075186,0.2419333509391608,0.24191717695289983,le5_panelsize10-moving,fe0215_le~ln_emp_ma3+ln_va_ma3 | an
ln_va_ma3,0.08798739007135653,0.0037867811204224224,23.235404232062237,4.932444673931986e-10,fe0215_le,~siren+an,12,15441,93752,0.24253098588206845,0.24243401847075186,0.2419333509391608,0.24191717695289983,le5_panelsize10-moving,fe0215_le~ln_emp_ma3+ln_va_ma3 | an
ln_emp_ma3,0.018196932042126815,8.226318956342616e-4,22.120382322517052,7.996493371018761e-10,fe0215_le,~siren+an,12,15441,93752,0.24253098588206257,0.24243401847074597,0.2419333509391547,0.24191717695289372,le5_panelsize10-moving,fe0215_le~ln_emp_ma3+ln_apl_ma3 | an
ln_apl_ma3,0.08798739007138635,0.0037867811204238613,23.23540423206128,4.932444673933987e-10,fe0215_le,~siren+an,12,15441,93752,0.24253098588206257,0.24243401847074597,0.2419333509391547,0.24191717695289372,le5_panelsize10-moving,fe0215_le~ln_emp_ma3+ln_apl_ma3 | an
ln_emp_ma3,0.019172208512624127,8.47208852559303e-4,22.62984912717506,6.394186034267792e-10,fe0215_le,~siren+an,12,15441,93752,0.2306718397703822,0.23057335421023373,0.23006484808815253,0.23004842087745236,le5_panelsize10-moving,fe0215_le~ln_emp_ma3+prod_res_ma3 | an
prod_res_ma3,0.09127450539873455,0.00412853059453939,22.10823035184939,8.039743891884903e-10,fe0215_le,~siren+an,12,15441,93752,0.2306718397703822,0.23057335421023373,0.23006484808815253,0.23004842087745236,le5_panelsize10-moving,fe0215_le~ln_emp_ma3+prod_res_ma3 | an
ln_emp_ma3,0.023265119621850155,9.006453631526411e-4,25.831609836320435,1.7376963740005215e-10,fe0215_le,~siren+an,12,15441,93752,0.11657829793148311,0.11646520668424531,0.11588128766619299,0.11586242425368942,le5_panelsize10-moving,fe0215_le~ln_emp_ma3+tfp_cd_ma3 | an
tfp_cd_ma3,0.011554137985127454,0.0049417708317631625,2.3380562107136567,0.041476773627461605,fe0215_le,~siren+an,12,15441,93752,0.11657829793148311,0.11646520668424531,0.11588128766619299,0.11586242425368942,le5_panelsize10-moving,fe0215_le~ln_emp_ma3+tfp_cd_ma3 | an
ln_emp_ma3,0.023596447954197505,8.863931821778415e-4,26.62074622034179,1.291231295247778e-10,fe0215_le,~siren+an,12,15441,93752,0.11915905822385664,0.11904629735270045,0.11846408415080856,0.1184452758444291,le5_panelsize10-moving,fe0215_le~ln_emp_ma3+tfp_tl_ma3 | an
tfp_tl_ma3,0.04745303621379027,0.01003156524889733,4.730372084157684,8.03724673219519e-4,fe0215_le,~siren+an,12,15441,93752,0.11915905822385664,0.11904629735270045,0.11846408415080856,0.1184452758444291,le5_panelsize10-moving,fe0215_le~ln_emp_ma3+tfp_tl_ma3 | an
before1994,0.02338740327728638,0.002771594499869076,8.43824855273423,7.358419134932083e-6,fe0215_le,~siren+an,12,15441,93752,0.007488003636552332,0.007371536472481566,0.006704922296950744,0.006694326019185626,le5_panelsize10-moving,fe0215_le~before1994 | an
maxmfg,0.03370178850459199,0.0026260774579286708,12.833508929007149,1.5497942055881865e-7,fe0215_le,~siren+an,12,15441,93752,0.01777513601583125,0.01765987600405583,0.017000171113546125,0.016989684663483384,le5_panelsize10-moving,fe0215_le~maxmfg | an
ln_emp_ma3,0.01800696781834561,8.281830078740906e-4,21.74274000690826,9.468614863231768e-10,fe0215_le,~siren+an,12,15441,93752,0.23875349480571728,0.23863979956186776,0.23815287946279073,0.23812036947759663,le5_panelsize10-moving,fe0215_le~ln_emp_ma3+prod_res_ma3+before1994+maxmfg | an
prod_res_ma3,0.09194879506561886,0.004121896328079464,22.307401192805116,7.362104828569419e-10,fe0215_le,~siren+an,12,15441,93752,0.23875349480571728,0.23863979956186776,0.23815287946279073,0.23812036947759663,le5_panelsize10-moving,fe0215_le~ln_emp_ma3+prod_res_ma3+before1994+maxmfg | an
before1994,0.0043043494288596655,0.0025261601171115036,1.7039099777180409,0.11921832479165172,fe0215_le,~siren+an,12,15441,93752,0.23875349480571728,0.23863979956186776,0.23815287946279073,0.23812036947759663,le5_panelsize10-moving,fe0215_le~ln_emp_ma3+prod_res_ma3+before1994+maxmfg | an
maxmfg,0.02302630152727668,0.0025761251940311113,8.938347243615597,4.40168093820793e-6,fe0215_le,~siren+an,12,15441,93752,0.23875349480571728,0.23863979956186776,0.23815287946279073,0.23812036947759663,le5_panelsize10-moving,fe0215_le~ln_emp_ma3+prod_res_ma3+before1994+maxmfg | an
ln_emp_ma3,0.022344070565742294,8.812420353459456e-4,25.35520284954493,2.087867893550031e-10,fe0215_le,~siren+an,12,15441,93752,0.12253410201129089,0.12240304893116416,0.12184179081165891,0.12180431753177201,le5_panelsize10-moving,fe0215_le~ln_emp_ma3+tfp_cd_ma3+before1994+maxmfg | an
tfp_cd_ma3,0.004581433462488562,0.005179346781367078,0.8845581606874569,0.3971645540213171,fe0215_le,~siren+an,12,15441,93752,0.12253410201129089,0.12240304893116416,0.12184179081165891,0.12180431753177201,le5_panelsize10-moving,fe0215_le~ln_emp_ma3+tfp_cd_ma3+before1994+maxmfg | an
before1994,0.002777613969772679,0.0026740240479891327,1.0387393381377574,0.32338980885121005,fe0215_le,~siren+an,12,15441,93752,0.12253410201129089,0.12240304893116416,0.12184179081165891,0.12180431753177201,le5_panelsize10-moving,fe0215_le~ln_emp_ma3+tfp_cd_ma3+before1994+maxmfg | an
maxmfg,0.020301455245763912,0.0026650296394779872,7.617722123998764,1.8033172978669333e-5,fe0215_le,~siren+an,12,15441,93752,0.12253410201129089,0.12240304893116416,0.12184179081165891,0.12180431753177201,le5_panelsize10-moving,fe0215_le~ln_emp_ma3+tfp_cd_ma3+before1994+maxmfg | an
ln_emp_ma3,0.02260635996252792,8.707450741491792e-4,25.962087680618815,1.6534354345850384e-10,fe0215_le,~siren+an,12,15441,93752,0.12656849503552636,0.12643804450831186,0.12587936692879942,0.1258420659427183,le5_panelsize10-moving,fe0215_le~ln_emp_ma3+tfp_tl_ma3+before1994+maxmfg | an
tfp_tl_ma3,0.05409123162236491,0.009731672841995208,5.558266548886062,2.413021724488247e-4,fe0215_le,~siren+an,12,15441,93752,0.12656849503552636,0.12643804450831186,0.12587936692879942,0.1258420659427183,le5_panelsize10-moving,fe0215_le~ln_emp_ma3+tfp_tl_ma3+before1994+maxmfg | an
before1994,0.0026954505681625303,0.0026802662697873038,1.0056652201112957,0.338290420380174,fe0215_le,~siren+an,12,15441,93752,0.12656849503552636,0.12643804450831186,0.12587936692879942,0.1258420659427183,le5_panelsize10-moving,fe0215_le~ln_emp_ma3+tfp_tl_ma3+before1994+maxmfg | an
maxmfg,0.02236930398920914,0.002556321429203178,8.750583449195508,5.323842723149288e-6,fe0215_le,~siren+an,12,15441,93752,0.12656849503552636,0.12643804450831186,0.12587936692879942,0.1258420659427183,le5_panelsize10-moving,fe0215_le~ln_emp_ma3+tfp_tl_ma3+before1994+maxmfg | an
wage_agreement_ind_07,0.035480749167008246,0.0015612223724642792,22.72626231393571,2.366339407263976e-38,fe0215_god2,~minmax_year,12,6399,6399,0.049586040489600025,0.03633145595126164,0.023447829148468546,0.023293066522343087,le5_panelsize10-acco,fe0215_god2~wage_agreement_ind_07 | minmax_year
wage_agreement_ind_07,0.03540848642935188,0.00209170096077633,16.928082500000432,2.873744854845566e-29,fe0215_god2,~minmax_year,12,6399,6399,0.04958673680537762,0.03617941703610805,0.02344854461426915,0.0231389705279208,le5_panelsize10-acco,fe0215_god2~wage_agreement_ind_07+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,9.31809699226847e-5,0.0014469302058357529,0.06439907712678027,0.9488002062453889,fe0215_god2,~minmax_year,12,6399,6399,0.04958673680537762,0.03617941703610805,0.02344854461426915,0.0231389705279208,le5_panelsize10-acco,fe0215_god2~wage_agreement_ind_07+ln_emp_mean_0215 | minmax_year
wage_agreement_ind_07,0.027328138441460908,0.0014457749467988615,18.902069441699105,1.4884817264752947e-32,fe0215_god2,~minmax_year,12,6399,6399,0.2794318549377862,0.2608313304300074,0.01703968717060289,0.016882085709511108,le5_panelsize10-acco,fe0215_god2~wage_agreement_ind_07 | minmax_year+naf2d_num_main
wage_agreement_fail_07,0.01833660560502456,0.002131614965316756,8.602212830824143,2.927914061636483e-13,fe0215_god2,~minmax_year,12,6399,6399,0.029982917098789086,0.0164549451027024,0.0033055821715528566,0.003147627430217126,le5_panelsize10-acco,fe0215_god2~wage_agreement_fail_07 | minmax_year
wage_agreement_fail_07,0.015469265435439885,0.0021458345374497827,7.2089740217455605,1.9445084348800605e-10,fe0215_god2,~minmax_year,12,6399,6399,0.031772474683678165,0.018113852120173246,0.0051443560309850644,0.004828979380495646,le5_panelsize10-acco,fe0215_god2~wage_agreement_fail_07+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,0.004528561063433179,0.0015347564837208767,2.950670749052056,0.00407366437906094,fe0215_god2,~minmax_year,12,6399,6399,0.031772474683678165,0.018113852120173246,0.0051443560309850644,0.004828979380495646,le5_panelsize10-acco,fe0215_god2~wage_agreement_fail_07+ln_emp_mean_0215 | minmax_year
wage_agreement_fail_07,0.01096627560020378,0.00240371890548491,4.562212151837079,1.6496367812982412e-5,fe0215_god2,~minmax_year,12,6399,6399,0.2680666798644823,0.2491727782223757,0.0015359265312100412,0.0013758392980099954,le5_panelsize10-acco,fe0215_god2~wage_agreement_fail_07 | minmax_year+naf2d_num_main
wage_agreement_share_07,0.036132843131715865,0.0017578967869562988,20.554587390922926,3.795241832546528e-35,fe0215_god2,~minmax_year,12,6399,6399,0.047861304319511855,0.03458266640827845,0.02167565941738281,0.02152061594026977,le5_panelsize10-acco,fe0215_god2~wage_agreement_share_07 | minmax_year
wage_agreement_share_07,0.03552337968938553,0.002161714619562865,16.432964540235638,2.0691809423262706e-28,fe0215_god2,~minmax_year,12,6399,6399,0.047914875335951734,0.034483970898623983,0.02173070373978092,0.021420585085078048,le5_panelsize10-acco,fe0215_god2~wage_agreement_share_07+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,8.086672492796576e-4,0.0013997013555233763,0.5777427063913079,0.5649301584131081,fe0215_god2,~minmax_year,12,6399,6399,0.047914875335951734,0.034483970898623983,0.02173070373978092,0.021420585085078048,le5_panelsize10-acco,fe0215_god2~wage_agreement_share_07+ln_emp_mean_0215 | minmax_year
wage_agreement_share_07,0.02845649595132984,0.0015117473367369542,18.823579350734654,1.9926005599525906e-32,fe0215_god2,~minmax_year,12,6399,6399,0.27902806917457346,0.2604171214652752,0.016488864347191323,0.01633117457075195,le5_panelsize10-acco,fe0215_god2~wage_agreement_share_07 | minmax_year+naf2d_num_main
extwage_agreement_ind_07,0.023522265230701476,0.0017562580990938166,13.39339886480145,7.481765236297354e-23,fe0215_god2,~minmax_year,12,6399,6399,0.03542318012482659,0.021971078674903333,0.008895462891336359,0.00873839402650145,le5_panelsize10-acco,fe0215_god2~extwage_agreement_ind_07 | minmax_year
extwage_agreement_ind_07,0.021494231068180526,0.0021506807207551893,9.994152484257658,4.15538150867276e-16,fe0215_god2,~minmax_year,12,6399,6399,0.03632825198983192,0.02273389700918438,0.009825425972900259,0.009511533256454818,le5_panelsize10-acco,fe0215_god2~extwage_agreement_ind_07+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,0.0032621446632653908,0.0015465908894701198,2.109248596688061,0.03779661766224341,fe0215_god2,~minmax_year,12,6399,6399,0.03632825198983192,0.02273389700918438,0.009825425972900259,0.009511533256454818,le5_panelsize10-acco,fe0215_god2~extwage_agreement_ind_07+ln_emp_mean_0215 | minmax_year
extwage_agreement_ind_07,0.015551531929550546,0.0016261934211971912,9.563150192860594,3.1570268226230762e-15,fe0215_god2,~minmax_year,12,6399,6399,0.27046954796341516,0.25163767321948527,0.0048137899704979725,0.004654228288594964,le5_panelsize10-acco,fe0215_god2~extwage_agreement_ind_07 | minmax_year+naf2d_num_main
wage_agreement_ind_07,0.030073797719300573,0.0015083064834419111,19.93878435811868,3.384563423689566e-34,fe0215_mlo_le,~minmax_year,12,6399,6399,0.04468438274344211,0.03136143911133793,0.01796167634005663,0.01780604427608512,le5_panelsize10-acco,fe0215_mlo_le~wage_agreement_ind_07 | minmax_year
wage_agreement_ind_07,0.03039762280582431,0.002000011556593683,15.198723580175697,3.250551730078312e-26,fe0215_mlo_le,~minmax_year,12,6399,6399,0.04469928502346432,0.031223018795391466,0.0179769954762955,0.01766568686810921,le5_panelsize10-acco,fe0215_mlo_le~wage_agreement_ind_07+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,-4.175642471652514e-4,0.0014278402064658124,-0.2924446624169561,0.7706429661159215,fe0215_mlo_le,~minmax_year,12,6399,6399,0.04469928502346432,0.031223018795391466,0.0179769954762955,0.01766568686810921,le5_panelsize10-acco,fe0215_mlo_le~wage_agreement_ind_07+ln_emp_mean_0215 | minmax_year
wage_agreement_ind_07,0.023642442244614866,0.0013193279381897847,17.92006487564725,6.040738809963226e-31,fe0215_mlo_le,~minmax_year,12,6399,6399,0.26507090239300246,0.24609966867250754,0.013375986783624505,0.013217797908649964,le5_panelsize10-acco,fe0215_mlo_le~wage_agreement_ind_07 | minmax_year+naf2d_num_main
wage_agreement_fail_07,0.013490495221001318,0.0018930852622870654,7.1261952590044695,2.843128393562396e-10,fe0215_mlo_le,~minmax_year,12,6399,6399,0.029067297217624355,0.015526555879296522,0.0019077395958096988,0.0017495633263320265,le5_panelsize10-acco,fe0215_mlo_le~wage_agreement_fail_07 | minmax_year
wage_agreement_fail_07,0.011258857716053785,0.0018540598021016912,6.072542915439499,3.2165156685269415e-8,fe0215_mlo_le,~minmax_year,12,6399,6399,0.030222581505695567,0.016542094860269474,0.003095340243296496,0.0027793140395377947,le5_panelsize10-acco,fe0215_mlo_le~wage_agreement_fail_07+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,0.0035245579927359653,0.0014640866162947295,2.407342539375041,0.01818264531029608,fe0215_mlo_le,~minmax_year,12,6399,6399,0.030222581505695567,0.016542094860269474,0.003095340243296496,0.0027793140395377947,le5_panelsize10-acco,fe0215_mlo_le~wage_agreement_fail_07+ln_emp_mean_0215 | minmax_year
wage_agreement_fail_07,0.007429913603058471,0.0022014063805952085,3.3750758917349906,0.001104289056095861,fe0215_mlo_le,~minmax_year,12,6399,6399,0.25565805075560566,0.23644383657757984,7.39467847936659e-4,5.792529157333526e-4,le5_panelsize10-acco,fe0215_mlo_le~wage_agreement_fail_07 | minmax_year+naf2d_num_main
wage_agreement_share_07,0.031068027865704527,0.001698090785817071,18.29585798662438,1.4439484533229416e-31,fe0215_mlo_le,~minmax_year,12,6399,6399,0.04383285084071198,0.03049803164482967,0.017086324836119715,0.016930554047662638,le5_panelsize10-acco,fe0215_mlo_le~wage_agreement_share_07 | minmax_year
wage_agreement_share_07,0.030967257174066825,0.0021243529890175076,14.577265329331581,4.461823727046252e-25,fe0215_mlo_le,~minmax_year,12,6399,6399,0.04383441167706115,0.03034594482641262,0.017087929333192697,0.016776338884415765,le5_panelsize10-acco,fe0215_mlo_le~wage_agreement_share_07+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,1.337077047691114e-4,0.001393623663965336,0.09594247588238222,0.9237869149307079,fe0215_mlo_le,~minmax_year,12,6399,6399,0.04383441167706115,0.03034594482641262,0.017087929333192697,0.016776338884415765,le5_panelsize10-acco,fe0215_mlo_le~wage_agreement_share_07+ln_emp_mean_0215 | minmax_year
wage_agreement_share_07,0.02506241698824515,0.0013796024588615043,18.166404986641965,2.3594196517905715e-31,fe0215_mlo_le,~minmax_year,12,6399,6399,0.26509956654200484,0.2461290727490375,0.013414467689900178,0.01325628498470377,le5_panelsize10-acco,fe0215_mlo_le~wage_agreement_share_07 | minmax_year+naf2d_num_main
extwage_agreement_ind_07,0.020178571725043074,0.0016863250947569343,11.966003345251526,4.4650126492466213e-20,fe0215_mlo_le,~minmax_year,12,6399,6399,0.03400136087787475,0.020529430569990903,0.0069798220764234475,0.006822449623503757,le5_panelsize10-acco,fe0215_mlo_le~extwage_agreement_ind_07 | minmax_year
extwage_agreement_ind_07,0.0187677961032712,0.002110394032005519,8.893029367333861,7.437691719792144e-14,fe0215_mlo_le,~minmax_year,12,6399,6399,0.034468130676873265,0.020847535278274765,0.0074596486621753,0.007145005976698093,le5_panelsize10-acco,fe0215_mlo_le~extwage_agreement_ind_07+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,0.0022692685609927423,0.001503987410712317,1.5088348112687815,0.13496417584060696,fe0215_mlo_le,~minmax_year,12,6399,6399,0.034468130676873265,0.020847535278274765,0.0074596486621753,0.007145005976698093,le5_panelsize10-acco,fe0215_mlo_le~extwage_agreement_ind_07+ln_emp_mean_0215 | minmax_year
extwage_agreement_ind_07,0.014080557602203152,0.0013812504422951934,10.194065587994166,1.6261704983829846e-16,fe0215_mlo_le,~minmax_year,12,6399,6399,0.2581902291028638,0.23904137979799955,0.004138854225869126,0.0039791843291601126,le5_panelsize10-acco,fe0215_mlo_le~extwage_agreement_ind_07 | minmax_year+naf2d_num_main
wage_agreement_ind_07,0.03315660190007516,0.0015918681844403284,20.82873583639867,1.4528894030320632e-35,fe0215_mlo,~minmax_year,12,6399,6399,0.04730265365605135,0.03401622473715005,0.021066412606833063,0.02091127257713521,le5_panelsize10-acco,fe0215_mlo~wage_agreement_ind_07 | minmax_year
wage_agreement_ind_07,0.032963418704499134,0.002048137305730346,16.09434026335685,8.127381037880125e-28,fe0215_mlo,~minmax_year,12,6399,6399,0.04730777323157709,0.03386830450715328,0.02107167316985914,0.020761345597555936,le5_panelsize10-acco,fe0215_mlo~wage_agreement_ind_07+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,2.4910483771234046e-4,0.001421476268361749,0.17524375415667948,0.8612953210346367,fe0215_mlo,~minmax_year,12,6399,6399,0.04730777323157709,0.03386830450715328,0.02107167316985914,0.020761345597555936,le5_panelsize10-acco,fe0215_mlo~wage_agreement_ind_07+ln_emp_mean_0215 | minmax_year
wage_agreement_ind_07,0.02579155507996043,0.0015130160837944053,17.046451360437153,1.8008443269405836e-29,fe0215_mlo,~minmax_year,12,6399,6399,0.2753602105901727,0.25665458190731516,0.01554980934842265,0.015391969010014495,le5_panelsize10-acco,fe0215_mlo~wage_agreement_ind_07 | minmax_year+naf2d_num_main
wage_agreement_fail_07,0.016331309933225492,0.0021170851405246964,7.714054395175602,1.8793373966044016e-11,fe0215_mlo,~minmax_year,12,6399,6399,0.0294261892090526,0.01589045302052594,0.002697649916179823,0.0025395988305880746,le5_panelsize10-acco,fe0215_mlo~wage_agreement_fail_07 | minmax_year
wage_agreement_fail_07,0.013522160332219974,0.002064191992212998,6.550824915139319,3.865645408453627e-9,fe0215_mlo,~minmax_year,12,6399,6399,0.031193263560637674,0.017526470163411023,0.004513387559226811,0.004197810887031306,le5_panelsize10-acco,fe0215_mlo~wage_agreement_fail_07+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,0.004436657233562586,0.0014823913590280517,2.9929054878406305,0.0035960738397812788,fe0215_mlo,~minmax_year,12,6399,6399,0.031193263560637674,0.017526470163411023,0.004513387559226811,0.004197810887031306,le5_panelsize10-acco,fe0215_mlo~wage_agreement_fail_07+ln_emp_mean_0215 | minmax_year
wage_agreement_fail_07,0.009482289505469301,0.0024158799815612348,3.924983682070779,1.7300918834647411e-4,fe0215_mlo,~minmax_year,12,6399,6399,0.26478025206005773,0.24580151558124885,0.0011765409407629157,0.0010163960860155585,le5_panelsize10-acco,fe0215_mlo~wage_agreement_fail_07 | minmax_year+naf2d_num_main
wage_agreement_share_07,0.03394807707050353,0.0018184162672856294,18.669035072578957,3.546401751128136e-32,fe0215_mlo,~minmax_year,12,6399,6399,0.04595810812604251,0.032652928017499194,0.019684839766144213,0.019529480786709352,le5_panelsize10-acco,fe0215_mlo~wage_agreement_share_07 | minmax_year
wage_agreement_share_07,0.033279393021235455,0.0021885053335973866,15.20644821391958,3.147390495496995e-26,fe0215_mlo,~minmax_year,12,6399,6399,0.046024451009076595,0.032566878674286204,0.019753009659485343,0.019442264061025782,le5_panelsize10-acco,fe0215_mlo~wage_agreement_share_07+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,8.872441777495578e-4,0.0013859089072719548,0.6401893898611443,0.5237319553026594,fe0215_mlo,~minmax_year,12,6399,6399,0.046024451009076595,0.032566878674286204,0.019753009659485343,0.019442264061025782,le5_panelsize10-acco,fe0215_mlo~wage_agreement_share_07+ln_emp_mean_0215 | minmax_year
wage_agreement_share_07,0.027050562534941737,0.001569347987265874,17.23681602451306,8.524316761477606e-30,fe0215_mlo,~minmax_year,12,6399,6399,0.2751508818350922,0.2564398496041238,0.01526542842446621,0.01510754249027102,le5_panelsize10-acco,fe0215_mlo~wage_agreement_share_07 | minmax_year+naf2d_num_main
extwage_agreement_ind_07,0.02184007060597721,0.0017645939644957258,12.376824949766007,6.936595768833686e-21,fe0215_mlo,~minmax_year,12,6399,6399,0.03447893473387098,0.021013664726989956,0.007889542516466008,0.007732314234772941,le5_panelsize10-acco,fe0215_mlo~extwage_agreement_ind_07 | minmax_year
extwage_agreement_ind_07,0.019839848013523845,0.002140708508390917,9.267888615268152,1.2697436662871793e-14,fe0215_mlo,~minmax_year,12,6399,6399,0.03538468200749878,0.021777016244092118,0.008820233077583395,0.008506021707501699,le5_panelsize10-acco,fe0215_mlo~extwage_agreement_ind_07+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,0.0032174090436443534,0.0015133800810086296,2.125975545746599,0.036338718387097714,fe0215_mlo,~minmax_year,12,6399,6399,0.03538468200749878,0.021777016244092118,0.008820233077583395,0.008506021707501699,le5_panelsize10-acco,fe0215_mlo~extwage_agreement_ind_07+ln_emp_mean_0215 | minmax_year
extwage_agreement_ind_07,0.014644030313755552,0.0016064891510720587,9.115548837652062,2.6045009617203506e-14,fe0215_mlo,~minmax_year,12,6399,6399,0.2671332019486199,0.24821520379465611,0.004373111154323928,0.00421347881684675,le5_panelsize10-acco,fe0215_mlo~extwage_agreement_ind_07 | minmax_year+naf2d_num_main
wage_agreement_ind_07,0.030929643909871747,0.0014890421130200656,20.771503800614774,1.7741250457993153e-35,fe0215_le,~minmax_year,12,6399,6399,0.043222375592552265,0.02987904263726615,0.0187857125447225,0.01863021107285956,le5_panelsize10-acco,fe0215_le~wage_agreement_ind_07 | minmax_year
wage_agreement_ind_07,0.031296714832568386,0.0020048629968749576,15.610400751249113,5.889509107062719e-27,fe0215_le,~minmax_year,12,6399,6399,0.04324135435660614,0.029744521346261932,0.018805176037568372,0.01849412996878963,le5_panelsize10-acco,fe0215_le~wage_agreement_ind_07+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,-4.7332865757093983e-4,0.001484385262882308,-0.31887183833383864,0.7505880084591101,fe0215_le,~minmax_year,12,6399,6399,0.04324135435660614,0.029744521346261932,0.018805176037568372,0.01849412996878963,le5_panelsize10-acco,fe0215_le~wage_agreement_ind_07+ln_emp_mean_0215 | minmax_year
wage_agreement_ind_07,0.02422270794121606,0.0012926199796577705,18.739233744189207,2.728397612850312e-32,fe0215_le,~minmax_year,12,6399,6399,0.26637763669028747,0.24744013460709624,0.013933181914681403,0.013775082376748848,le5_panelsize10-acco,fe0215_le~wage_agreement_ind_07 | minmax_year+naf2d_num_main
wage_agreement_fail_07,0.014020537094698299,0.0019080336928953465,7.348160122593448,1.0244219429655627e-10,fe0215_le,~minmax_year,12,6399,6399,0.026891280580853327,0.013320192259318464,0.002037511764846567,0.0018793560614812632,le5_panelsize10-acco,fe0215_le~wage_agreement_fail_07 | minmax_year
wage_agreement_fail_07,0.011757349022485356,0.0018147687837954916,6.478703583326737,5.3382751516870435e-9,fe0215_le,~minmax_year,12,6399,6399,0.028068938278703603,0.014358070551140578,0.003245247532682849,0.0029292688506517006,le5_panelsize10-acco,fe0215_le~wage_agreement_fail_07+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,0.0035743876822729604,0.0015421979419778535,2.3177230269733364,0.022811513611397067,fe0215_le,~minmax_year,12,6399,6399,0.028068938278703603,0.014358070551140578,0.003245247532682849,0.0029292688506517006,le5_panelsize10-acco,fe0215_le~wage_agreement_fail_07+ln_emp_mean_0215 | minmax_year
wage_agreement_fail_07,0.0077517745984800645,0.0023019915991090946,3.367420889581056,0.001131732960397536,fe0215_le,~minmax_year,12,6399,6399,0.25660578000677003,0.2374160302201883,7.987627521702789e-4,6.385573269261924e-4,le5_panelsize10-acco,fe0215_le~wage_agreement_fail_07 | minmax_year+naf2d_num_main
wage_agreement_share_07,0.031869179033284636,0.0016633055829043879,19.16014673481474,5.7345060797525006e-33,fe0215_le,~minmax_year,12,6399,6399,0.04223926673817213,0.028882223231509574,0.0177774945121999,0.017621833259349184,le5_panelsize10-acco,fe0215_le~wage_agreement_share_07 | minmax_year
wage_agreement_share_07,0.0317886186426131,0.0021009911502705343,15.130296307302311,4.326871716456411e-26,fe0215_le,~minmax_year,12,6399,6399,0.04224025544660026,0.028729300102607214,0.017778508472822474,0.01746713694277746,le5_panelsize10-acco,fe0215_le~wage_agreement_share_07+ln_emp_mean_0215 | minmax_year
ln_emp_mean_0215,1.0689164435549736e-4,0.0014461840320434552,0.07391289212650182,0.9412493753468266,fe0215_le,~minmax_year,12,6399,6399,0.04224025544660026,0.028729300102607214,0.017778508472822474,0.01746713694277746,le5_panelsize10-acco,fe0215_le~wage_agreement_share_07+ln_emp_mean_0215 | minmax_year
wage_agreement_share_07,0.02558780086711957,0.0013240094877131096,19.325995096391647,3.119709372976938e-33,fe0215_le,~minmax_year,12,6399,6399,0.2663349261447183,0.2473963215446381,0.013875774379314199,0.013717665637030918,le5_panelsize10-acco,fe0215_le~wage_agreement_share_07 | minmax_year+naf2d_num_main
extwage_agreement_ind_07,0.020721699429512283,0.001669251684610447,12.413765773342984,5.872193647444345e-21,fe0215_le,~minmax_year,12,6399,6399,0.03200141567940018,0.018501593901236513,0.00727816271822368,0.00712083754591275,le5_panelsize10-acco,fe0215_le~extwage_agreement_ind_07 | minmax_year
