an,annai,tenure,n_individuals,n_eqtp
2003,1972,6,2205,1921.0395604395605
2013,1960,8,2205,1911.279120879121
2019,1970,8,2207,1924.9813186813187
2001,1958,4,2209,1823.5824175824175
2011,1954,4,2209,1685.8225274725276
2001,1964,5,2210,1863.024175824176
2003,1974,6,2210,1939.9467032967034
2011,1954,6,2212,1773.4609890109891
2011,1984,7,2212,1831.0192307692307
2012,1980,9,2213,1990.7862637362637
2018,1958,7,2214,1721.6714285714286
2014,1966,6,2215,1840.1137362637362
2016,1978,7,2215,1918.1158031421703
2019,1974,8,2216,1907.932967032967
2003,1966,9,2217,2086.134065934066
2014,1964,6,2221,1811.6291208791208
2010,1952,4,2222,1557.365934065934
2000,1968,5,2223,1869.0324175824176
2008,1982,7,2223,1891.2714285714285
2012,1958,7,2225,1892.7928571428572
2016,1972,7,2226,1916.7338770604395
2017,1976,7,2226,1917.1692307692308
1998,1948,3,2227,1908.9516483516484
2015,1966,6,2227,1873.8686813186814
2003,1956,9,2228,2088.4296703296704
2006,1968,6,2228,1890.462087912088
2004,1962,5,2229,1917.60989010989
2012,1958,4,2229,1682.8126373626374
2018,1962,5,2230,1684.4203296703297
2016,1972,9,2231,2030.2707020518544
2019,1966,6,2232,1795.852197802198
2011,1954,7,2233,1861.3527472527473
2012,1968,9,2233,2053.2115384615386
2015,1976,9,2233,2002.9285714285713
2017,1968,7,2233,1882.2483516483517
2017,1958,3,2235,1462.8950549450549
2002,1946,8,2236,1960.5835164835164
2019,1964,6,2236,1810.4516483516484
2012,1964,9,2237,2090.497252747253
2018,1968,6,2240,1810.7274725274726
2014,1962,7,2243,1905.0054945054944
2011,1978,8,2244,1991.8950549450549
2015,1964,6,2248,1806.8747252747253
2008,1968,6,2250,1955.1956043956045
2015,1976,8,2250,2010.5708791208792
2000,1958,4,2251,1911.062087912088
2003,1964,5,2251,1949.7368131868132
2003,1952,9,2253,2075.612087912088
2019,1980,7,2253,1890.0472527472527
2017,1984,8,2254,1931.2516483516483
2001,1966,5,2255,1879.7153846153847
2002,1948,3,2256,1708.852197802198
2019,1978,8,2257,1974.5637362637362
2017,1990,7,2260,1851.368131868132
2004,1972,6,2263,2015.921978021978
2018,1960,7,2265,1850.2263736263735
2019,1990,10,2267,1971.5494505494505
2013,1958,4,2268,1672.6489010989012
2019,1984,7,2268,1894.545054945055
2012,1972,9,2273,2061.147252747253
2009,1980,7,2278,1988.6637362637362
2015,1990,6,2279,1745.5956043956044
2014,1958,4,2282,1681.9412087912087
2008,1976,6,2283,1944.8461538461538
2014,1962,8,2283,1978.9302197802199
2010,1980,10,2284,2109.6093406593404
2011,1958,8,2285,2126.997252747253
1999,1948,3,2288,1861.75
2018,1976,6,2288,1846.7428571428572
2019,1968,8,2288,1967.156043956044
2014,1962,5,2289,1799.2472527472528
2002,1964,5,2290,1927.1329670329671
2019,1986,9,2290,1938.9252747252747
2010,1956,7,2293,2066.0835164835166
2003,1950,9,2296,2120.2126373626375
2019,1962,8,2297,1978.2824175824176
2013,1960,6,2300,1951.2335164835165
2015,1964,9,2302,2019.106043956044
2014,1968,6,2303,1894.6445054945054
2018,1966,6,2303,1856.0313186813187
2006,1970,6,2305,1949.1120879120879
2013,1976,9,2305,2101.790659340659
2019,1966,8,2307,1986.9615384615386
2019,1976,6,2308,1873.095054945055
2015,1968,6,2313,1916.6203296703297
2003,1954,9,2314,2184.3434065934066
2007,1962,5,2315,1965.034065934066
2000,1950,3,2316,1861.943956043956
2012,1958,8,2319,2040.1516483516484
2014,1976,6,2322,1961.0115384615385
2012,1950,1,2325,464.5576923076923
2014,1976,9,2325,2113.247252747253
2003,1962,9,2328,2168.4324175824177
2013,1960,7,2330,1987.5164835164835
2013,1978,9,2330,2079.6467032967034
2015,1966,9,2330,2065.6824175824177
2015,1978,8,2331,2038.715934065934
2009,1978,10,2332,2147.5005494505494
2013,1962,5,2334,1844.643956043956
2014,1978,9,2334,2092.0637362637362
2009,1948,1,2335,478.0346153846154
2004,1958,4,2338,1940.8467032967033
2019,1964,8,2338,1993.2032967032967
2005,1970,6,2339,2050.49010989011
2010,1952,3,2340,1567.9241758241758
2013,1956,3,2341,1585.2197802197802
2006,1974,10,2342,2150.6384615384613
2003,1966,5,2344,2049.0071428571428
2013,1960,9,2346,2077.0846153846155
2017,1954,1,2347,451.1038461538462
2015,1962,5,2348,1846.2653846153846
2014,1970,6,2350,1987.7109890109891
2017,1970,7,2352,1984.3763736263736
2003,1952,3,2353,1865.4236263736263
2013,1982,9,2355,2091.9131868131867
2014,1954,2,2355,1134.970879120879
2011,1956,7,2357,1991.6763736263736
2015,1970,9,2357,2103.7225274725274
2015,1974,8,2357,2098.5346153846153
2015,1974,9,2357,2115.3467032967033
2018,1992,6,2358,1856.4043956043956
2019,1966,5,2358,1796.1818681318682
2015,1970,8,2359,2097.035164835165
2003,1960,9,2360,2224.6664835164834
2019,1984,8,2360,1997.5142857142857
2006,1948,3,2361,1748.160989010989
2019,1964,5,2361,1814.6950549450548
2008,1970,6,2365,2043.9225274725275
2010,1976,7,2365,2103.274175824176
2003,1958,4,2366,1946.8972527472527
2003,1976,5,2366,1975.4802197802198
2010,1982,7,2366,2067.59010989011
1999,1974,5,2367,1963.189010989011
2015,1968,9,2367,2102.608791208791
1998,1950,3,2369,1941.4115384615384
2013,1962,9,2369,2129.975824175824
2015,1982,7,2369,2018.8554945054946
2005,1952,3,2370,1819.6379120879121
2015,1980,7,2370,2035.4824175824176
2011,1960,8,2372,2162.763736263736
2008,1950,4,2373,1776.6967032967034
2014,1984,9,2373,2126.363186813187
2018,1970,6,2375,1914.3736263736264
2006,1978,6,2377,2039.926923076923
2008,1974,6,2378,2033.6675824175825
2013,1950,10,2379,1844.8087912087913
2001,1972,7,2384,2086.501098901099
2019,1968,6,2386,1943.4906593406592
2000,1952,3,2387,1912.1697802197803
2001,1948,3,2387,1982.8752747252747
2019,1982,8,2387,2040.7972527472527
2001,1968,5,2391,1973.5840659340658
2006,1974,6,2391,2040.8417582417583
2002,1966,5,2392,1989.278021978022
2011,1974,8,2392,2173.1994505494504
1998,1952,3,2393,2005.5681318681318
2016,1980,9,2393,2136.0363764165522
2003,1964,9,2394,2235.460989010989
2014,1986,8,2394,2082.875824175824
2019,1972,8,2394,2079.2642857142855
2017,1964,5,2395,1845.4291208791208
2009,1950,2,2396,1299.6016483516485
2005,1964,5,2397,2066.047252747253
2011,1954,5,2398,1888.817032967033
2011,1956,6,2398,1971.2862637362637
2017,1960,4,2401,1780.6005494505494
2011,1962,8,2402,2244.457142857143
2018,1962,4,2403,1730.8291208791209
1998,1956,3,2405,1999.1461538461538
2018,1978,6,2405,1953.9978021978022
2014,1988,6,2406,1929.465934065934
2019,1970,6,2408,1966.0736263736264
2002,1950,3,2412,1856.2054945054945
2001,1960,4,2418,1946.3197802197801
2018,1982,8,2418,2083.5071428571428
2006,1958,4,2419,2036.6274725274725
2014,1954,3,2419,1503.7241758241757
2018,1976,7,2419,2040.2961538461539
2016,1956,2,2420,1233.482666015625
2018,1990,7,2420,2000.9565934065934
2007,1946,1,2421,586.2758241758241
2013,1960,4,2427,1743.389010989011
2012,1958,6,2428,2000.6725274725275
2019,1986,7,2429,2009.3137362637362
2014,1974,9,2430,2191.9
2019,1978,6,2430,1996.1582417582417
2001,1972,8,2433,2096.6719780219782
2015,1978,9,2435,2192.248901098901
2017,1956,2,2435,1222.471978021978
2016,1982,9,2436,2189.6860308636674
1999,1962,4,2437,2106.6857142857143
2014,1978,6,2438,2024.9653846153847
2014,1964,7,2439,2089.85
2011,1970,8,2441,2206.6313186813186
2018,1972,6,2447,1981.4467032967034
2014,1972,6,2448,2055.15
2015,1970,6,2448,2039.135164835165
2002,1970,8,2449,2190.5516483516485
2004,1974,6,2450,2144.778021978022
2008,1972,6,2450,2100.851098901099
2013,1988,6,2450,1884.4417582417582
2016,1964,6,2450,2009.0673795930632
2002,1968,5,2451,2046.8934065934066
2008,1976,10,2451,2258.2368131868134
2018,1984,8,2452,2112.6906593406593
2018,1974,6,2454,1980.6697802197803
2013,1962,8,2455,2151.135714285714
2018,1980,8,2456,2103.1247252747253
2017,1958,6,2459,2012.7032967032967
2005,1966,5,2462,2139.708241758242
2017,1978,7,2463,2098.2582417582416
2012,1960,7,2464,2106.5796703296705
2006,1972,6,2466,2087.697802197802
2016,1962,4,2466,1808.7079380580358
2006,1976,6,2468,2099.9456043956043
2015,1972,9,2469,2230.0093406593405
2016,1988,7,2469,2080.5672314989697
2003,1958,9,2470,2323.2214285714285
2004,1960,4,2470,2071.2335164835163
2011,1966,8,2471,2257.285164835165
2009,1954,6,2472,2148.3637362637364
2016,1958,3,2479,1710.712432391827
2019,1986,8,2480,2088.6335164835164
1999,1950,3,2482,2016.0505494505494
2014,1974,6,2483,2063.9637362637363
2018,1970,7,2485,2121.692857142857
1998,1954,3,2486,2053.0153846153844
2006,1960,4,2487,2024.0197802197802
2018,1962,7,2487,2142.858791208791
2016,1984,9,2488,2235.478589672047
2019,1980,8,2488,2155.7505494505494
2015,1976,6,2489,2077.2384615384617
2012,1986,7,2490,2077.8978021978023
2014,1966,7,2490,2135.4296703296704
2012,1958,5,2496,2048.186813186813
2014,1964,9,2496,2210.7483516483517
2017,1972,7,2498,2141.7236263736263
2019,1974,6,2498,2062.982967032967
2017,1960,6,2499,2064.751098901099
2012,1956,3,2502,1666.2983516483516
2018,1988,8,2502,2128.1428571428573
2015,1986,10,2503,2222.2384615384617
2015,1972,8,2507,2234.19010989011
2014,1968,7,2509,2149.4472527472526
2016,1966,6,2509,2091.704823789492
2017,1974,7,2511,2133.33021978022
2016,1980,7,2515,2180.2359144273696
2014,1976,8,2516,2246.376923076923
2001,1974,5,2517,2038.0978021978021
2010,1958,7,2517,2299.470879120879
2015,1958,3,2519,1629.6818681318682
2019,1988,8,2522,2156.936813186813
2011,1964,8,2527,2340.2664835164837
2011,1968,8,2528,2321.8582417582415
2013,1962,6,2528,2148.7989010989013
2016,1952,10,2528,1926.2733790135646
2015,1984,7,2530,2154.0763736263734
2004,1964,5,2531,2192.206043956044
2010,1954,6,2532,2130.1714285714284
2015,1986,8,2532,2202.4884615384617
2007,1964,5,2533,2143.953296703297
2019,1972,6,2534,2089.9615384615386
2000,1960,4,2535,2121.1148351648353
2018,1968,7,2535,2163.246153846154
2003,1968,5,2537,2160.230769230769
2013,1962,7,2537,2176.243956043956
2016,1982,7,2538,2185.844490470467
2002,1968,8,2541,2327.2340659340657
2017,1986,8,2543,2180.71978021978
2015,1956,4,2545,1875.1115384615384
2002,1958,4,2547,2127.5258241758243
2018,1974,7,2547,2154.6527472527473
2014,1966,9,2548,2281.910989010989
2004,1948,2,2549,1718.8653846153845
2007,1950,4,2553,2002.1631868131867
2014,1964,8,2556,2225.52032967033
1999,1946,2,2557,1858.7774725274726
2012,1960,8,2557,2274.452747252747
2000,1970,5,2559,2178.382967032967
2015,1974,6,2559,2130.5214285714287
2014,1960,4,2560,1885.3857142857144
2018,1966,7,2560,2183.2005494505493
2002,1960,4,2561,2106.5917582417583
2011,1956,3,2562,1735.885164835165
2012,1976,8,2563,2293.8714285714286
2015,1986,7,2563,2166.5247252747254
2008,1952,5,2566,2046.212087912088
2016,1968,6,2566,2150.129891397665
2018,1964,7,2566,2161.3554945054943
2014,1970,9,2568,2337.252747252747
2002,1948,8,2569,2307.8598901098903
2001,1970,5,2570,2126.246153846154
2003,1960,4,2570,2119.6681318681317
2004,1966,5,2572,2189.6994505494504
2009,1956,6,2572,2253.7192307692308
2002,1970,5,2574,2157.2164835164835
2013,1970,9,2577,2316.5164835164837
2005,1954,3,2579,2010.4730769230769
2013,1964,5,2581,2056.6626373626373
2018,1978,7,2583,2201.3851648351647
2009,1952,5,2584,2034.045054945055
2001,1950,3,2585,2101.657142857143
2012,1960,4,2586,1919.6434065934066
2000,1954,3,2591,2047.3373626373627
2001,1946,7,2591,2381.0785714285716
2012,1962,8,2591,2314.174175824176
2003,1954,3,2593,2033.606043956044
2019,1988,7,2598,2169.285714285714
2010,1954,5,2600,2053.320879120879
2007,1966,5,2602,2227.697802197802
2003,1956,3,2603,2066.99010989011
2009,1952,4,2603,1940.3307692307692
2014,1966,8,2604,2278.110989010989
2002,1956,8,2605,2399.3521978021977
2015,1978,6,2608,2205.1478021978023
2018,1966,5,2609,2046.5532967032966
2013,1976,8,2610,2338.184065934066
2013,1966,5,2611,2111.7686813186815
2013,1968,9,2611,2351.5763736263734
2018,1964,5,2611,2057.993956043956
2011,1956,5,2612,2031.3346153846153
2003,1970,5,2615,2232.412087912088
2015,1972,6,2615,2195.6956043956043
2011,1952,2,2616,1309.9664835164835
2007,1948,2,2618,1482.2362637362637
2002,1952,8,2619,2395.274175824176
2011,1980,8,2619,2312.315934065934
2010,1960,7,2621,2352.478021978022
2010,1978,7,2621,2313.652197802198
2013,1966,9,2622,2365.6252747252747
2014,1976,7,2623,2276.4846153846156
2011,1972,8,2628,2368.2631868131866
1999,1952,3,2630,2153.753846153846
2013,1964,9,2630,2403.2406593406595
2014,1968,8,2631,2307.6098901098903
2005,1972,6,2632,2274.4868131868134
2019,1992,6,2632,2101.118131868132
2012,1978,8,2633,2336.0258241758243
2014,1966,5,2634,2134.873076923077
2011,1958,6,2638,2193.964285714286
2005,1974,6,2639,2259.371978021978
2013,1978,8,2640,2366.5412087912086
2015,1956,2,2642,1465.0043956043955
2013,1974,9,2643,2411.3752747252747
2008,1978,6,2645,2211.5120879120877
2010,1956,6,2648,2246.843956043956
2017,1988,10,2648,2380.928021978022
2004,1978,5,2649,2213.098901098901
2010,1952,2,2649,1511.028021978022
2008,1950,3,2651,1765.4038461538462
2001,1962,4,2656,2184.5664835164835
2016,1976,6,2656,2230.2858983301853
2011,1958,7,2657,2303.563186813187
2002,1950,8,2659,2411.3164835164835
2019,1990,7,2659,2226.5675824175823
2005,1976,6,2662,2288.1576923076923
2017,1962,4,2662,2004.7016483516484
2019,1976,5,2662,2076.289010989011
2014,1968,9,2665,2378.0967032967033
2005,1980,5,2666,2097.8967032967034
2010,1962,7,2666,2447.7912087912086
2012,1960,6,2666,2212.3395604395605
2019,1968,5,2667,2086.9214285714284
2002,1966,8,2670,2470.118131868132
2014,1970,8,2671,2365.153846153846
2001,1946,2,2672,1909.1593406593406
2004,1962,4,2673,2218.6005494505494
2014,1972,9,2675,2430.273076923077
2004,1972,10,2676,2450.7313186813185
2012,1982,8,2676,2344.7994505494507
2019,1960,4,2678,1965.9681318681319
2014,1964,5,2682,2100.2873626373625
2017,1966,5,2682,2129.175274725275
2002,1952,3,2686,2065.992307692308
2014,1974,8,2686,2378.3505494505494
2005,1968,5,2689,2285.8192307692307
1999,1964,4,2693,2301.6417582417585
2017,1968,5,2693,2115.1335164835164
2007,1968,5,2695,2307.1478021978023
2015,1980,9,2695,2416.845054945055
2002,1954,8,2696,2496.641208791209
2019,1960,3,2698,1720.878021978022
1999,1954,3,2699,2219.4565934065936
2005,1956,3,2700,2124.4054945054945
2017,1960,3,2700,1805.295054945055
2013,1984,8,2701,2402.058241758242
2000,1956,3,2702,2148.3945054945057
2004,1968,5,2704,2316.056043956044
2013,1980,9,2706,2413.3653846153848
2011,1956,4,2710,2086.6164835164836
1997,1946,2,2712,2106.042857142857
1999,1956,3,2712,2174.618131868132
2019,1970,5,2712,2165.6296703296703
2010,1984,6,2714,2209.901098901099
2000,1946,2,2715,2038.3516483516485
2013,1974,8,2717,2448.974725274725
2018,1972,7,2721,2317.179120879121
2016,1984,7,2723,2317.8664405906593
2018,1986,8,2724,2301.1098901098903
2001,1952,3,2727,2202.778021978022
2019,1956,1,2727,491.7901098901099
2013,1968,5,2731,2189.198901098901
2015,1980,8,2731,2381.9
2014,1972,8,2735,2440.8104395604396
2000,1962,4,2743,2276.812087912088
2014,1974,7,2745,2382.625824175824
2010,1974,7,2747,2474.6428571428573
2018,1982,6,2748,2238.7049450549453
2013,1962,4,2751,2078.058241758242
2017,1962,6,2752,2323.296703296703
2014,1970,7,2754,2379.6186813186814
2016,1970,6,2754,2301.6756122295674
2010,1980,9,2756,2495.113186813187
2015,1960,3,2758,1827.0796703296703
2018,1980,6,2760,2241.228021978022
2014,1978,7,2762,2356.4637362637363
2002,1960,8,2766,2558.5313186813187
2013,1964,8,2774,2431.6857142857143
2014,1968,5,2774,2222.3164835164835
2013,1972,9,2775,2549.6736263736266
2012,1962,7,2779,2398.176373626374
2014,1978,8,2782,2478.708241758242
2013,1970,5,2783,2268.7379120879123
2007,1982,5,2786,2130.1456043956046
2010,1970,7,2789,2498.97967032967
2013,1964,6,2789,2379.579120879121
2008,1980,6,2790,2367.8054945054946
2010,1966,7,2791,2518.510989010989
2010,1956,5,2794,2224.785164835165
2019,1958,2,2795,1298.184065934066
1999,1966,4,2797,2399.045604395604
2002,1962,8,2797,2565.3252747252745
1998,1958,3,2799,2284.0967032967033
2013,1966,8,2801,2487.6247252747253
2017,1976,6,2801,2364.062087912088
2017,1976,5,2805,2218.5434065934064
2001,1954,3,2808,2280.8543956043954
2008,1954,5,2809,2431.9967032967033
2014,1980,9,2809,2526.743956043956
2009,1982,6,2811,2377.9763736263735
2005,1970,5,2816,2385.7912087912086
2013,1976,5,2818,2293.0285714285715
2010,1954,3,2821,2032.8670329670329
2016,1960,5,2822,2298.9702025025754
2017,1970,5,2822,2267.8087912087913
2002,1948,2,2824,1972.5
2011,1950,1,2824,542.5818681318681
2009,1958,6,2826,2500.0835164835166
2016,1958,5,2826,2279.7615958748283
2012,1950,10,2827,2259.3241758241757
2010,1964,7,2828,2563.625824175824
2015,1982,8,2829,2469.5884615384616
2007,1982,6,2832,2312.15989010989
2013,1966,6,2832,2424.304945054945
2003,1962,4,2833,2338.645054945055
2012,1960,5,2836,2363.054945054945
2009,1976,6,2837,2438.126923076923
2001,1956,3,2839,2271.445054945055
2013,1970,8,2840,2533.975824175824
2015,1964,5,2840,2238.7153846153847
2012,1970,8,2842,2535.2494505494506
2002,1962,4,2844,2363.9164835164834
2011,1960,6,2844,2399.558241758242
2018,1954,10,2844,2006.5747252747253
2012,1962,4,2847,2162.525274725275
2017,1970,6,2849,2401.1835164835165
2002,1964,8,2851,2630.714835164835
2017,1964,6,2852,2379.3104395604396
2003,1972,5,2854,2434.914835164835
2006,1962,4,2855,2343.334065934066
2018,1968,5,2855,2230.2846153846153
2010,1968,7,2856,2594.256043956044
2002,1954,3,2857,2219.3423076923077
2014,1962,4,2858,2161.153846153846
2014,1980,6,2858,2380.6335164835164
2012,1964,8,2860,2581.55
2015,1984,8,2862,2503.008791208791
2010,1954,4,2863,2176.1137362637364
2018,1976,5,2863,2233.5401098901098
2013,1958,3,2867,1990.271978021978
2017,1966,6,2868,2423.763736263736
2018,1982,7,2868,2380.2543956043955
2012,1958,3,2872,1982.1697802197803
2018,1984,7,2872,2367.197802197802
2012,1962,6,2873,2421.986263736264
2017,1968,6,2876,2413.439010989011
2019,1984,6,2879,2371.7076923076925
1998,1946,2,2881,2180.434065934066
2003,1970,10,2881,2631.543956043956
2018,1984,6,2882,2299.6296703296703
2012,1968,8,2883,2574.4626373626375
2017,1982,7,2885,2488.917032967033
2012,1966,8,2887,2581.192857142857
2016,1978,6,2887,2463.333868475275
2013,1986,7,2888,2444.5505494505496
2015,1984,9,2890,2575.8532967032966
1998,1960,3,2892,2356.781868131868
2013,1968,6,2894,2472.1719780219782
2017,1980,7,2894,2491.145054945055
2014,1972,7,2895,2541.8554945054943
2016,1990,6,2895,2334.216862873455
2002,1958,8,2897,2697.1703296703295
2000,1964,4,2898,2413.784065934066
2008,1956,5,2901,2521.3142857142857
2011,1960,7,2901,2518.9192307692306
2018,1980,7,2901,2456.546703296703
2013,1976,7,2903,2519.748901098901
2018,1970,5,2903,2257.1873626373626
2000,1972,5,2907,2437.6236263736264
2007,1970,5,2907,2453.282967032967
2013,1964,7,2909,2511.752747252747
2012,1954,2,2911,1659.8626373626373
2007,1976,5,2912,2415.036813186813
2009,1952,3,2914,1967.4582417582417
2001,1948,7,2915,2690.959340659341
2014,1982,6,2915,2406.34010989011
2014,1956,2,2918,1598.9005494505495
2009,1954,5,2919,2399.0796703296705
2012,1982,10,2919,2685.824725274725
2014,1982,9,2919,2618.8005494505496
2001,1972,5,2929,2431.3087912087913
2004,1970,5,2929,2491.357692307692
2018,1964,4,2930,2134.6005494505494
2016,1972,6,2931,2499.1418934581043
2013,1972,5,2932,2386.3494505494505
2012,1974,8,2933,2633.198901098901
2013,1966,7,2934,2540.8263736263734
2017,1974,6,2934,2467.8752747252747
2019,1980,6,2935,2411.4494505494504
2018,1966,4,2940,2119.373076923077
2017,1972,5,2944,2364.2434065934067
2015,1966,5,2945,2360.5082417582416
2001,1964,4,2946,2416.50989010989
2000,1946,6,2947,2737.620879120879
2018,1958,3,2947,1868.5104395604396
2019,1972,5,2948,2278.8945054945057
2019,1978,5,2948,2327.790659340659
2010,1950,9,2954,2096.585164835165
2009,1960,6,2956,2569.846153846154
2016,1974,6,2956,2483.1477056146978
2014,1970,5,2957,2392.2736263736265
2009,1956,5,2961,2485.089010989011
2017,1978,5,2962,2338.553296703297
2013,1968,8,2963,2616.0214285714287
1999,1968,4,2969,2497.5285714285715
2014,1986,7,2972,2535.351098901099
2015,1968,5,2973,2413.77032967033
2016,1964,4,2973,2197.2856863839284
2013,1974,5,2978,2442.645054945055
2001,1970,7,2979,2680.9005494505495
2011,1958,5,2979,2388.714835164835
2010,1958,6,2981,2575.5796703296705
2013,1978,5,2981,2391.5884615384616
2013,1972,8,2983,2688.7494505494506
2001,1950,7,2985,2767.297252747253
2001,1952,7,2985,2779.723076923077
2001,1956,7,2985,2767.9549450549453
1999,1958,3,2987,2449.532967032967
2017,1984,7,2987,2548.476923076923
2002,1972,5,2990,2490.9576923076925
2000,1958,3,2991,2334.7357142857145
2018,1958,2,2993,1493.6456043956043
2019,1982,6,2995,2493.5686813186812
2007,1974,5,2996,2477.4434065934065
2011,1962,7,2999,2611.5021978021978
2015,1982,9,3008,2676.02032967033
2011,1958,3,3009,2086.929120879121
2015,1954,1,3009,644.7346153846154
2018,1978,5,3009,2366.0741758241757
2014,1976,5,3011,2440.90989010989
2019,1974,5,3014,2403.480769230769
2002,1964,4,3016,2480.2653846153844
2017,1978,6,3018,2554.5637362637362
2013,1968,7,3020,2623.7978021978024
2012,1976,7,3021,2646.9126373626373
2009,1962,6,3023,2676.6401098901097
2003,1958,3,3024,2348.3648351648353
2015,1980,6,3025,2539.1494505494506
2000,1972,6,3026,2649.2934065934064
2018,1974,5,3026,2420.434065934066
2001,1968,7,3029,2768.410989010989
2000,1966,4,3031,2486.436813186813
2007,1972,5,3034,2529.9175824175823
2002,1974,5,3035,2567.795604395604
2011,1976,7,3035,2647.4565934065936
2018,1972,5,3035,2443.258791208791
2017,1988,7,3036,2585.246153846154
2018,1986,7,3036,2507.491208791209
2003,1974,5,3039,2609.846153846154
2005,1972,5,3039,2580.3203296703296
2005,1978,5,3045,2519.3543956043954
2004,1964,4,3048,2520.278021978022
2004,1950,2,3049,2072.0373626373625
2010,1972,7,3049,2695.290659340659
2013,1952,1,3050,678.0873626373626
2002,1956,3,3052,2353.623076923077
2011,1958,4,3052,2410.5554945054946
2005,1974,5,3053,2538.464835164835
2010,1980,7,3055,2677.3
2012,1980,8,3055,2714.7357142857145
2017,1974,5,3056,2432.3752747252747
2015,1988,6,3058,2456.864285714286
2013,1970,7,3063,2673.8252747252745
2015,1982,6,3065,2568.9005494505495
2010,1958,5,3066,2499.212087912088
2018,1986,6,3066,2474.873076923077
2014,1956,3,3067,2169.845054945055
2018,1988,7,3067,2570.604945054945
2012,1962,5,3069,2562.4258241758243
2019,1986,6,3071,2493.7175824175824
2006,1948,2,3075,1978.254945054945
2008,1948,7,3075,1946.1521978021979
2012,1972,8,3076,2774.239010989011
2014,1984,10,3080,2767.806043956044
2017,1990,6,3080,2471.6725274725277
2001,1966,4,3085,2516.1098901098903
2017,1962,3,3086,2076.1395604395602
2004,1966,4,3087,2602.035164835165
2013,1976,6,3090,2647.0263736263737
2013,1974,7,3091,2702.0664835164835
2016,1962,5,3091,2563.5631074004123
2014,1984,6,3093,2570.5461538461536
2015,1952,10,3094,2409.3027472527474
2009,1954,4,3095,2393.9840659340657
2001,1976,4,3098,2218.790659340659
2019,1994,5,3099,2306.3637362637364
2006,1964,4,3105,2544.4686813186813
2012,1964,7,3108,2693.2175824175824
2012,1978,7,3108,2708.0983516483516
2001,1954,7,3111,2898.621978021978
2009,1978,6,3111,2699.897252747253
2016,1986,7,3112,2655.5065633585164
2009,1980,8,3115,2799.1115384615387
1999,1974,4,3117,2410.0857142857144
2014,1974,5,3118,2476.886813186813
2000,1972,7,3119,2669.8054945054946
2014,1986,6,3121,2595.1082417582415
2014,1980,8,3123,2756.473076923077
2012,1966,7,3125,2744.7653846153844
2005,1976,5,3126,2615.035714285714
2012,1964,4,3127,2395.3505494505494
2016,1960,3,3129,2173.3578763521637
2012,1960,3,3134,2110.1543956043956
2017,1972,6,3137,2652.3983516483518
2005,1958,3,3140,2438.093956043956
2012,1974,7,3140,2749.503846153846
2010,1956,4,3141,2345.3637362637364
2007,1952,4,3145,2568.65
2016,1954,1,3148,813.8128643329327
2017,1964,4,3152,2427.531868131868
2013,1970,6,3153,2732.982967032967
1999,1948,2,3155,2304.7604395604394
2017,1966,4,3162,2422.0104395604394
2001,1960,7,3163,2960.143406593407
2015,1976,5,3164,2584.446703296703
2015,1962,3,3166,2122.867032967033
2009,1974,6,3171,2805.8175824175823
2014,1972,5,3171,2562.6774725274727
2014,1978,5,3173,2603.7642857142855
2009,1966,6,3174,2815.8093406593407
2013,1988,5,3175,2376.3373626373627
2011,1978,7,3176,2728.4686813186813
2007,1950,3,3178,2329.695054945055
2013,1972,7,3181,2767.064835164835
2001,1966,7,3182,2927.3675824175825
2001,1968,4,3185,2576.371978021978
2013,1978,7,3192,2786.931868131868
2002,1966,4,3194,2645.453296703297
2011,1960,5,3196,2584.6813186813188
2012,1984,7,3196,2756.5120879120877
2019,1988,6,3198,2566.123076923077
2015,1970,5,3202,2602.637912087912
2008,1958,5,3207,2804.343956043956
2015,1960,4,3207,2555.2516483516483
2010,1954,2,3211,1908.7763736263737
2013,1980,8,3214,2847.6324175824175
2003,1964,4,3215,2657.165934065934
2011,1954,2,3215,1759.1324175824175
1997,1948,2,3220,2452.4043956043956
2008,1952,4,3224,2516.4576923076925
2009,1964,6,3229,2869.923076923077
2012,1966,4,3232,2523.191758241758
2006,1946,5,3234,1970.9285714285713
2013,1966,4,3234,2504.976923076923
2000,1960,3,3235,2510.95
2003,1960,3,3235,2532.884065934066
2011,1986,6,3237,2538.978021978022
2013,1974,6,3238,2783.7164835164835
2006,1966,4,3239,2661.4175824175823
2010,1960,6,3240,2795.09010989011
2012,1970,7,3240,2826.74010989011
2019,1962,3,3243,2167.043956043956
2011,1962,6,3247,2767.953296703297
2006,1950,3,3253,2557.412087912088
2001,1962,7,3255,3018.1516483516484
2011,1982,7,3256,2796.917032967033
2016,1966,5,3256,2687.9161336710163
2000,1968,4,3257,2655.5796703296705
2013,1960,3,3259,2257.0120879120877
2007,1974,10,3260,2986.3115384615385
2013,1964,4,3262,2438.423076923077
2014,1980,7,3265,2783.1098901098903
2010,1978,9,3266,2988.068131868132
2017,1992,5,3267,2412.85
2019,1962,4,3268,2467.8967032967034
2009,1970,6,3272,2859.4324175824177
1998,1948,2,3273,2452.714835164835
2016,1964,5,3274,2654.329525455014
2008,1950,2,3276,1836.2148351648352
2011,1964,7,3278,2885.439010989011
2009,1968,6,3279,2914.025274725275
2003,1966,4,3280,2696.1214285714286
2011,1968,7,3283,2889.367032967033
2015,1958,4,3283,2606.331318681319
2016,1966,4,3284,2490.201884980254
